,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
263,The discovery was groundbreaking,A discovery was groundbreaking.,"[ 0.61301386  3.1313112   0.26690406 ... -1.5009692  -0.44448215
  1.4585416 ]","[-0.08987997  3.5816817   1.2945404  ... -1.6566654  -0.15787554
  1.1716623 ]"
264,A theory was proven,The theory was proven.,"[ 0.82642287  2.9836802   1.4131093  ... -1.6545087   0.14956504
  4.1908197 ]","[ 0.07688105  4.5920014   1.1318684  ... -0.6281248   0.22118326
  3.520909  ]"
265,The experiment was successful,An experiment was successful.,[ 2.6587303  3.7585554  1.7615576 ... -1.2834501 -2.5803387  1.6547643],[ 2.7991185  4.8135705  2.393923  ... -1.965359  -2.5136485  1.6638916]
266,A hypothesis was formulated,The hypothesis was formulated.,"[ 1.0757456   1.066354    1.2423828  ... -0.11466428  0.17667013
  2.168298  ]","[ 1.6198155   1.4711182   1.398721   ...  0.44454032 -0.22674012
  1.437034  ]"
267,The results were analyzed,Results were analyzed.,"[ 1.8839257   0.82132745 -0.8210106  ... -1.5756929  -0.9861039
  3.9428244 ]","[ 2.010125    1.3540574  -0.43459636 ... -2.0513408   0.22501636
  3.0645075 ]"
268,A conclusion was reached,The conclusion was reached.,"[ 6.0474980e-01  7.6548970e-01 -8.7121558e-01 ... -1.0090455e+00
 -1.3152678e-03  3.8633969e+00]","[ 0.902845    1.1126616  -0.4530797  ...  0.05441649  0.7371861
  3.4214146 ]"
269,The report was published,A report was published.,"[-0.29629332 -1.8410933   0.78943133 ... -2.805766   -0.8692361
  2.6254885 ]",[-1.1952722 -0.928335   1.6618725 ... -3.1645207 -0.5146704  2.1724827]
270,A presentation was given,The presentation was given.,"[-1.5189686  -0.48396426 -0.71392834 ... -3.3539767  -1.5779947
  2.4333136 ]","[-1.1723427   0.4122893   0.34965032 ... -1.6848285   0.18838878
  1.8772284 ]"
271,The audience listened attentively,An audience listened attentively.,"[-0.15406604  2.0452263   0.27256802 ... -1.3613603  -1.1241494
  2.2375655 ]","[-2.6077023   1.5154728   1.0526046  ... -1.72994    -0.93928885
  3.2241929 ]"
272,A question was asked,The question was asked.,"[-1.3002372  -1.9763043   0.99981546 ... -1.3970644  -3.7866807
  1.3472892 ]","[-0.87369937 -1.0711809   0.9085253  ... -1.4100268  -2.2606227
  0.911067  ]"
273,The answer was clear,An answer was clear.,[ 0.0856325  2.815813   0.9610413 ... -0.6557688 -0.2726224  1.6222253],"[ 0.10301254  3.9733288   1.3869982  ... -0.39505184  0.0139915
  0.6976479 ]"
274,A debate ensued,The debate ensued.,"[ 0.24870937 -3.671457    0.07130015 ... -0.85045123 -3.175731
  6.5969424 ]","[-0.14079514 -2.643049    0.07862262 ...  0.04510292 -1.570811
  5.556369  ]"
275,The discussion was productive,A discussion was productive.,"[ 1.7523394  -3.639756    0.3946419  ... -0.87542725 -1.6501162
  1.4865317 ]","[ 0.75154406 -2.9041038   0.6695177  ... -1.9330351  -0.8285654
  0.80211866]"
276,A decision was made,The decision was made.,"[-0.4755708   3.3103514  -0.16654134 ... -0.8379299   0.3249845
  3.7750363 ]","[-0.8264679   4.0149446   0.13954592 ... -0.17345338  1.7570255
  3.011783  ]"
277,The outcome was positive,An outcome was positive.,[ 0.2772507  3.5109916  0.6348674 ... -0.9629022  0.9021026  2.6794899],"[ 0.64555585  3.496606    1.7875614  ... -1.8593998   2.0283723
  1.7604158 ]"
278,A problem was solved,The problem was solved.,"[ 0.58140707 -0.10203773  1.5859404  ... -0.72643125 -2.147891
  1.1728868 ]","[ 1.9945266   2.3449907   2.4836392  ... -0.02383474 -0.9847722
  0.9816185 ]"
279,The solution was effective,A solution was effective.,"[ 1.9538679   5.745117   -0.22804037 ... -0.09219623 -1.2333442
  0.79721934]","[ 1.7994181   7.8652816   0.37856323 ... -1.458765   -1.5594234
  0.5741888 ]"
280,A challenge was met,The challenge was met.,"[-0.53211397  1.0206683  -0.56446093 ...  0.9338515  -2.245143
  1.4345844 ]",[-0.2760185  2.5363147 -0.5673774 ... -0.6057452 -2.179538   1.0547698]
281,The opportunity was seized,An opportunity was seized.,"[ 0.2682736   5.2573667   2.5956447  ...  1.0319206  -1.2326177
 -0.00920457]","[-0.9269017   4.629212    2.2479014  ...  0.99032867 -0.57031125
  0.18639213]"
282,A goal was achieved,The goal was achieved.,[ 1.5584744  0.9321679  1.3423675 ... -1.2856853 -0.6324612  2.4839587],"[ 1.2128279   5.4143476   1.0049164  ... -0.82176006 -0.01216264
  1.6054449 ]"
283,The objective was met,An objective was met.,"[ 1.2059025   3.8905823   0.6396971  ... -0.9197819  -1.0935471
  0.78023154]","[-0.18378869  3.3361783   2.037231   ... -0.09368888 -0.29653174
  1.6205595 ]"
284,A task was completed,The task was completed.,"[ 0.36612284 -0.46624994  1.7866069  ...  0.1059234  -1.7295978
  2.3589149 ]","[ 0.9255002   2.9214487   2.4855866  ... -0.10589266 -1.1517377
  2.0190823 ]"
285,The project was finished,A project was finished.,"[ 0.26410043 -0.31271887  1.2284359  ... -0.7219361  -1.869431
  1.5953553 ]","[ 0.12947339  0.17518458  2.3815415  ... -1.3135068  -1.6103798
  1.3971269 ]"
286,A team celebrated,The team celebrated.,"[ 1.0337639   0.04880202  0.08119927 ... -1.7521237  -2.0153348
  4.742447  ]","[ 1.635335    0.48255852  0.47959384 ... -0.67068595 -1.2099684
  4.8602448 ]"
287,The success was well-deserved,Success was well-deserved.,[ 1.545494   3.4304883 -0.7993035 ... -0.6857311 -0.8989115  2.631308 ],"[ 0.42480204  3.484516    1.10023    ... -1.21583     0.35805866
  2.2479937 ]"
288,A reward was given,The reward was given.,"[ 0.10294753  5.938887    0.4800353  ... -0.01697803 -0.25640154
  2.3619447 ]",[ 0.3271442  7.3453765  1.563714  ... -0.7272634  1.6733501  1.7452152]
289,The prize was accepted,A prize was accepted.,[0.7527176  5.392456   1.6414083  ... 0.16267997 0.10204616 2.8425295 ],[0.6174761 6.4746656 1.6555942 ... 0.0767654 2.1605716 3.2780538]
290,A celebration was held,The celebration was held.,"[-0.8564707  -3.5216866  -0.26012427 ... -0.448784   -2.6615667
  2.9268925 ]","[ 0.07342859 -2.499451    0.54060036 ...  0.03458947 -1.4808172
  3.254274  ]"
291,The party was enjoyable,A party was enjoyable.,"[ 2.1475852  -2.4567332   0.5280485  ... -0.87679803 -0.2686056
  1.8935568 ]","[ 1.6146829  -3.5219262   1.393543   ... -2.7126632  -0.06493435
  1.0115435 ]"
292,A gift was received,The gift was received.,"[-0.60040754  3.0678487  -0.04079409 ... -1.5449902   1.3116436
  2.4379554 ]","[-0.75154734  5.0772724   1.388618   ... -1.9841299   2.3650534
  2.189653  ]"
293,The present was unwrapped,A present was unwrapped.,"[-1.5191866   0.8836384  -0.97913444 ...  0.4720273   0.77213603
  1.5979359 ]","[-3.3472297   2.0452564  -0.03092003 ... -0.94540524  0.74586874
  0.56535345]"
294,A thank-you note was written,The thank-you note was written.,"[ 2.549847    2.3711834   1.3607454  ... -1.5699091   0.56309915
  0.50315094]","[ 2.3299756   2.5030143   1.5045481  ... -0.6378636   1.1228478
  0.26289818]"
295,The appreciation was sincere,Appreciation was sincere.,"[ 0.7827623   3.0002255   0.98880553 ... -0.9013216   0.16504824
  0.5945846 ]","[ 0.9914422   2.717639    2.0003965  ... -1.2849479   0.13719524
  0.80274516]"
296,A memory was created,The memory was created.,[-1.0080875  2.9383302  2.6000352 ... -2.2693944  0.3509394  2.2537475],[-1.8364842  3.153391   2.639138  ... -1.7818635  0.7880627  1.945824 ]
297,The moment was cherished,A moment was cherished.,"[-1.7873545   1.0498935   0.2023813  ...  0.1762393   0.51333594
  0.6503896 ]","[-2.235956   -0.9161598   0.83116925 ...  0.02105059  0.5836349
  1.0543702 ]"
298,A feeling of joy emerged,The feeling of joy emerged.,"[-0.34858757  2.7032974   1.391886   ... -0.1048063   0.66500074
  2.2125547 ]","[-1.1638304   3.6797667   1.9116696  ... -0.36826667  2.2097023
  1.1590799 ]"
299,The happiness was contagious,Happiness was contagious.,"[ 1.8236189   2.6085844   1.3238101  ... -0.33881146  1.1172915
  1.0711359 ]",[ 2.525662   1.0459585  2.0249972 ... -1.1558459  1.6162202  0.962269 ]
300,A smile appeared,The smile appeared.,"[ 3.8659382   3.1875296   3.118617   ... -0.358423   -0.63323444
  1.128889  ]","[ 3.2582572   3.9588284   3.2751038  ... -0.00848182  0.29275173
  0.30224314]"
301,The laughter was heard,Laughter was heard.,"[ 0.975384    1.7944593   0.24959421 ...  1.4132404  -0.2506212
  2.7688756 ]","[-0.5167985   2.6448953   0.24232657 ...  0.2772374   1.2015986
  3.1138587 ]"
302,A good time was had by all,Good time was had by all.,[-2.4480777 -3.4559014  2.1583798 ... -1.7490826  1.6943035  1.7895368],[-2.1235433 -4.5046644  3.0215225 ... -1.3756846  1.7923409  1.3615253]
303,A song played softly,The song played softly.,"[ 0.7122591   1.603517   -0.9143928  ... -2.7399673   0.16082129
  0.46383432]","[ 2.7597594   1.2079403  -0.23710313 ... -1.0916892   0.9779247
  0.30422717]"
304,The music filled the air,Music filled the air.,"[ 0.9473896  -0.74498075 -1.2054211  ...  2.0232456  -1.7377491
  0.5123694 ]","[-0.03641939 -0.61380875 -0.8636627  ...  2.891709   -1.8970573
  0.34508628]"
305,A dancer gracefully moved,The dancer gracefully moved.,"[-0.41205966  0.86337364  0.6972928  ...  0.39665514 -1.6486964
  2.1925797 ]","[ 1.5390742   1.4848441   1.3009466  ...  0.6863889  -0.84892654
  2.2762225 ]"
306,The performance was captivating,A performance was captivating.,"[-0.18065172  0.6725271   0.09985067 ... -1.5436757  -1.6346772
  1.8274637 ]","[-1.7993044   0.41680413  0.8445754  ... -1.3142607  -1.2701465
  2.1621566 ]"
307,A painting hung on the wall,The painting hung on the wall.,"[-1.7935863  -0.9459681  -0.67315334 ...  1.3278968  -0.75557923
 -0.1268884 ]","[-0.62140286 -1.6388093  -0.2526465  ...  2.4365175   0.20018817
  0.0595807 ]"
308,The artwork was stunning,Artwork was stunning.,[-2.3043866 -0.6839671  1.1674147 ... -1.9844507 -1.0974025  2.13145  ],[-0.6353634 -2.3713775  1.6875019 ... -0.9501503 -0.3157918  1.4294479]
309,A sculptor meticulously worked,The sculptor meticulously worked.,"[-1.4480671  -0.07042456  1.4473932  ... -1.9171193   0.40025505
  2.145974  ]","[-0.93269175  0.7018377   1.6700705  ... -1.3839822   1.0862094
  1.8680706 ]"
310,The sculpture was impressive,A sculpture was impressive.,"[-3.2490954   0.9095566   0.55684185 ... -2.3173742  -0.0876154
  2.6547105 ]","[-3.7862992   0.75959694  1.6493508  ... -2.2637744  -0.09546703
  2.588465  ]"
311,A writer crafted a story,The writer crafted a story.,[-1.878434  -1.3439881  1.3803542 ... -1.1935962  0.3209734  2.266993 ],"[-0.58014715 -0.40255892  1.3575     ... -0.84701204  0.32506242
  1.5078367 ]"
312,The novel was compelling,A novel was compelling.,"[-0.9326494   1.5296643   2.5527444  ... -1.2978063   0.64251274
  1.8029072 ]","[-0.4620102   2.7065997   2.860948   ... -0.61218566  1.6476628
  1.101557  ]"
313,A poet penned a verse,The poet penned a verse.,"[ 0.67913485 -0.5177138   0.23889856 ... -0.9030369  -0.5679588
  1.2063848 ]","[ 1.6554412   1.2164344   0.5696203  ... -0.13554357 -0.49051663
  1.2567815 ]"
314,The poem was moving,A poem was moving.,"[ 0.11390629  2.2511067   2.3129623  ... -2.3808346  -0.11065798
  0.6719488 ]","[ 0.4230295   1.6158373   3.0083795  ... -2.3697095   0.09018715
  1.6289008 ]"
315,A chef prepared a meal,The chef prepared a meal.,[-1.8842709  0.7742467  1.523518  ... -0.8607322 -3.2873733  1.1030462],"[-1.1628121   1.1641496   1.1265376  ... -0.28274903 -1.9431243
  1.3344421 ]"
316,The food was delicious,Food was delicious.,"[-0.122569    2.2764163   0.35717314 ... -0.2951255  -0.8577471
  1.3886851 ]","[ 0.39419198  0.10395193  1.754755   ...  0.03293553 -0.75630134
  1.196686  ]"
317,A baker baked a cake,The baker baked a cake.,"[-1.1305557   0.32683808  0.33532873 ... -3.006454   -1.628025
  1.5211132 ]","[-0.7940495  -0.23092635 -0.22952294 ... -2.4773133  -1.0792915
  2.7282789 ]"
318,The dessert was sweet,Dessert was sweet.,"[ 0.6608793   1.4086418   2.0651734  ... -0.7964613   0.41729596
  1.2163987 ]",[ 1.7149788 -1.2364672  1.1849303 ... -1.2488034  0.6451113  2.1070201]
319,A cook stirred the pot,The cook stirred the pot.,"[-1.1227639   4.450773    3.29872    ...  0.83765745 -4.2564034
  3.2789822 ]","[-0.46866426  3.5680335   3.588128   ...  1.1559085  -3.9710953
  4.0742908 ]"
320,The sauce simmered gently,Sauce simmered gently.,[ 1.0744692  0.8932522  4.3341374 ... -1.8914864 -5.2077003  2.843694 ],"[ 1.733254    0.54617053  4.5518537  ... -0.8064394  -5.3544903
  2.286872  ]"
321,A waiter served the drinks,The waiter served the drinks.,[ 0.8193698  1.9155903  2.5406299 ... -1.2047415  2.1487117  2.7395413],[ 2.2275395  2.6262128  3.5794384 ... -0.7413358  2.359513   2.2296512]
322,The customers enjoyed their meal,Customers enjoyed their meal.,"[ 2.4990556  -0.17322446 -0.5112585  ... -1.0895665  -0.7692312
  2.4314651 ]","[ 1.7774858   0.29470703 -0.55719674 ... -1.6494945  -0.5763273
  2.648198  ]"
323,A restaurant buzzed with activity,The restaurant buzzed with activity.,"[-0.66923696 -4.2492833   1.1175842  ... -0.31638318 -1.5139042
  2.8352509 ]","[ 0.08188568 -5.0759854   1.1055893  ...  0.54161304 -0.65340084
  3.0195003 ]"
324,The atmosphere was vibrant,An atmosphere was vibrant.,"[ 1.0555358  -1.2521063   0.9483081  ...  0.32746446 -3.2758222
  0.8714686 ]","[-0.5439482  -0.7582123   1.8779666  ...  0.21693876 -3.2674098
  0.7930262 ]"
325,A review praised the establishment,The review praised the establishment.,"[ 1.8477405  -0.8122241  -0.8119503  ... -1.5902743   0.40761405
  1.3997524 ]","[ 2.4027433  -0.7537702  -0.69537115 ... -0.96249264  0.9422779
  1.1881541 ]"
326,The critic lauded the chef,A critic lauded the chef.,"[ 2.2820137   0.64393467 -2.8274677  ... -0.40659067 -1.0471164
  1.1462326 ]",[ 1.8689241  1.6707518 -1.7729932 ... -1.4875228 -1.5978919  2.6912076]
327,A reservation was made,The reservation was made.,[ 2.8359683  1.2560618  2.3948834 ... -1.4127598 -1.0704651  2.2395663],"[ 3.753062    0.48299104  3.2552047  ... -0.7230302  -0.100139
  2.192972  ]"
328,The table was ready,A table was ready.,"[ 3.343594   -1.325652    1.8706896  ... -0.43363428 -0.32316792
  5.0529943 ]",[ 1.7112392 -1.3675433  1.0481682 ... -1.2275531  1.0095202  3.5569768]
329,A bill was presented,The bill was presented.,"[ 0.7975122   3.981095    0.89287174 ... -1.3071035   0.25312418
  0.62755615]","[-0.34685153  4.4495516   1.8162006  ... -0.2861446   1.4587085
  0.94400483]"
330,The payment was processed,Payment was processed.,"[ 0.4199396   6.4206977   1.7451553  ... -0.9134381  -0.59398663
  2.7073507 ]","[-0.81679815  7.160326    4.508317   ... -1.6891301   0.3676297
  2.156698  ]"
331,A tip was left,The tip was left.,"[ 1.7528585   3.9647684   0.78699553 ... -0.5309534   0.90142524
  2.6876743 ]","[ 1.4736841   2.3434834   1.1283636  ... -0.20741744  1.5664356
  3.4528089 ]"
332,The service was excellent,Service was excellent.,[ 2.1217613  3.0361748  1.3606668 ... -1.1422882 -1.4559815  1.2529063],"[ 2.4169445   2.108542    1.3759286  ... -1.5136353   0.41395652
  0.52559495]"
333,A compliment was given,The compliment was given.,"[ 1.022446    5.4759626  -0.24116632 ... -1.3715388   1.5918777
  2.4225268 ]",[ 2.1625385  5.389403   0.8462313 ... -0.591052   2.1900373  1.1567754]
334,The feedback was positive,Feedback was positive.,"[ 1.0115032   3.7008946   0.62705815 ... -0.7434146   0.62176
  0.78038836]","[ 2.236944    2.0279107   1.4053053  ... -1.5143923   0.15890914
  1.9855487 ]"
335,A complaint was lodged,The complaint was lodged.,[ 1.9114008  1.4185667  1.2312214 ... -3.2596188 -2.8968139  3.6963596],[ 1.5044973  1.3109217  1.9211471 ... -2.804809  -1.7008591  3.1328425]
336,The issue was resolved,An issue was resolved.,"[-0.63115656 -1.8352001   1.916525   ... -0.6527532  -2.925596
  1.7046204 ]","[-2.1727805   0.34923336  3.373326   ... -1.7678207  -2.206747
  0.5313293 ]"
337,A solution was found,The solution was found.,"[ 1.3860596   5.4831195   0.20421991 ... -1.1420734  -2.759917
  0.9239159 ]","[ 1.2088553   4.5042615   0.6259314  ... -0.01965084 -1.129843
  1.2658367 ]"
338,The problem was fixed,A problem was fixed.,"[ 0.63643104 -0.08045743  1.7103562  ... -0.57016057 -2.1568966
  0.8344424 ]","[-1.4039843   0.57911956  2.1759753  ... -1.4458468  -1.3761005
  1.0109191 ]"
339,A repair was needed,The repair was needed.,"[ 1.2748351   2.633444    2.8146007  ... -1.4367431  -2.3425393
  0.76478255]","[ 0.6003677   3.4331002   2.9123178  ... -0.34717077 -0.6798128
  0.7586373 ]"
340,The maintenance was scheduled,Maintenance was scheduled.,"[ 2.6745822   0.38289154  2.3816185  ... -1.5899054  -2.2447078
  0.35747674]","[ 2.455978   -1.0244741   3.0240846  ... -2.4568765  -0.93443274
  1.3305242 ]"
341,A mechanic worked diligently,The mechanic worked diligently.,"[-0.343917    0.76055074  1.0861735  ... -0.4809081  -1.519639
  2.276961  ]","[ 0.78879726  1.3139095   1.2989662  ... -0.9242916  -0.29944435
  2.811517  ]"
342,The engine was running smoothly,An engine was running smoothly.,"[-0.48018217  3.7961643   1.348975   ... -1.8051564  -3.0875282
  1.4454405 ]","[-0.37670222  3.5755959   2.0626786  ... -2.3751144  -2.2170992
  2.1195066 ]"
343,A car was driven carefully,The car was driven carefully.,"[ 0.41830748  2.2456372   0.47308737 ... -2.032093   -1.5013964
  3.743689  ]","[ 0.31316695  3.4151313   0.3701552  ... -0.72648185  0.27708626
  3.8879862 ]"
344,The driver was attentive,A driver was attentive.,[ 1.1320277  3.6219645  2.0042138 ... -1.0586474  1.6887681  3.5248058],"[ 0.95998114  3.906639    2.198585   ... -0.73354954  0.9512534
  2.939385  ]"
345,A journey began,The journey began.,"[ 1.5577427  -2.3627565   1.8107896  ... -0.29265094 -2.859041
  3.0587876 ]","[ 0.69435275 -1.5573455   2.3557818  ...  0.08804782 -1.2946935
  1.7427673 ]"
346,The destination was reached,A destination was reached.,"[-0.3747955   1.2850916   1.3301141  ... -0.4861132   0.29005867
  2.290196  ]",[-0.3604526  1.0984848  1.7465303 ... -1.122038   1.0993614  1.3040762]
347,A map guided the way,The map guided the way.,"[ 0.9194315   0.42968312  3.0733225  ... -2.0718572   2.0112128
  1.02609   ]",[ 1.398888   0.3740264  3.5248775 ... -0.9690974  2.088876   0.3718687]
348,The route was scenic,A route was scenic.,[ 1.6449261 -1.5520518  1.7134353 ...  0.3485216 -0.7027777  1.5745921],"[ 1.6152182  -2.0382419   2.5327423  ... -0.3086415   0.16958293
  1.0929252 ]"
349,A landmark was sighted,The landmark was sighted.,"[-2.5265083   0.36989418  0.95685273 ... -1.1840478  -1.2741903
  3.0540502 ]","[-3.3908818   0.59853935  1.6616684  ... -0.7383899  -0.45979723
  3.582448  ]"
350,The scenery was breathtaking,Scenery was breathtaking.,"[-1.2040136  -3.824373    0.83957434 ... -1.4380598   0.3979178
  1.3570262 ]","[-1.3904803  -4.44368     1.975004   ... -0.65568095  0.9598762
  1.0293088 ]"
351,A traveler explored the area,The traveler explored the area.,"[ 1.3035828  -1.549051    1.3041747  ...  0.18711221  2.0750568
  1.725824  ]","[ 2.0187042  -1.14104     1.7794136  ... -0.03112181  2.4277923
  2.0378835 ]"
352,The experience was enriching,An experience was enriching.,"[-0.93780553  1.7066593   0.34326234 ... -2.0500758  -0.44811398
  1.4967835 ]","[-2.1633775   0.6569933   1.6129748  ... -1.9436635   0.01930904
  1.3065594 ]"
353,A discovery was made,The discovery was made.,"[-0.23633307  2.620589    0.7575592  ... -2.0800831  -0.96523285
  1.6585673 ]",[-0.8140523  3.2270572  0.9105253 ... -1.3200772  0.250317   1.0599916]
354,The knowledge was gained,Knowledge was gained.,[-1.8883862  2.9651573  2.1297538 ... -1.3850275 -0.5242356  2.4842417],[-1.918108   4.6523623  2.7146354 ... -1.8429375  1.1761338  1.4313009]
355,A lesson was learned,The lesson was learned.,"[-1.531425   -0.5807893  -0.03603733 ... -0.97329473 -2.831032
  2.8809323 ]","[-1.4188627   1.7302895   0.32870325 ... -0.18624471 -1.2917397
  2.4587047 ]"
356,The wisdom was appreciated,Wisdom was appreciated.,[-0.566817   4.0003653  1.4142077 ...  0.639935   0.3968735  1.8863219],"[ 0.01366092  3.431144    2.2128363  ... -0.19893596  2.8317664
  1.0201117 ]"
357,A memory was made,The memory was made.,"[-0.7568376   2.133775    1.8055476  ... -2.5740147  -0.14914778
  1.5485791 ]","[-1.9620092   3.9295838   1.7362823  ... -1.8845371   0.78431517
  1.6990392 ]"
358,The time was well-spent,Time was well-spent.,"[-0.37620714 -3.669803    1.2328527  ...  0.4300489   0.46822312
  1.7108365 ]",[-0.2628896 -3.0918348  2.230158  ... -0.1800053  0.8916119  0.9684351]
359,A friend was met,The friend was met.,"[ 2.67429     1.2263436   1.3270195  ... -1.7532095  -0.15470141
  1.0082442 ]","[ 3.0627894   3.5494049   2.3979542  ... -0.73176914  2.0251288
  1.1957188 ]"
360,The bond was strengthened,A bond was strengthened.,"[ 0.58231926  3.9557137   2.0139182  ... -1.7434428   0.23339081
  2.4159033 ]","[ 0.93289626  5.6493235   2.470694   ... -1.6655095   0.7288553
  1.9145887 ]"
361,A conversation was had,The conversation was had.,[ 0.6008007 -4.103034   1.2578092 ... -1.5441611 -2.9639902  3.0213985],[ 0.9152767 -1.8878444  2.0795333 ... -0.4257323 -1.053037   2.0214057]
362,The connection was genuine,Connection was genuine.,"[ 1.7216171   4.726623    2.5052438  ... -0.30603284 -1.7730157
  1.3099165 ]","[-0.41272736  6.6037335   4.1025324  ... -1.6119176  -0.30755514
 -0.19768482]"
363,A relationship blossomed,The relationship blossomed.,"[ 3.422558    0.3472334  -0.4710468  ... -0.68363225 -1.6492751
  3.1738787 ]","[ 3.8917594   1.0034227   0.08815561 ... -0.09053163 -1.0562416
  2.332685  ]"
364,The love was shared,Love was shared.,"[ 1.75259     2.3349125   1.8586675  ...  0.32560346 -1.3497503
  2.319333  ]","[ 0.73974204  1.6990013   1.7915975  ... -0.80276227 -1.2123542
  0.5469784 ]"
365,A story was told,The story was told.,[-1.9186606 -1.8138473  1.6417114 ... -0.7318699 -3.6190953  3.3821044],"[-1.3851207  -0.1364636   2.1266766  ... -0.27851504 -2.235656
  2.6494868 ]"
366,The tale was captivating,A tale was captivating.,"[-1.6210698   0.01673501  0.3474337  ... -1.3535795  -0.4795912
  3.4381866 ]","[-2.8874836  -0.14200799  1.5225611  ... -1.7153116   0.13540168
  3.1727839 ]"
367,A moment was shared,The moment was shared.,"[-1.2883482  -1.6493193   0.30069518 ...  0.19113037 -0.54446024
  2.0035257 ]","[-1.4422381   1.4820598   0.6176667  ...  0.6500354   0.49172622
  2.0855603 ]"
368,The time was precious,Time was precious.,"[-0.58930695 -1.2614391   2.052106   ... -0.51129425  0.77543306
  1.938165  ]","[-0.7531843  -0.27110782  3.3984501  ... -0.7506958   1.2183293
  1.7115349 ]"
369,A photograph captured a moment,The photograph captured a moment.,"[-4.0247016  -1.6575397  -0.3091461  ... -0.86480284 -0.6912635
  3.0948997 ]","[-3.6426008  -2.1134088   0.9527797  ... -0.09200875 -0.36625186
  2.663779  ]"
370,The image was striking,An image was striking.,"[-2.778676    1.8514044  -0.20235682 ... -0.9103304  -2.3414211
  3.022725  ]","[-2.3444176   0.96420795  1.139159   ... -0.5636586  -2.142204
  2.5348706 ]"
371,A camera recorded the event,The camera recorded the event.,"[-3.2266686   0.9520451   1.2698637  ... -0.21872234 -1.6634792
  4.643998  ]","[-2.7402487   1.1107793   1.6831856  ...  0.21254289 -1.0654715
  3.8802845 ]"
372,The footage was clear,Footage was clear.,"[-2.0598574   0.6845832   1.023168   ... -0.26322126 -1.767108
  4.061483  ]","[-1.6077465   1.1548121   2.3856685  ...  0.12247424 -1.152384
  3.4716916 ]"
373,A video documented the story,The video documented the story.,"[-1.112344   -0.84095734  0.34107587 ... -0.25283316 -1.461273
  3.6089463 ]","[-1.4132725  -0.56853133  0.93249625 ... -0.194371   -0.8394892
  3.1893232 ]"
374,The film was compelling,A film was compelling.,"[-0.6007378   1.7076926   1.9893587  ...  0.16905355 -0.47543398
  2.4564643 ]",[-1.8580637  1.6282421  3.6085021 ... -1.2486427 -1.4305785  3.3602352]
375,A movie entertained the audience,The movie entertained the audience.,"[-1.2763678   0.34315497  0.36672506 ... -2.1718497   1.564211
  5.4912543 ]","[-0.37327552  1.0817698   0.810751   ... -0.9331297   1.9945211
  4.878176  ]"
376,The cinema was packed,A cinema was packed.,"[-0.72110283 -2.4441597   1.2745397  ...  0.5738127  -2.321706
  4.3196554 ]",[-2.2673936 -3.9495742  2.198275  ... -1.2889981 -3.0990117  5.37936  ]
377,A play captivated the viewers,The play captivated the viewers.,"[ 0.13369088 -0.8061258   1.6661258  ...  0.38949338 -0.598902
  3.3119419 ]",[0.16933371 0.63067234 1.3919421  ... 0.8486334  0.6058081  3.364071  ]
378,The theatre was lively,A theatre was lively.,"[-0.13664722 -4.2695084   0.5286427  ...  0.4826846  -2.59628
  3.5451112 ]","[-1.0540049  -4.894948    1.7906847  ... -0.28345832 -2.776256
  3.5474682 ]"
379,A concert thrilled the crowd,The concert thrilled the crowd.,"[-1.5172471  -0.3996608   0.5796567  ... -0.57222164 -2.251596
  4.4152384 ]","[-0.6097159   0.15874223  0.5928164  ...  0.05150533 -1.2909356
  3.8065119 ]"
380,The music was vibrant,Music was vibrant.,"[ 0.3586041   1.181792    0.3266741  ... -0.83931744 -0.8496692
 -0.10280538]","[-0.22309166  0.5925081   1.8098613  ... -0.05285764 -0.09751698
  0.0300515 ]"
381,A singer performed beautifully,The singer performed beautifully.,"[-3.2378979   2.835647    0.24608517 ... -2.5020995  -1.5915095
  2.4429286 ]","[-1.2447567   3.3424468   0.19952488 ... -2.0447795  -1.6843914
  2.4755363 ]"
382,The voice was powerful,A voice was powerful.,"[ 0.87424713  5.620782    1.1015972  ... -0.04500306 -0.9653958
  2.1723537 ]","[ 0.6542616   6.0369196   2.2573752  ... -0.2448752  -0.13628379
  1.797349  ]"
383,A dancer moved gracefully,The dancer moved gracefully.,"[ 0.07454135 -0.15655369  0.13681749 ... -0.94762003 -0.9212463
  2.5214264 ]","[ 1.6674474   0.28920045  0.59137964 ... -0.03266507 -0.7322907
  2.4897618 ]"
384,The choreography was elegant,Choreography was elegant.,"[ 1.0853516  -1.4254847   0.9726779  ...  0.73779804 -0.38968843
  2.0491946 ]","[ 1.3181247  -2.105484    2.0735857  ...  0.89000195 -0.33084443
  1.1830975 ]"
385,A musician played skillfully,The musician played skillfully.,[-1.0761982  3.7924201 -0.810273  ... -3.0485077  0.9384367  1.9053257],"[-0.07943245  3.2273445  -1.1345752  ... -2.5773938   1.7999226
  2.2692242 ]"
386,The instrument resonated deeply,An instrument resonated deeply.,[ 1.0231783  3.1059754 -1.3592826 ... -0.799391  -3.0981603  1.974308 ],"[ 0.7728943   4.055337   -0.74530584 ... -0.9889829  -2.0661657
  1.733152  ]"
387,A band rocked the stage,The band rocked the stage.,"[-0.07615481 -2.8535552   0.27988726 ...  1.407095   -2.5386553
  1.5011264 ]","[ 0.13236664 -1.7373      0.11600012 ...  1.2768052  -1.1711844
  2.1968346 ]"
