,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
252,The journey was long.,The journey might have been long.,"[ 0.19276953 -1.0861795   2.2821813  ...  0.7000464  -0.9331509
  1.8411001 ]","[-0.61254793 -0.8035287   0.2505178  ...  1.2179775  -1.7889297
  1.2575735 ]"
253,The travel was smooth.,The travel may have been smooth.,[ 4.4411087 -0.0246761  2.2300575 ... -1.5903581  2.903691   1.3895519],"[ 1.9537305  -0.26794073  1.3114588  ... -0.26679215  0.7256622
  0.8444299 ]"
254,The flight was delayed.,The flight might have been delayed.,"[ 1.655751    1.1332704   0.5796548  ...  0.45650834 -2.3098445
  2.8465962 ]","[-0.30392107  2.063717    1.2813911  ...  2.1496782  -4.1952415
  2.7876103 ]"
255,The hotel was comfortable.,The hotel may have been comfortable.,[ 4.8128266 -2.4720757  2.7182772 ... -1.412503  -2.2156277  2.4699402],[ 1.9054469 -1.6977428  2.7174125 ... -0.64682   -3.5542257  1.7676048]
256,The room was spacious.,The room might have been spacious.,"[ 0.07147299 -4.8442984   1.7227863  ...  0.17060661 -1.112266
  2.4008427 ]","[-1.7967205  -4.0968432   0.85593736 ...  0.71014243 -2.7176178
  1.8251134 ]"
257,The view was stunning.,The view could have been stunning.,"[-1.2288048  -2.573004    2.4410162  ...  0.69297063 -1.1449769
  2.3997936 ]","[-2.2891192  -1.0806507   1.1437327  ...  0.75326365 -0.02362883
  2.2092378 ]"
258,The weather was perfect.,The weather might have been perfect.,[ 1.574176  -1.8139703  1.0412184 ... -1.790406  -1.0051031  2.6777864],"[ 0.39026704 -1.0587091  -0.6268492  ... -0.96348363 -2.5368047
  2.0205505 ]"
259,The experience was unforgettable.,The experience may have been unforgettable.,"[-0.82815295  2.583783    1.4626285  ... -1.0020206   0.6015688
  2.153362  ]","[-2.5255132   2.7800756   0.65891516 ... -0.39247188 -1.0347536
  1.2226584 ]"
260,The memory is cherished.,The memory might be cherished.,"[-1.1896969   3.3541489   2.470456   ... -2.285977   -0.23496851
  2.1362169 ]",[-1.6325792  2.8224976  2.1765394 ... -1.8380529 -1.3097383  2.07346  ]
261,The moment was special.,The moment may have been special.,"[-1.5343649   1.0330265   0.5425831  ...  0.20854545  0.4037932
  0.80923116]","[-1.7057697  -0.04213379  0.5906047  ...  1.3559532  -0.7787537
  0.6654288 ]"
262,The feeling was overwhelming.,The feeling could have been overwhelming.,[-1.6942012  2.8064158  0.7851726 ... -0.3489936  2.0046494  0.7704462],"[-2.5923238   3.7742324   0.98587006 ... -0.24505188  2.4210212
  1.1521608 ]"
263,The emotion was intense.,The emotion might have been intense.,"[-2.0706248   3.5562348   2.656962   ... -0.20093825 -0.87284976
  1.543835  ]",[-2.7931917  3.1001236  2.1860998 ...  0.6156839 -1.407541   1.326114 ]
264,The reaction was immediate.,The reaction may have been immediate.,"[ 0.19949384  6.0172396  -0.5242261  ...  0.40161777 -0.38279858
  3.28449   ]","[-0.61665434  6.263757    0.7132974  ...  1.7835331  -3.260197
  3.1939297 ]"
265,The response was positive.,The response might have been positive.,"[ 0.9489439   3.752274    1.1766624  ... -1.0378059  -0.17526217
  1.0364184 ]","[-1.1337248   3.965589    0.8070101  ... -0.40752864 -1.038242
  0.8494315 ]"
266,The outcome was unexpected.,The outcome could have been unexpected.,"[-0.03395126  2.9461484   0.38000852 ... -1.0949738   0.9933332
  2.8232298 ]","[-0.55506325  3.8202977  -0.62564033 ... -0.59270275  1.0436261
  2.3610356 ]"
267,The result was surprising.,The result might have been surprising.,"[ 0.43539047  3.3725643  -0.15870738 ... -1.2724116   0.7932847
  3.5655422 ]","[-1.2158138   3.437292   -0.8072795  ... -0.27372032 -0.30601263
  3.7455685 ]"
268,The impact was profound.,The impact may have been profound.,"[-0.9490126   5.0847025   1.3954184  ...  0.6902251  -1.1862797
  0.25929785]",[-1.388592   4.5818725  1.2197291 ...  1.6888453 -1.743892   0.9029706]
269,The effect was noticeable.,The effect might have been noticeable.,"[ 0.5087198   3.1482322   1.1492927  ...  0.46998414 -1.6133995
  0.00526646]","[-0.42059427  3.8582761   0.9929766  ...  1.5889828  -1.3490497
  0.9401212 ]"
270,The change was dramatic.,The change could have been dramatic.,"[-0.05091244  0.5167633   1.6665878  ...  0.6423637  -1.6313215
  0.6393937 ]","[-0.88990676  3.2664683   1.0722545  ...  1.2086318  -0.78133637
  0.7554284 ]"
271,The difference was significant.,The difference might have been significant.,"[ 1.0125291   0.3062765  -0.47475833 ... -1.1773399  -2.0441961
  0.8749074 ]","[-0.78193206  1.4257038  -0.43799138 ... -0.754634   -1.6936111
  1.6909515 ]"
272,The improvement was substantial.,The improvement may have been substantial.,"[ 1.9559444   0.94989884  1.4544327  ... -1.0956404   0.4436794
  0.62606776]","[-0.10696925  2.0300016   1.568734   ...  0.776144   -0.8691672
  0.77604145]"
273,The progress was slow.,The progress might have been slow.,"[-0.06739588  0.5986973   2.7047992  ... -0.36754507 -0.7358029
  2.343204  ]","[-0.44024906  0.5314645   1.7223595  ...  0.4595918  -1.213657
  2.0136075 ]"
274,The growth was steady.,The growth may have been steady.,"[ 1.1257526e+00 -7.8678381e-01  2.9695532e+00 ...  4.1596957e-02
  2.5784015e-03  2.6538122e+00]","[-0.30920485  0.6075498   2.1372197  ...  1.5232414  -1.7272835
  2.0918524 ]"
275,The decline was gradual.,The decline might have been gradual.,"[ 1.5529209  -2.5798738   0.8541047  ... -0.21703577  0.52235955
  2.7017171 ]","[ 0.24965377 -0.13953467 -0.04099073 ...  1.2102815   0.16746068
  1.7309055 ]"
276,The recovery was swift.,The recovery could have been swift.,"[ 2.9225698   2.4306068   1.7510598  ... -0.99487257  1.232974
  1.6094892 ]","[ 1.269374    4.5134263   1.0117056  ... -0.5300178   0.94658726
  1.1787832 ]"
277,The success was well-deserved.,The success might have been well-deserved.,"[ 1.3747951   3.8289654  -0.31113452 ... -0.81287557 -0.4662554
  2.593409  ]","[ 0.06049506  3.1998076  -0.38558668 ...  0.03623645 -0.94467014
  1.86272   ]"
278,The achievement was remarkable.,The achievement may have been remarkable.,"[ 0.90422785  3.5375218   0.2102093  ... -0.7132109  -0.20905523
  2.647004  ]","[-0.49920425  3.4176953   0.35086817 ...  0.41596332 -1.3946458
  1.332388  ]"
279,The accomplishment was significant.,The accomplishment might have been significant.,"[ 1.4679649   3.8262908   0.65001726 ... -0.7470396  -0.15878706
  1.6711746 ]","[-0.04843749  3.3152392   0.50219095 ...  0.14059198 -0.3045959
  0.80736333]"
280,The victory was sweet.,The victory may have been sweet.,"[ 1.2756195   4.3891525   1.0791147  ...  0.00540271 -1.3062055
  2.9894638 ]","[ 0.11404423  2.7016218   0.5547165  ...  0.9231243  -2.2541218
  1.4306815 ]"
281,The defeat was bitter.,The defeat could have been bitter.,"[-1.0150745e+00  3.9261260e+00 -4.1280618e-01 ... -7.6485577e-04
 -1.9932684e+00  2.9342444e+00]","[-0.27973244  5.226569   -1.4422225  ... -0.6264518  -0.31707805
  2.3880172 ]"
282,The competition was fierce.,The competition might have been fierce.,"[ 1.7390274  -0.14806218  0.56798166 ... -0.40002814 -3.181765
  3.7379818 ]","[ 1.0693036  -1.1155673  -0.10760652 ...  0.915592   -3.154026
  2.6955707 ]"
283,The challenge was daunting.,The challenge may have been daunting.,"[-1.486854    0.6170224   0.5391957  ... -0.64356154 -2.6717682
  1.9102783 ]","[-1.6035215   0.95605725  0.43667698 ...  0.12587366 -3.0942318
  1.430657  ]"
284,The task was difficult.,The task might have been difficult.,"[-0.1109889   1.8811176   3.0422282  ... -0.22128117 -2.0516791
  2.5853744 ]","[-0.6783605   1.7383953   1.9624392  ... -0.17250754 -1.8538882
  2.4624765 ]"
285,The problem was complex.,The problem could have been complex.,"[ 0.14113736  0.44035682  3.009446   ... -0.01988452 -2.6300035
  1.2462219 ]","[-1.0017372   2.132178    2.0097587  ... -0.22314571 -1.220671
  1.5324327 ]"
286,The solution was simple.,The solution might have been simple.,[2.676948   4.9025373  0.4684661  ... 0.4148112  0.38922524 0.34268793],"[ 0.36772507  3.1825497   0.59504336 ...  1.0583923  -0.76144505
  0.9378103 ]"
287,The answer was clear.,The answer may have been clear.,"[-0.23393199  4.002093    1.1184037  ... -0.5143455   0.43003178
  1.2602526 ]","[-1.9394444   1.5729115   0.08957662 ...  0.10880941 -1.1941756
  1.1038089 ]"
288,The explanation was concise.,The explanation might have been concise.,"[ 1.9366283   2.449266    0.7787649  ... -0.7543338   0.27433228
  1.4346836 ]","[-0.92386466  1.189391    0.36959895 ...  0.14398363 -0.03190348
  2.179918  ]"
289,The information was useful.,The information may have been useful.,"[-0.94998294  3.9831643   1.2597812  ... -2.2772505   0.0709877
  1.0691143 ]",[-2.485933   4.037148   0.8108565 ... -1.2211132 -1.3510159  1.5174383]
290,The instructions were confusing.,The instructions might have been confusing.,"[-0.693241    1.9376442   1.1916835  ... -2.207454   -0.49639314
  3.9904323 ]",[-1.9688617  2.591583   0.9500076 ... -1.5427396 -1.5286077  3.2766495]
291,The communication was poor.,The communication could have been poor.,"[-2.8676988e-04  3.5720170e+00  2.6920688e+00 ... -1.2502378e+00
 -1.0758530e+00  1.1733273e+00]",[-1.2115667  4.3549433  2.0320418 ... -0.892992  -0.7175012  1.427132 ]
292,The collaboration was ineffective.,The collaboration might have been ineffective.,"[ 2.0805194   0.83891785  1.834034   ... -1.2555233   0.26736975
  1.2180798 ]","[ 1.4528779   0.10392121  1.5906241  ... -0.30214068 -0.1447843
  0.50001526]"
293,The teamwork was outstanding.,The teamwork may have been outstanding.,"[ 2.337401    0.30665666  1.5874138  ... -3.0300374   0.12468719
  1.2554748 ]","[ 1.1050693   0.76635504  1.5234098  ... -1.435285   -1.5385993
  0.8812742 ]"
294,The leadership was inspiring.,The leadership might have been inspiring.,"[-1.8947828   2.801395    1.0608063  ... -0.28608322 -1.5181977
  0.7925122 ]","[-2.505071    3.1993577   1.0577714  ...  0.13589416 -2.1573079
  0.728123  ]"
295,The management was efficient.,The management could have been efficient.,[ 2.859287   0.3608621  2.3074522 ... -2.5923235 -1.5020041  0.7445468],"[-0.2981174   3.5562909   1.5514709  ... -1.4298733  -0.71616113
  1.4015343 ]"
296,The organization was effective.,The organization might have been effective.,"[ 2.7058625   3.5614471   2.0882685  ... -1.280117   -2.187453
  0.94093716]","[ 0.61913526  3.009352    2.5468707  ... -0.30501726 -3.2377343
  0.91755974]"
297,The strategy was successful.,The strategy may have been successful.,"[ 1.1908543   3.851792    1.0218226  ... -1.0713938  -0.15571487
  1.7260678 ]","[-0.7365767   3.299637    1.3935992  ... -0.40785775 -1.2074422
  1.074657  ]"
298,The planning was meticulous.,The planning might have been meticulous.,"[ 1.246702   -2.3986592   2.1832244  ... -0.41111636  0.27280235
  1.9726036 ]","[-0.24770546 -2.295142    1.9519136  ...  0.20465298 -0.8838502
  1.310275  ]"
299,The execution was flawless.,The execution could have been flawless.,"[ 0.6281878   4.1887674   0.45231646 ... -1.4060113   0.5732559
  1.396929  ]","[-1.2138249   4.097667    0.6585368  ... -0.6226488   0.10531019
  1.8275461 ]"
300,The implementation was smooth.,The implementation might have been smooth.,[ 2.4987433 -0.5437248  2.4663882 ... -1.3082199  2.0197275  1.2853183],"[-0.38472757 -1.1615576   2.1805437  ... -0.5421971   0.5310362
  1.8474077 ]"
301,The house is spacious.,The house might be spacious.,"[ 0.36532897 -4.3668585   2.6765084  ... -0.49674296 -3.0220926
  3.8724244 ]","[-1.4673152  -3.1417487   1.9445044  ...  0.06775063 -3.6547706
  2.6467922 ]"
302,The garden is beautiful.,The garden could be beautiful.,[ 2.0663047 -2.3242073  0.5566986 ... -0.8902699 -3.638535   3.6774476],"[ 1.2060722  -1.370015    0.47543898 ... -0.721731   -1.9593552
  3.5011418 ]"
303,The neighborhood is quiet.,The neighborhood might be quiet.,"[ 1.3011572  -3.793429    1.1911238  ...  0.76308507 -1.6531299
  2.4160478 ]","[-0.45393026 -5.4641247   0.3769773  ...  0.94361424 -2.9991748
  2.0905685 ]"
304,The location is convenient.,The location may be convenient.,"[ 2.4939914  -3.217368    0.98958766 ... -0.73762673 -0.44948617
  2.7306688 ]","[-0.08495867 -1.9640437   1.5119816  ... -0.6952277  -1.9790525
  1.8626051 ]"
305,The price is reasonable.,The price might be reasonable.,[ 1.752898   4.26798    1.7710317 ... -0.695796  -1.8056018  2.1011226],"[ 0.23007874  3.2852194   1.8059322  ... -0.3781055  -3.722419
  2.0970018 ]"
306,The mortgage is manageable.,The mortgage could be manageable.,"[ 2.0495477   3.6135762   2.9963453  ... -0.33762988  0.12318565
  1.3282133 ]","[ 0.8279484   4.0603395   2.9806092  ... -0.31479445  0.19583727
  1.3930831 ]"
307,The property taxes are high.,The property taxes might be high.,"[-1.7498087  -0.24462636  1.4391791  ... -2.8122833  -3.0323975
  2.5185692 ]","[-2.6865714  -0.12347529  1.1753352  ... -2.5009408  -3.080044
  2.4799733 ]"
308,The home insurance is expensive.,The home insurance may be expensive.,[-1.1192485  2.1598434  2.9483345 ... -1.5511395 -0.7215602  1.3683289],[-1.410517   1.8960152  2.9059148 ... -1.0683327 -1.8195888  1.5443385]
309,The repairs are necessary.,The repairs might be necessary.,"[ 0.20137444  2.931866    2.1879458  ... -0.8889642  -1.233033
  1.3243048 ]","[ 0.24919403  2.2666728   2.6532686  ... -0.43639764 -2.0753686
  1.6696936 ]"
310,The renovations are extensive.,The renovations could be extensive.,"[-0.22347167 -5.367362    2.0491211  ... -0.16983911 -3.1003814
  1.2276995 ]","[-0.5637142  -2.3377466   2.3202212  ...  0.33317184 -3.2985847
  0.76034504]"
311,The move was stressful.,The move might have been stressful.,"[-0.11338811  2.285359    1.7037086  ... -0.01488029  1.6316531
  2.6964822 ]","[-1.1407257   2.929131    1.0206648  ...  0.22485767  1.9018697
  1.9605719 ]"
312,The packing was tedious.,The packing could have been tedious.,"[ 1.4518559   0.5080248   2.989036   ... -0.69493306  1.8857973
 -0.05463413]","[ 0.17239682  1.2799639   2.6192367  ... -0.73212665  1.7217844
 -0.07701797]"
313,The unpacking was slow.,The unpacking might have been slow.,"[-1.2506404  -0.8946595   1.7011518  ... -0.31224647  1.227124
  1.7151241 ]","[-2.5202858  -0.45609203  1.6020217  ... -0.24696809  0.91050076
  1.8114371 ]"
314,The settling in was difficult.,The settling in may have been difficult.,"[ 0.4964842  -3.3908062   2.2835338  ...  0.36686873 -1.024649
  1.3690132 ]",[-0.5470823 -3.981835   1.6234514 ...  0.9905599 -2.195251   0.8991723]
315,The neighborhood is friendly.,The neighborhood might be friendly.,"[ 2.1220691  -3.8017185   2.452887   ...  0.33176404 -1.8918045
  1.7893318 ]","[ 0.2868718  -4.4747596   1.5767454  ...  0.90907615 -2.8200455
  2.1471608 ]"
316,The neighbors are welcoming.,The neighbors could be welcoming.,"[ 2.2767992  -0.28476053  2.5482345  ... -0.8006169  -0.5092987
  2.238765  ]","[ 1.5731515   1.5086774   2.4997413  ... -0.98034334 -0.04417019
  2.7841978 ]"
317,The community is supportive.,The community might be supportive.,[ 2.823686   0.7053917  2.9228852 ... -0.942311  -3.312741   1.8578075],"[ 1.0999788   0.3227187   2.4530714  ... -0.11105439 -2.8475616
  2.0726328 ]"
318,The schools are excellent.,The schools may be excellent.,"[-0.04655232  0.22902861  2.0747454  ...  0.6535451  -5.3695884
  2.474451  ]","[-1.7537445   0.80093336  1.7730259  ...  0.8239853  -6.6101165
  1.6988057 ]"
319,The commute is long.,The commute might be long.,"[ 0.9578819  -2.2201817   1.3276224  ...  0.64917296 -0.46913147
  1.8428764 ]","[ 0.31758222 -2.0287278   0.9950519  ...  0.3263941  -1.3855505
  1.6313643 ]"
320,The traffic is heavy.,The traffic could be heavy.,"[-0.9229619   2.1147072   1.4875628  ... -0.56558454 -2.4578571
  1.6105869 ]","[-0.1073482   2.1270902   0.6660794  ... -0.62218916 -2.03631
  2.1581323 ]"
321,The job market is strong.,The job market might be strong.,"[ 3.118574   -0.10827883  1.5791692  ... -1.5286545  -0.30468407
  2.7154913 ]","[ 1.9728502  -0.74724764  0.92264014 ... -1.5432321  -0.9333087
  2.0992148 ]"
322,The economy is booming.,The economy may be booming.,"[ 0.4202121   2.1829524   2.6089396  ... -3.4498367   0.12289133
  1.9347979 ]","[-0.75402576  0.69568795  1.9805161  ... -3.5346596  -1.4497787
  1.2311398 ]"
323,The opportunities are plentiful.,The opportunities might be plentiful.,"[-0.5707531   2.1911607   3.8130546  ... -0.44063085 -0.6360105
  0.7207662 ]","[-1.0089906   2.0302894   2.748484   ... -0.0768024  -1.2835068
  0.67107254]"
324,The future is bright.,The future could be bright.,[-1.046477   1.9621563  3.1316993 ... -1.0298309 -1.0288559  1.1327283],[-1.1055688  1.1461782  1.8180937 ... -0.5237512 -0.7593364  1.0358711]
325,The prospects are promising.,The prospects might be promising.,"[-0.48768258  0.4176217   2.3435726  ... -0.3230411  -0.49884313
  2.419331  ]","[-0.96318716  0.62458795  2.2851515  ... -0.02055424 -1.480209
  2.0454898 ]"
326,The outlook is positive.,The outlook may be positive.,"[ 0.43791875 -2.1226203   2.76059    ... -1.6619402   0.11729395
  3.2074971 ]",[-0.5861555 -2.5873702  2.1154146 ... -1.6381985 -2.3559096  3.0803134]
327,The situation is stable.,The situation might be stable.,"[ 1.5959766  -0.81777775  1.0880256  ... -0.09067072 -1.0487683
  3.2792296 ]","[ 0.1974392  -0.17594309  0.9062958  ...  0.23625226 -1.8057045
  3.2164507 ]"
328,The conditions are favorable.,The conditions could be favorable.,"[ 2.475708    2.6844888   2.1087909  ... -1.4292449  -0.38096365
  2.5798407 ]",[ 2.1181705  2.3020666  1.3899678 ... -1.0202819 -0.5513883  3.1127188]
329,The environment is sustainable.,The environment might be sustainable.,[ 1.856518   3.0884328  3.2480557 ... -1.8214052 -1.0620933  1.7596881],"[ 0.20552213  2.4612856   2.9613187  ... -1.4370912  -1.850175
  1.9886241 ]"
330,The resources are abundant.,The resources may be abundant.,"[-0.61224556  2.179252    1.0685837  ... -0.8762062  -1.8518522
  1.9051355 ]",[-1.0678052  2.7511218  0.9138201 ... -0.6809015 -3.247522   1.5891666]
331,The energy is renewable.,The energy might be renewable.,"[ 0.2512867   8.504954    3.3558776  ...  0.29433525 -1.9880679
  0.30226415]",[-0.448797   6.6146507  3.2131793 ...  0.7242293 -2.7843983  0.6469001]
332,The technology is innovative.,The technology could be innovative.,"[ 0.33741707  4.1585855   1.5392287  ... -1.0702076  -2.6657634
  1.5761964 ]","[ 0.31259942  5.4916205   1.8218799  ... -0.93284625 -2.7293835
  0.75408316]"
333,The solution is sustainable.,The solution might be sustainable.,"[ 2.2082238   5.197177    0.552368   ...  0.479791   -0.14430182
  0.01927073]","[ 0.48600698  3.1463175   0.6015758  ...  0.58477455 -1.4844793
  0.76463085]"
334,The approach is effective.,The approach may be effective.,[ 2.2508602  3.167963   1.6354916 ... -0.4666776 -0.8417885  1.3198736],"[ 1.4713963   2.9327295   1.6792635  ... -0.24014123 -2.6121366
  1.3333751 ]"
335,The method is efficient.,The method might be efficient.,"[ 3.2332168   4.743522    1.0636564  ... -0.31199342  0.16938195
  2.3224175 ]","[ 1.9101566   3.7728722   1.3696312  ... -0.09704817 -1.5275031
  2.5074651 ]"
336,The system is reliable.,The system could be reliable.,"[ 2.56317     5.6068835   1.9114603  ...  0.41121975 -1.4332732
  3.4209316 ]","[ 2.1415799   5.1024747   1.4125668  ...  0.43905362 -1.608728
  3.3986845 ]"
337,The process is streamlined.,The process might be streamlined.,"[ 2.0816891   2.8453698   1.5035889  ... -0.26786977 -0.03855305
  2.4936385 ]","[ 1.3617615   1.1865433   0.5792051  ... -0.04798313 -2.1875737
  2.6532233 ]"
338,The outcome is successful.,The outcome may be successful.,"[ 0.38452402  4.7971616   0.7491563  ... -1.0808167   1.2140402
  3.1659365 ]","[-0.42683402  4.411769    0.46519017 ... -0.66482985 -0.40858182
  2.8262615 ]"
339,The result is positive.,The result might be positive.,"[ 0.48810402  4.050256    0.27420044 ... -1.2876444   0.20891352
  2.5571818 ]","[-0.15056269  4.3312907   0.63312775 ... -0.7659822  -0.5902972
  3.1641757 ]"
340,The impact is significant.,The impact could be significant.,"[-0.39607725  4.9079046   1.866092   ...  0.72935605 -0.8939587
  0.5376983 ]","[-0.32089472  5.931495    1.2761985  ...  0.43870106 -1.0864064
  1.125986  ]"
341,The effect is noticeable.,The effect might be noticeable.,"[-0.20484665  2.486733    0.95816505 ...  0.30269265 -1.7197498
  0.47780395]","[-0.03093751  2.6703188   1.2143332  ...  0.57487994 -2.346106
  0.8717385 ]"
342,The change is gradual.,The change may be gradual.,"[-0.03519114 -0.404579    2.6038566  ...  1.3507457  -2.6097264
  1.241646  ]",[-0.6357948  0.9625891  2.051963  ...  1.1065822 -3.4180517  1.4403616]
343,The improvement is substantial.,The improvement might be substantial.,"[ 1.4979255   1.1536236   1.2506042  ... -0.71026176  0.1278203
  0.9613017 ]",[ 0.5416157  1.9014155  1.6562408 ...  0.0176514 -1.0984658  1.0075939]
344,The progress is steady.,The progress could be steady.,"[ 1.2148067   0.75728214  2.180878   ... -0.26708674 -0.1920588
  1.8219227 ]",[0.9882851  2.352062   1.8324574  ... 0.13848025 0.04790197 1.7615067 ]
345,The growth is exponential.,The growth might be exponential.,"[ 0.06088872  1.9311413   2.4871569  ...  0.56126297 -1.4023669
  1.6109339 ]",[-1.0070513  1.5867224  2.139684  ...  1.1653783 -2.6108885  1.7617898]
346,The development is rapid.,The development may be rapid.,"[ 0.31118083 -1.0763786   1.76348    ... -0.34149992 -1.6422628
  2.0953715 ]","[-0.26162162 -0.07269987  1.9024969  ...  0.25965992 -2.3968194
  2.011593  ]"
347,The expansion is significant.,The expansion might be significant.,"[ 1.1492102   0.9258087   1.8628658  ... -0.72104514 -0.00873067
  1.9325056 ]","[-0.34382883  0.84291226  1.9806105  ... -0.07550561 -0.83354574
  1.8578147 ]"
348,The contraction is minimal.,The contraction could be minimal.,"[ 1.137226    0.47765183  0.57057554 ... -0.41369185  0.3700765
  1.2844956 ]","[ 1.2896895   0.9776053   1.3985643  ... -0.45594957  0.76234263
  1.1593516 ]"
349,The reduction is substantial.,The reduction might be substantial.,"[ 0.29362583  1.4520099   1.3169887  ... -0.7128496  -1.2705612
  2.1547723 ]","[-0.1939966   2.2965422   0.89219886 ...  0.19596256 -1.9879427
  2.1845315 ]"
350,The decline is temporary.,The decline may be temporary.,"[ 0.8292205   0.53671503 -1.0765115  ...  0.8666072   0.8545515
  2.5457838 ]",[ 0.7987712  0.6310995 -0.5698488 ...  1.3826917 -0.3907384  1.8973231]
351,The recovery is strong.,The recovery might be strong.,"[ 2.5269966   0.89990187  2.172831   ... -1.8675426   0.86182463
  1.9057419 ]",[ 1.0968748  1.3406771  1.7810177 ... -1.1134601 -1.0475911  2.0434434]
352,The rebound is swift.,The rebound could be swift.,"[ 0.65237105  2.8733563  -0.19321615 ... -0.2879396   0.84728134
  2.7222972 ]","[ 0.6818492   4.1085176  -0.28249484 ... -0.18265344  0.2525147
  2.8503544 ]"
353,The resilience is remarkable.,The resilience might be remarkable.,"[ 0.41316763  3.340973    0.48966432 ... -0.27567664 -2.1633286
  1.2973511 ]","[ 0.15065567  2.1613843   0.77459335 ... -0.2950271  -2.550708
  1.2465925 ]"
354,The adaptability is impressive.,The adaptability may be impressive.,"[ 0.08487967  1.7961286   0.74721575 ... -2.1295884  -1.4548607
  0.18106486]","[-0.23631035  2.3928857   0.8149722  ... -1.8623322  -2.2681491
  0.2458756 ]"
355,The innovation is groundbreaking.,The innovation might be groundbreaking.,"[ 0.6302625   3.6251864   0.91397464 ... -1.1900114  -1.5769897
  0.41028038]",[-0.301677   2.769062   1.4248577 ... -1.340813  -2.7706878 -0.0658526]
356,The creativity is inspiring.,The creativity could be inspiring.,"[-2.0819113   2.652094    0.19207211 ...  0.04640666 -1.7481234
  0.02224011]","[-1.8486867   2.722741    0.3309025  ...  0.04550186 -0.6489603
  0.07412461]"
357,The ingenuity is remarkable.,The ingenuity might be remarkable.,[-1.0382043  1.5005766  0.3723348 ... -1.7962192 -2.2815223  0.505197 ],"[-1.1638734   1.6981212   0.600212   ... -1.4320982  -2.7920659
  0.43531224]"
358,The intelligence is exceptional.,The intelligence may be exceptional.,[-1.519529   5.143962   1.654424  ... -0.8267382 -2.2825131  2.0120504],[-2.8885334  5.7118306  2.0101233 ... -0.8788312 -3.635011   1.4512256]
359,The skill is impressive.,The skill might be impressive.,"[ 0.64808905  3.9713607   0.690588   ... -0.48748145  0.20990618
  2.3977373 ]","[ 0.9632802   2.5102594   0.44253382 ... -0.5135746  -0.894784
  2.1051407 ]"
360,The talent is extraordinary.,The talent could be extraordinary.,"[-1.7995052   4.2777276   0.0863327  ... -0.04905725 -2.6469688
  2.3794732 ]","[-1.5546976   5.58235     0.18843788 ... -0.08327187 -1.477603
  1.7664881 ]"
361,The ability is remarkable.,The ability might be remarkable.,"[-0.16871364  6.813318    1.2961228  ... -0.2827364  -0.3028169
  1.4468043 ]","[-1.16541     6.4454937   1.75182    ...  0.10360932 -1.0728751
  1.0691975 ]"
362,The potential is unlimited.,The potential may be unlimited.,"[ 0.15804496  6.1202993   2.208531   ...  0.50595933 -1.7161274
  0.51019937]","[-0.5582677   5.969958    2.5730217  ...  0.44900015 -2.6447594
  0.66050696]"
363,The capacity is immense.,The capacity might be immense.,"[-1.1953304   2.3281837   1.8956531  ...  0.25112283 -2.633822
  0.9223383 ]","[-1.9395603   1.709963    2.0912437  ...  0.50231653 -3.7212813
  0.8232231 ]"
364,The power is significant.,The power could be significant.,"[-0.4653867   5.937483    1.7243057  ... -1.1892982  -1.9192661
  0.18588185]","[ 0.38155028  6.531838    2.1524048  ... -0.91060525 -1.077507
  0.7071063 ]"
365,The strength is impressive.,The strength might be impressive.,[-0.2506741  3.444838   1.5435435 ...  0.6944321 -1.7006557  0.5830769],"[-0.8258582   3.0456722   1.7997426  ...  0.8134858  -2.9505951
  0.42893043]"
366,The influence is considerable.,The influence may be considerable.,"[-0.2771385   4.1631813   1.2212905  ...  0.75569504 -0.2841355
  1.0650759 ]","[-0.34761977  4.8677864   1.3384476  ...  1.0903913  -1.5696546
  1.315781  ]"
367,The impact is far-reaching.,The impact might be far-reaching.,"[-1.2638106   4.6407533   1.2721287  ...  0.6115872   0.03540381
  0.8264727 ]","[-1.3846196   4.179282    0.48782873 ...  0.7464929  -0.9368114
  1.5129534 ]"
368,The legacy is enduring.,The legacy could be enduring.,"[-1.7064632   2.7185817   0.36278504 ...  0.22631875 -1.47612
  0.8702094 ]","[-1.7602015   3.4555645   0.25298095 ... -0.49504933  0.32303587
  0.8042174 ]"
369,The contribution is invaluable.,The contribution might be invaluable.,"[ 1.0465415   3.3466275   0.5750474  ... -0.48085684  1.3932388
  0.353987  ]","[ 0.8960869   2.608225    0.33972383 ... -0.31964913  0.18182671
  1.1168292 ]"
370,The value is immeasurable.,The value may be immeasurable.,"[-2.3847847   4.905168    1.1363684  ... -0.02667427  0.0885554
  0.77164716]","[-1.9734148   4.4607983   1.1461804  ...  0.31471357 -1.3984933
  0.6726403 ]"
371,The meeting was productive.,The meeting might have been productive.,"[ 2.395286   -1.5465305   0.51931775 ... -1.3485132   1.2803476
  1.5947721 ]","[ 0.5291788  -1.510459    0.2767741  ...  0.54919016 -0.39914507
  1.0877421 ]"
372,The presentation was engaging.,The presentation could have been engaging.,"[-1.4305165   0.10559461  0.5865402  ... -1.819835    0.8496946
  2.0425174 ]","[-2.4866621   0.18736427 -0.03226447 ... -1.1815666   1.5504721
  2.0142698 ]"
