,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
260,The doctor performed surgery.,Surgery was performed by the doctor.,"[ 0.46114454  6.7655435   3.5672295  ... -1.5182091   1.032041
  1.5783967 ]","[ 0.38688636  4.954391    1.2300593  ... -1.0257112   1.2018394
  1.2251399 ]"
261,The nurse cared for the patients.,The patients were cared for by the nurse.,[ 3.7041507  3.5915468  1.241163  ... -1.438441   0.5244477  2.511189 ],[ 2.9852076  3.3674338  1.7400761 ... -2.0641599  0.9106257  1.8977892]
262,The therapist treated the patient.,The patient was treated by the therapist.,[ 1.5691904  6.1694317  0.7398104 ... -1.5389513  1.8813504  1.0551627],"[ 1.4616275   6.1708665   1.1415966  ... -1.2829915   2.5159247
  0.63714325]"
263,The lawyer argued the case.,The case was argued by the lawyer.,"[ 0.96388227  4.5288005   0.6174402  ... -1.7536374  -0.23092353
  3.5769503 ]","[ 1.4681873   1.866501   -0.17355335 ...  0.27018982  0.2998937
  2.2094545 ]"
264,The judge presided over the trial.,The trial was presided over by the judge.,"[ 0.12495565 -0.03636748  1.10048    ...  1.209211    0.0131883
  4.5393977 ]",[1.8547313  1.8912086  0.4471403  ... 0.7096917  0.34913024 2.0773156 ]
265,The jury considered the evidence.,The evidence was considered by the jury.,"[-1.1003044   0.7021901   1.1875612  ...  0.7402532  -0.84684134
  4.276053  ]","[-1.748312    2.7344391   2.8725142  ... -0.28218302  1.9928174
  3.9532344 ]"
266,The witness provided testimony.,Testimony was provided by the witness.,[ 0.723869   2.2943878  1.8281053 ... -0.543307   1.7498267  1.2564474],"[-0.25394455  2.7215152   0.3935399  ...  0.6830826   0.21284646
  2.0536904 ]"
267,The detective solved the crime.,The crime was solved by the detective.,"[ 4.2951274   3.398384    1.1035026  ...  0.87388134 -0.13383238
  1.607976  ]",[3.5417347  4.597593   1.9912407  ... 1.0680765  0.19347948 1.0371503 ]
268,The police officer arrested the suspect.,The suspect was arrested by the police officer.,"[ 2.8487306   7.0849543   0.67938817 ... -1.6285182  -0.25892848
  4.212897  ]","[ 1.3873825   5.494666    1.4489883  ... -1.5047339   0.12852615
  1.4546313 ]"
269,The firefighter extinguished the blaze.,The blaze was extinguished by the firefighter.,"[ 1.7837554   7.141304    2.1123188  ...  0.26634702 -0.8395478
  2.9525087 ]",[-2.451248   4.3373985  2.4451976 ... -0.20408   -3.03646    1.5319266]
270,The paramedic provided first aid.,First aid was provided by the paramedic.,"[ 3.6291473   5.5747705   0.81638324 ... -2.5701625   2.1569123
  1.6138142 ]",[ 2.6353137  5.386496   1.0132538 ... -1.8926193 -0.4007195  0.7551349]
271,The rescuer saved the lives.,The lives were saved by the rescuer.,"[ 3.2973804   7.535285    0.112299   ... -0.57948786 -0.89678174
  0.10369212]","[ 0.1324546   7.3760204   0.7318181  ...  0.02578356 -1.901655
 -2.3065083 ]"
272,The pilot navigated the plane.,The plane was navigated by the pilot.,"[ 0.12273484  4.3437266   2.272398   ... -1.2020092  -0.01559929
  2.2194412 ]",[-0.0394104  4.028445   2.1213932 ... -0.8794105 -1.126054   2.248723 ]
273,The sailor sailed the ship.,The ship was sailed by the sailor.,[1.0309507  4.6200933  4.010679   ... 0.43861666 1.4376637  0.6192951 ],[-3.113897   4.3155236  2.3795304 ...  1.3137119  0.4932132  0.7789536]
274,The captain commanded the crew.,The crew was commanded by the captain.,[-1.7157677  6.7481537  1.4656286 ... -0.5025646  3.397072   2.0027814],"[-0.3533023   4.5319214   1.1093374  ...  0.34103337  0.6410549
  1.6937478 ]"
275,The passenger boarded the train.,The train was boarded by the passenger.,"[ 2.1303728   4.500073    2.13176    ... -0.72028655  0.6503667
  4.012013  ]","[ 0.20406616  1.6819663   3.0523582  ...  0.2503468  -0.5019673
  4.0873094 ]"
276,The conductor announced the stop.,The stop was announced by the conductor.,[0.7721219  2.5046265  0.934256   ... 0.27518228 0.39666    2.7824774 ],[ 0.4290069  2.6504598  2.4641519 ... -0.3067815 -0.5025007  1.412766 ]
277,The driver drove the car.,The car was driven by the driver.,"[ 1.1012425   4.5903773  -0.11921179 ... -0.71505785  1.0025826
  4.32533   ]","[-0.9431597   3.962766    0.07285878 ...  0.30209005  0.0372093
  4.236846  ]"
278,The passenger rode the bus.,The bus was ridden by the passenger.,"[ 2.2734416e+00  1.8344575e+00  1.6391087e+00 ... -2.3086405e+00
  3.5224357e-04  2.1291533e+00]","[-0.29922828  0.4882274   2.2247152  ... -0.6541257  -0.51732206
  2.0896358 ]"
279,The cyclist rode the bicycle.,The bicycle was ridden by the cyclist.,[ 3.1151438  2.8539612 -0.9593115 ... -0.6571763 -2.9775584  2.6169198],"[ 1.419864    3.968535    0.19172442 ...  0.07873924 -0.52686656
  2.8387394 ]"
280,The runner ran the race.,The race was run by the runner.,"[ 3.1561642   0.5040959  -0.34695745 ... -0.06304717 -2.6698272
  3.952077  ]","[ 1.8513379   0.72531617 -0.02798364 ...  1.4766278  -2.6942904
  3.3339753 ]"
281,The swimmer swam the lap.,The lap was swum by the swimmer.,"[ 0.66379     0.54241204 -2.3071096  ...  0.48654976 -3.8288403
  4.3549876 ]","[-0.09663577  1.4684505  -1.4578581  ...  0.94154227 -1.0209379
  2.42597   ]"
282,The diver dove into the water.,The water was dived into by the diver.,"[-1.3305227   5.1651216  -1.1606828  ...  0.38524193 -2.5085912
  2.8840563 ]",[-1.7456363  3.6590195  0.0568645 ...  0.3313725 -1.6632427  1.493822 ]
283,The climber scaled the mountain.,The mountain was scaled by the climber.,"[ 4.5040827   3.7918375   1.9383844  ...  0.55313534 -1.0391004
  1.6260283 ]",[ 2.1638315  3.8126843  2.251242  ...  0.4280595 -0.7424417  3.0037434]
284,The hiker walked the trail.,The trail was walked by the hiker.,"[ 2.7107081  -1.0814323   1.880674   ... -0.07842219 -0.02370407
  2.8815715 ]",[ 0.9642795 -0.8430517  2.6523993 ...  0.36725    0.8292995  3.174775 ]
285,The camper pitched the tent.,The tent was pitched by the camper.,"[ 2.1464603  -0.15586524  2.5444944  ... -0.8320611  -0.12291745
  2.5869782 ]","[ 1.1040411  -0.80004597  1.8521926  ...  0.96614736 -0.95730937
  2.527205  ]"
286,The tourist visited the sights.,The sights were visited by the tourist.,"[ 2.0077064  -1.6732111   0.91193765 ... -0.8820696  -1.2342631
  4.0926986 ]","[-3.53549    -1.2500759   1.1896942  ... -0.77299714 -0.25980517
  2.429792  ]"
287,The explorer discovered the ruins.,The ruins were discovered by the explorer.,[ 1.7086945  4.4797454  1.0056777 ... -0.1015788  1.7676691  1.2602428],[-2.5133977  1.446367  -0.0768587 ...  0.717478   1.734787   2.5810025]
288,The archeologist excavated the artifacts.,The artifacts were excavated by the archeologist.,"[-0.7618569   0.84748924  0.89413387 ...  1.0604492   1.559683
  1.103725  ]","[-1.7528088   0.8951121  -1.3590603  ...  0.34954852  2.9668198
  0.6584014 ]"
289,The historian studied the documents.,The documents were studied by the historian.,"[-1.5970031   1.2774854  -0.01487522 ... -0.19850336 -0.6382398
  2.8097546 ]","[-2.6255207   2.0890646   0.3644466  ... -0.30852437  0.20676646
  2.2776232 ]"
290,The writer finished the book.,The book was finished by the writer.,"[ 0.43154812  0.19386084  2.2879286  ... -0.6814819   1.5509363
  4.4989257 ]","[-1.9251895   0.06634074  2.3429153  ... -0.47434548  1.8824689
  4.683569  ]"
291,The editor proofread the manuscript.,The manuscript was proofread by the editor.,[ 1.1041434  1.3887533  1.0635666 ... -1.7999495  1.3740579  2.626661 ],"[-0.65716004  1.5638497   0.8551195  ... -1.3706517   1.6187353
  2.3121052 ]"
292,The publisher released the book.,The book was released by the publisher.,"[-0.30663744 -1.8347231   0.6483194  ... -1.7610769   0.5441456
  2.9624083 ]","[-1.7617137  -0.4753609  -0.12309134 ... -0.95620584 -0.4314777
  2.9329295 ]"
293,The bookstore sold the book.,The book was sold by the bookstore.,"[-1.0536566  -1.5084143   1.1040982  ... -0.5236798  -0.22632426
  2.5008802 ]","[-2.3762481  -0.1162912   3.1605062  ... -0.88125134 -0.08482099
  2.3398063 ]"
294,The reader read the book.,The book was read by the reader.,"[ 1.6367303   0.05522005  0.43100056 ... -1.0524917   1.3539277
  4.017588  ]",[-2.6497946  1.6382378  1.8094049 ... -0.2079733  1.20015    4.401975 ]
295,The teacher explained the concept.,The concept was explained by the teacher.,[ 1.7899994  1.8262901  2.0839503 ... -1.7786309 -2.7099476  2.4237137],"[-0.23790103  1.4155642   1.1463952  ... -0.7394409  -2.072479
  1.6290802 ]"
296,The student understood the lesson.,The lesson was understood by the student.,"[ 0.21503128  3.497895    0.9745066  ... -1.0642575  -1.2543963
  2.3076043 ]","[-2.9246488   2.925632    1.463273   ... -0.18606953 -0.12066162
  2.0173051 ]"
297,The artist painted a masterpiece.,A masterpiece was painted by the artist.,"[-0.31108603 -0.5485502   1.0670974  ... -1.4661852  -0.31870627
  1.4229592 ]",[-4.030455   3.1264944  1.4913476 ... -0.6171255  1.7217742  1.1984675]
298,The musician played a beautiful song.,A beautiful song was played by the musician.,"[ 0.35608628  3.891415   -1.5410426  ... -1.9702545   0.38043362
  0.9921211 ]","[-0.48085335  3.2429514  -1.4652237  ... -0.91892475 -0.24482566
  0.38381937]"
299,The athlete won the competition.,The competition was won by the athlete.,"[ 4.699562    6.2670875  -0.7364953  ...  0.6379645  -0.07737041
  5.888574  ]","[ 3.3688965   3.5942612   0.8148919  ...  0.06230406 -1.8657601
  3.5669038 ]"
300,The team celebrated their victory.,Their victory was celebrated by the team.,"[ 1.95009    -0.11996993 -0.3808322  ... -1.5877858  -2.0165431
  6.291464  ]","[ 1.1375211   3.951857    0.08811015 ...  0.06288265 -2.4517896
  5.3302584 ]"
301,The chef created a delicious dish.,A delicious dish was created by the chef.,"[-0.08063246  1.5583019  -0.3186883  ... -0.882134   -1.0873486
  1.3805748 ]","[-2.2406645   0.99355656 -0.2980241  ...  0.18496615 -0.29301107
  3.1358442 ]"
302,The baker baked a sweet treat.,A sweet treat was baked by the baker.,"[-2.2418046  -0.8574311   0.17241547 ... -2.9736779  -0.39665598
  1.4994959 ]","[-1.3162864   0.33315215  1.5702844  ... -1.2034303   1.149326
  2.1530821 ]"
303,The writer wrote a compelling novel.,A compelling novel was written by the writer.,"[-0.27898496  1.5514182   1.1419871  ... -2.2913933   2.045018
  1.9751785 ]","[-3.6621246   2.4474857   1.8644981  ... -1.0252814   0.45157656
  3.004739  ]"
304,The reader enjoyed the story.,The story was enjoyed by the reader.,"[ 2.0790002  -0.7838828   0.12407744 ... -1.2369252   1.2872103
  2.6367595 ]","[-1.3554764   0.9912133   1.0512724  ...  0.0371414   0.81935394
  2.594436  ]"
305,The programmer wrote efficient code.,Efficient code was written by the programmer.,"[ 2.1678674   3.8200886  -0.62041205 ... -1.9396734   2.2476654
  1.8758215 ]","[ 0.54943526  3.493504    2.2734365  ... -0.58592075  1.4349823
  2.3316786 ]"
306,The engineer designed a complex system.,A complex system was designed by the engineer.,"[ 0.51956475  2.0994596   0.57758904 ... -1.2551304  -1.773583
  0.7734991 ]","[-0.85015327  3.608058    2.1816907  ...  0.13864456 -1.6783229
  2.143939  ]"
307,The scientist conducted extensive research.,Extensive research was conducted by the scientist.,[-0.8291361  1.1632477  1.6563789 ...  0.3164921 -1.4821225  1.3123606],"[-0.5876677  -0.14098078  1.434981   ...  0.08355433 -0.34572592
  0.97928345]"
308,The doctor diagnosed the illness.,The illness was diagnosed by the doctor.,[1.9082569  6.96361    2.2340527  ... 0.02555169 0.25341377 3.3345556 ],[ 0.5369077  4.9281387  2.6105294 ...  1.6246045 -0.6290824  1.2944512]
309,The nurse provided excellent care.,Excellent care was provided by the nurse.,"[ 3.753289    4.5374207   1.5753354  ... -0.18734086  2.2010946
  1.342182  ]",[ 2.863584   2.057176   1.0717406 ... -1.3653268  2.1193295  0.6532352]
310,The therapist helped the client.,The client was helped by the therapist.,[3.334193   7.280474   0.21625416 ... 0.1368339  3.1412344  1.8619455 ],"[ 1.4180952   4.687368    1.0781759  ... -0.70975447  1.371327
  1.5933449 ]"
311,The lawyer presented a strong case.,A strong case was presented by the lawyer.,"[-0.48090127  4.1512194   1.9279474  ... -1.6939049   1.3103231
  1.9287192 ]","[ 0.76916087  3.9705534   1.2040113  ... -0.53685516  1.2881145
  2.4453514 ]"
312,The judge delivered the verdict.,The verdict was delivered by the judge.,"[-0.21013324  5.7311816   1.63696    ...  1.1233253   1.4028686
  5.116892  ]","[-1.0920576   3.8368788   1.1590292  ...  1.8350135   0.07892901
  3.0346344 ]"
313,The jury deliberated carefully.,Careful deliberation was done by the jury.,"[-0.83393246 -1.4247469   2.6116638  ...  0.052079   -1.9822017
  6.25823   ]","[-2.0905719  -0.23689628  1.7475706  ... -0.5461485   1.7121598
  4.023289  ]"
314,The witness gave truthful testimony.,Truthful testimony was given by the witness.,"[ 0.7743564   5.4231277   1.1710856  ... -0.43250456  1.7162684
 -0.00925446]","[-1.5018765   4.4531574   1.467225   ... -0.5296088   0.37990427
  2.880459  ]"
315,The police officer investigated the crime scene.,The crime scene was investigated by the police officer.,"[ 1.8239788   2.9817984   0.77911645 ... -0.9489637  -2.3550467
  2.0965278 ]",[ 2.403748   2.1705136  1.570853  ...  0.3006916 -2.5305161  1.1161052]
316,The firefighter rescued the family from the fire.,The family was rescued from the fire by the firefighter.,"[ 0.8105424   4.249693    1.5014863  ... -0.05301066  0.12420379
  2.2821574 ]","[-1.5400106   3.3524039   1.1683106  ...  0.62837154 -0.69091654
  0.31853244]"
317,The paramedic stabilized the patient.,The patient was stabilized by the paramedic.,"[ 3.2298768   5.8662877  -0.3615733  ... -1.3938102   0.37095436
  2.9065397 ]","[ 2.0915718   5.4083548   0.35765007 ... -2.8511305   0.87238973
  1.65128   ]"
318,The rescuer saved the stranded hiker.,The stranded hiker was saved by the rescuer.,"[ 3.5996077   6.7968388   0.2514878  ... -0.44762018  1.7787337
  1.2859063 ]","[ 2.5808978   5.022803    1.5475124  ... -0.18793851  0.7518309
 -1.8656389 ]"
319,The pilot landed the airplane safely.,The airplane was landed safely by the pilot.,"[ 0.29212165  7.086143    2.6246722  ... -2.4602983   0.09590367
  4.419059  ]","[-0.12211153  6.657157    4.055176   ... -0.597542   -0.09105698
  3.4682703 ]"
320,The mechanic fixed the broken engine.,The broken engine was fixed by the mechanic.,"[ 2.7321506   6.950753    0.10967534 ... -2.9137743  -0.8410067
  1.8037031 ]","[ 0.8356543   6.471356    3.0095832  ... -1.2337251  -0.62277806
  0.33562726]"
321,The electrician repaired the faulty wiring.,The faulty wiring was repaired by the electrician.,"[ 5.06559     5.718293   -0.11629951 ... -2.3283732  -4.489907
  0.16499664]","[ 2.9047596   5.7471933   0.58722883 ... -0.71032035 -2.7192864
  0.7401004 ]"
322,The plumber replaced the damaged pipes.,The damaged pipes were replaced by the plumber.,"[ 3.0379906   6.6308928   0.8693839  ... -3.8891864  -1.2148498
 -0.27754894]","[ 0.671795    6.246378    1.4303627  ... -1.5435567  -2.404435
 -0.73381096]"
323,The carpenter built a sturdy fence.,A sturdy fence was built by the carpenter.,"[ 1.5300987   0.8414162   0.6631421  ... -0.92518777  3.8518386
 -0.29399398]",[-0.8467927  1.1444516  0.6493849 ... -0.6551867  1.4053026  0.7575838]
324,The painter painted the house a vibrant color.,The house was painted a vibrant color by the painter.,"[ 0.6922545  -3.1103985   3.4930377  ... -3.2139406  -4.068566
  0.02852477]","[-1.5312599  -3.3419752   1.880626   ... -2.766775   -4.0599904
  0.90605146]"
325,The gardener planted colorful flowers.,Colorful flowers were planted by the gardener.,[ 1.538729  -0.5414294  1.5408783 ... -0.9398159 -2.7566872  1.1793908],"[ 0.67172325 -1.2120476  -0.39196795 ...  0.36455694 -1.4291636
  1.1778815 ]"
326,The landscaper designed a beautiful garden.,A beautiful garden was designed by the landscaper.,"[ 0.22378933 -4.8421984  -0.58158994 ... -0.8916336  -0.10611615
  1.5455244 ]","[-0.45624375 -1.2567761  -1.7566612  ... -1.4012264   0.1583168
  2.375994  ]"
327,The farmer harvested a bountiful crop.,A bountiful crop was harvested by the farmer.,"[-1.0827842  -0.69822013  2.3969426  ... -2.3379273  -1.8769065
 -0.7517142 ]","[-1.2306377   0.43837193  0.7120734  ... -0.953861    0.09696317
  0.7468849 ]"
328,The baker prepared a delicious cake.,A delicious cake was prepared by the baker.,"[-2.1343539  -2.1249132   1.1589024  ... -2.8592985   0.03757077
  0.9605462 ]","[-1.3500558   0.5500334   0.34853062 ... -1.2104976   0.42612472
  3.283548  ]"
329,The chef cooked a sumptuous meal.,A sumptuous meal was cooked by the chef.,"[-0.70068526  1.1879967  -0.7771749  ... -2.1650145  -1.4510926
  1.3873473 ]","[-2.9291441   0.59001887  0.6805734  ... -1.0739865  -0.32546857
  1.456483  ]"
330,The server brought the food to the table.,The food was brought to the table by the server.,[-0.6767326  3.1497686  3.0790005 ... -1.2095729  2.7498436  3.0277388],"[-0.7494459   3.3229346   1.9376049  ... -0.21461782  2.631195
  2.5974743 ]"
331,The customer paid the bill.,The bill was paid by the customer.,"[ 2.7704594   3.8133876   3.3786476  ... -1.0840087   0.85031146
  2.8374863 ]","[ 1.2589372   5.165882    2.4457788  ... -0.05724616  1.13956
  1.8126274 ]"
332,The cashier counted the money.,The money was counted by the cashier.,[1.318751  3.931536  2.783838  ... 0.7562079 0.9413464 2.7893822],[-0.1960035  5.3259654  1.4991734 ...  0.2786664  0.426698   2.5396683]
333,The clerk processed the return.,The return was processed by the clerk.,"[ 0.7100317   3.0108669   2.2130337  ... -0.68055695  3.1327674
  1.9335989 ]",[-0.3737796  2.7999585  1.7310586 ... -0.8075088  2.5130484  2.066497 ]
334,The secretary scheduled the meeting.,The meeting was scheduled by the secretary.,"[ 1.1012942  -0.86572963  2.3546472  ... -0.6875294   0.5238735
  2.8343554 ]","[ 1.2038928  -1.2852536  -0.0448522  ... -0.24808106  0.15088394
  2.0658724 ]"
335,The boss approved the proposal.,The proposal was approved by the boss.,[ 3.7104728  2.5692556  0.5105389 ... -1.5746263  1.3784337  2.7057745],"[ 1.3278704   2.6249204   0.4261591  ... -0.71274173  1.6682225
  1.925838  ]"
336,The employee completed the project.,The project was completed by the employee.,"[ 3.4136772   2.1083753   1.9943241  ... -1.3830847   0.49563196
  2.3710954 ]",[ 0.7311694 -0.3531487  1.3037663 ... -1.1394813 -0.480366   1.7395247]
337,The manager reviewed the report.,The report was reviewed by the manager.,[ 2.6998298 -1.4462428  1.3324778 ... -2.343945  -1.626599   2.8538942],"[-0.88484776  0.3346779   0.50650114 ... -1.2911973   0.3531453
  2.7171652 ]"
338,The consultant provided recommendations.,Recommendations were provided by the consultant.,[ 1.0457141  1.5730164  0.9756985 ... -1.8252548  2.7921348  0.6028359],"[-1.0286862  -0.00456868  1.2867062  ... -0.7027647   1.5497239
  0.84934187]"
339,The client accepted the proposal.,The proposal was accepted by the client.,"[ 3.1185658   4.317028    0.30482894 ... -1.5199076   0.35695228
  1.80189   ]","[ 1.6067977   2.4517279   0.9256442  ... -0.97659004  0.8446454
  1.427451  ]"
340,The company launched a new product.,A new product was launched by the company.,"[-0.43647078  0.03902729  1.7429262  ... -0.25822157 -3.6006515
  1.1233062 ]","[-0.45335728  0.9261612   1.3696862  ... -0.42196697 -1.5046363
  1.544542  ]"
341,The team developed a new strategy.,A new strategy was developed by the team.,"[ 2.171696    2.188401   -0.18018745 ... -1.4202641  -1.2727152
  0.03628359]","[-0.1779591   1.4612796   0.4751739  ... -0.97430843 -0.85337424
  0.5076607 ]"
342,The investor funded the startup.,The startup was funded by the investor.,[ 2.156386   2.3723114  2.2691143 ... -1.3060623 -2.800726   3.2131634],"[ 1.2081022   2.3178136   2.4441187  ...  0.04413259 -1.1943749
  2.0171678 ]"
343,The entrepreneur launched a business.,A business was launched by the entrepreneur.,"[ 0.69340134  2.4851148   2.1389544  ... -0.578363   -1.8485762
  2.5427477 ]","[-0.9853927  -0.10245755  1.6359844  ... -0.7899152  -1.833548
  1.9151797 ]"
344,The marketer created a campaign.,A campaign was created by the marketer.,"[ 0.6680849   1.4024396   1.2350572  ... -0.9443312  -1.1301538
  0.79514486]","[ 0.32804686  1.4414167   0.59458756 ... -1.4790812  -3.4787788
  1.6821957 ]"
345,The salesperson made a sale.,A sale was made by the salesperson.,"[-0.14953303  2.5300577   3.3462088  ... -0.986977    2.7283013
  1.1371553 ]","[-0.0952637  -0.00711468  3.5644155  ... -0.39159173 -0.06075506
  0.46995026]"
346,The customer received excellent service.,Excellent service was received by the customer.,[ 2.521373   5.439284   1.4866618 ... -1.290816   3.3001564  3.1564589],"[ 2.0067222   2.2717357   1.6951547  ... -1.7831327   0.80748403
  1.1239576 ]"
347,The company offered a discount.,A discount was offered by the company.,[ 1.8750402  0.3638966  1.5781292 ... -1.4352527 -2.6048622  1.8928176],"[ 3.0620036  -1.3067231   0.79951555 ... -1.8061373  -3.2872224
  1.6144853 ]"
348,The store held a sale.,A sale was held by the store.,"[ 0.5398357  -5.9322147   3.7438765  ...  0.7721179  -0.87542886
  0.93676645]","[-0.5977687  -3.7098458   3.5589256  ...  0.43283248 -2.3236701
  1.2011768 ]"
349,The shopper bought a new dress.,A new dress was bought by the shopper.,"[ 2.331776    1.4130512   0.42354184 ... -0.8733875   0.39417174
 -0.06675066]","[-1.6211479  -0.22137672  0.95274246 ... -0.7283821  -1.3154335
 -0.25992835]"
350,The tailor altered the garment.,The garment was altered by the tailor.,"[ 1.3697987   1.8463184   0.38376847 ... -1.608017   -0.87856835
  0.79601604]","[ 0.6567364   1.6120765   1.2119253  ... -0.57274526 -0.31661347
  0.43822116]"
351,The designer created a fashion collection.,A fashion collection was created by the designer.,"[-1.0005416  -3.8243787  -0.76750535 ... -2.1213336  -0.84809625
  1.4697696 ]","[-2.2726445  -3.0089662  -0.10529274 ... -1.690409   -1.2719504
  1.1336478 ]"
352,The model showcased the clothing.,The clothing was showcased by the model.,"[-0.26020235 -2.4480388   0.65944725 ... -1.2698009  -0.9947424
  0.22369571]","[-1.0272524  -1.0938946   1.9279048  ... -0.3568063  -1.7982225
 -0.17902285]"
353,The photographer captured stunning images.,Stunning images were captured by the photographer.,"[-3.0269964  -1.0169731   0.68193907 ...  0.26142475 -1.2110842
  2.1652548 ]","[-4.4570932  -1.1381516  -0.06027539 ...  0.4581053  -2.7818785
  1.6722621 ]"
354,The editor reviewed the photos.,The photos were reviewed by the editor.,"[ 0.4903613   0.17025614  0.870879   ... -0.7253694  -0.19009416
  2.6946201 ]","[-2.9105058  -0.43358162  0.09390195 ...  0.16153398 -1.6094204
  2.9847474 ]"
355,The magazine published the photos.,The photos were published by the magazine.,"[-1.9847121  -1.1268641   0.60605913 ... -1.2758908  -2.2658904
  2.4102604 ]","[-4.046569   -1.3254822  -0.09779012 ... -0.21202224 -3.7249212
  2.6387715 ]"
356,The reader admired the photographs.,The photographs were admired by the reader.,"[ 0.36208215  0.49429885 -0.17229553 ... -1.2467849  -0.56746674
  1.9672571 ]","[-3.9280982   0.6519515   0.31998572 ... -0.25588164 -0.03122786
  2.4379013 ]"
357,The artist framed the picture.,The picture was framed by the artist.,"[-0.02782079  0.5572155   0.31009772 ... -0.08240228 -0.10190666
  2.0815432 ]","[-1.8808281  -1.5838282   0.3817438  ...  0.93770903 -0.4221798
  1.1088032 ]"
358,The curator hung the painting.,The painting was hung by the curator.,"[ 0.04643174 -0.5890972   0.37214693 ...  0.8379385   1.0239065
 -0.13788216]","[-1.5886291  -0.00874532  1.3276947  ...  0.5809736   0.17304441
  1.2174611 ]"
359,The museum displayed the artwork.,The artwork was displayed by the museum.,"[-1.2275423  -1.3749079   1.0938548  ... -1.2464811   0.11033643
  1.5743251 ]",[-2.1159596 -2.94763    0.9242012 ... -1.1854129 -1.3043344  1.2804879]
360,The visitor viewed the exhibition.,The exhibition was viewed by the visitor.,"[-0.10969523 -2.5583546   1.0828595  ... -1.4809813  -1.4163975
  2.3005583 ]",[-2.8059251 -2.4570098  1.1084619 ... -1.015949  -1.5172056  2.3771324]
361,The critic reviewed the art.,The art was reviewed by the critic.,"[ 1.9146787   0.08467845 -0.16193457 ...  0.27936354  0.0134594
  2.0964425 ]","[-0.02587414  1.1247778   0.43937153 ... -1.2621691   1.2270534
  3.1411605 ]"
362,The collector purchased the painting.,The painting was purchased by the collector.,"[ 0.81950283  3.0119019   1.0194019  ... -0.54495364  0.42158747
  1.8393832 ]","[-2.6735668   1.3360074   0.39153537 ... -0.29742688  0.7157018
  1.3441898 ]"
363,The musician performed a concerto.,A concerto was performed by the musician.,"[-0.14909421  1.5242012  -1.3251674  ... -2.9871898  -1.0546769
  3.0902658 ]","[-0.51163554  0.8953726   0.9377022  ... -2.3134742  -0.3978273
  3.8390567 ]"
364,The conductor led the orchestra.,The orchestra was led by the conductor.,"[ 1.6154728   2.6455555   1.046328   ... -0.30377328  0.9814916
  1.0009207 ]","[ 0.34423852  2.438241    0.6493646  ... -0.1722126  -0.31502604
  1.2894849 ]"
365,The audience applauded enthusiastically.,Enthusiastic applause was given by the audience.,"[-0.37113193  3.5893745  -0.76189554 ... -0.6468889   1.7425991
  3.2807267 ]","[-2.448992    1.3555512  -0.05562324 ...  0.73520285  1.9416199
  3.0529342 ]"
366,The critic reviewed the performance.,The performance was reviewed by the critic.,"[ 1.8575764   0.5375553  -0.8949912  ...  0.45495948 -0.3463492
  1.4334766 ]","[ 1.0738883   1.5274576  -0.48884022 ... -0.5295946  -1.8174019
  2.7488759 ]"
367,The composer wrote a symphony.,A symphony was written by the composer.,"[ 0.82762617  3.0053546   2.4506726  ... -5.0696673   0.85836536
  0.6764738 ]","[-0.30800983  3.1791327   1.2636181  ... -2.5584197   0.40042436
  1.6809771 ]"
368,The singer recorded a new album.,A new album was recorded by the singer.,"[-1.3866442  -0.03549664 -0.20859317 ... -1.3646928   1.2655313
  1.5651184 ]","[-2.6603708  -0.5992003   0.36429328 ... -1.4316372   0.29779997
  1.4868418 ]"
369,The songwriter penned a hit song.,A hit song was penned by the songwriter.,"[ 0.02700291  0.22219841 -0.6026332  ... -1.7596785   1.0433997
  1.7656918 ]",[-1.1539645  2.6057067 -0.7961004 ... -1.1407924  1.376281   1.2436936]
370,The producer mixed the tracks.,The tracks were mixed by the producer.,"[-0.5503216   2.6677902   0.5833395  ... -0.13542686  0.7847441
  1.9682461 ]","[-0.15789956  0.14376098  0.20757367 ...  0.08562846 -0.42224786
  1.7464684 ]"
371,The engineer mastered the audio.,The audio was mastered by the engineer.,"[ 1.571878    5.3387065   0.41135776 ... -0.38946462  0.4213089
  2.4062603 ]","[-1.9138963   4.3395677   1.0340651  ...  1.1355863   0.91512626
  1.5781668 ]"
372,The technician repaired the sound equipment.,The sound equipment was repaired by the technician.,"[ 1.4932355   5.6349096   0.2861628  ... -0.16589396 -1.7002447
  1.6254647 ]","[ 0.24514192  4.668901    2.6355467  ...  0.10611926 -0.96078694
  1.7538015 ]"
373,The band played a sold-out show.,A sold-out show was played by the band.,"[-0.41753334 -3.3517513  -1.3282735  ...  0.05119056 -2.4590275
  2.2779415 ]",[-1.5227238 -2.0380695  0.7618576 ... -0.2667666 -2.5633652  3.0850265]
374,The roadie set up the stage.,The stage was set up by the roadie.,"[ 4.8194942  -1.413628    1.9488802  ...  0.94391465 -0.7755447
  0.25575238]","[ 0.6062316  -2.5742188   0.32212448 ...  2.314098   -1.7794886
  0.5598075 ]"
375,The promoter organized the concert.,The concert was organized by the promoter.,"[ 1.6814255  -0.95447034  2.0724978  ... -1.1168393  -1.4921608
  3.3478339 ]","[ 1.2051084  -0.87215966  0.77779496 ... -0.9120709  -3.5938258
  1.7068876 ]"
