,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
207,The kayaker paddles rhythmically,It may be a successful project.,[ 1.5667771  1.1999649 -0.4476504 ... -1.8990383 -0.7460025  2.0492415],[-2.1522992  0.5223913 -0.5641408 ... -1.3964621 -1.1480315  2.3916988]
208,The lakes reflected the sky.,The promising startup was funded by the investor.,"[-0.18483813 -2.4949849   0.8258655  ...  0.42493907 -4.0817637
  2.3263485 ]","[ 0.9632897   3.2731586   2.7763956  ...  0.11026948 -0.44389662
  1.720118  ]"
209,Their strategy was effectively implemented by the team.,The impact was significant.,"[ 0.42528653  3.801457    0.7212925  ... -0.47230706 -0.8747995
  1.2479306 ]","[-0.4460349   5.275222    1.1604131  ...  0.40686402 -0.84119684
  0.43256012]"
210,The vivid scene was eloquently described by the writer.,The system was efficient.,[-1.8861661 -0.5298534  0.653788  ... -1.2758228 -1.7765661  1.4738096],[ 2.1449692  4.269966   1.97315   ... -0.4719278 -1.8536431  2.0614736]
211,I jumped high,The architecture was stunning.,"[-0.6082391   1.9793333   0.24300086 ... -2.1601646  -1.2280706
  4.933682  ]",[-2.4470341 -2.3232496  1.2456882 ... -0.888217  -1.1079032  2.5451596]
212,He read 3 novels.,The tablet is on the sofa,"[-1.3317657   0.1275416   0.75681514 ... -0.48713407  1.2276703
  3.7606018 ]","[-0.07546186  1.357242    1.5863482  ... -1.0976893   1.8382043
  1.6609663 ]"
213, The kite flew near the clouds.,The dog can fetch the ball.,"[ 3.6344583   3.5465279   2.900687   ...  0.45519236 -0.92547864
  1.7470503 ]","[ 3.6707542   8.97408    -0.61437756 ... -0.6094206   0.33464745
  3.017101  ]"
214,The aim was realized.,The repercussions were dire.,"[ 0.81790495  4.31207     1.4395621  ... -1.4929919  -0.16749254
  0.02329993]","[-1.7075068   4.1199846   0.74801147 ...  0.7477583   0.10989185
  2.1308026 ]"
215, Many houses are situated on this street.,The painting was beautiful.,"[-2.0524402  -4.4769096   2.9462585  ...  0.12844236 -2.5421865
  1.8128229 ]","[-2.1309094   0.23582172  1.9391384  ... -1.173193   -1.2317463
  2.3325176 ]"
216,The owls hunt at night,The selection was appropriate.,"[ 0.05500056 -0.3614621   1.3723377  ... -2.624738   -1.5491519
  1.1642414 ]",[0.79890615 0.85299414 0.5790843  ... 0.65212333 1.0086011  1.7164538 ]
217,The future remained uncertain.,There are 100 stars visible.,"[-1.5829169   0.3206368   2.5586655  ...  0.06937946  0.7812518
  1.8953741 ]",[-2.534485  -3.1482906  0.5004632 ...  1.0978155 -1.2810065  1.1864166]
218,The pilot flew the plane.,She hired talented employees.,"[-0.20189758  5.741426    0.83035046 ... -0.611177   -0.29351404
  4.149426  ]","[ 6.7622125e-01  5.2963552e+00  1.5813746e+00 ... -8.7488496e-01
 -2.8676091e-04  3.0763175e+00]"
219,He listened attentively.,The worker laid the foundation.,"[-0.16913348  4.204785    2.987455   ... -1.7576774   0.20106654
  1.9118328 ]",[ 2.045015   3.223006   2.4944668 ... -1.1045471  0.9691088  1.6022428]
220,The moon is full., The room was very spacious.,[-1.3332987 -0.0867759  3.199189  ... -2.4437714 -4.1757255  2.164472 ],"[ 0.26371774 -5.190443    1.1183934  ...  0.5262225  -0.7182123
  2.1364129 ]"
221,The employee completed the report.,The jellyfish drifted passively,"[ 2.7154522   1.8700174   1.7571357  ... -1.7831031   0.33973363
  2.2024276 ]","[ 1.3951126  -0.7689793   2.254866   ...  0.31604692 -2.187264
  0.49401757]"
222,The development was impressive.,The proficiency was demonstrated,[ 0.0472302 -1.5033804  1.0281935 ... -0.8319534 -0.8309228  1.5409312],"[ 0.55182076  1.6965307   1.0211327  ... -0.4712413  -0.80542684
  2.3042676 ]"
223,The air is fresh.,The sun shines brightly.,[ 2.8353066  3.0864463  2.135924  ... -0.3106906 -4.146624   1.3518871],"[ 0.07422283  4.3097925   1.9207191  ...  0.73929083 -4.2257357
  3.1379895 ]"
224, The location is very convenient.,The submarine dived underwater,"[ 2.083676   -3.0461817   1.0328215  ... -1.0678631  -0.32331762
  2.1547916 ]","[-1.5061238   4.4256043   2.3105292  ...  0.73058283 -2.7526798
  0.8484575 ]"
225,The water was transparent.,The experiment was successful,"[ 0.75296104  1.5017283   2.7324123  ... -0.8900151  -4.40006
  1.900903  ]",[ 2.6587303  3.7585554  1.7615576 ... -1.2834501 -2.5803387  1.6547643]
226,It may be windy.,You relapsed unexpectedly,"[-1.6950325   0.48327455  0.48410958 ... -0.8717211  -2.6298456
  1.7101053 ]","[ 0.35577992  3.5071118  -0.2887555  ... -1.6000831   0.44225943
  1.0886734 ]"
227,The tribulation was overcome,The stylist dressed the model.,"[ 1.4609745   2.1080034   0.16117945 ... -1.3724645  -2.379267
  3.2224126 ]",[ 0.7975579  0.9615522 -0.4031547 ... -2.0228302 -1.475824   1.4469428]
228,The decline was gradual.,The contribution could have been invaluable.,"[ 1.5529209  -2.5798738   0.8541047  ... -0.21703577  0.52235955
  2.7017171 ]","[ 0.15098895  4.4897814   0.2586594  ... -0.20408228  1.955015
  0.5345282 ]"
229,The climate was temperate.,Ambition was achieved.,"[ 1.7354289  -1.2055353   1.2166058  ... -3.0184326  -0.25967428
  1.5900275 ]","[-1.2918453   3.1689363   0.60394436 ... -0.46696314 -1.3855255
  2.5113642 ]"
230,The furniture was plush., He wrote a couple of songs.,"[ 0.14254841 -3.7176414   3.409967   ... -2.04125     2.5307746
  2.927779  ]","[-0.24913625 -1.2900065  -1.5188624  ... -1.8355225   1.6564338
  1.0366995 ]"
231,She read at least 60 books last year., I have a large number of cats.,"[-3.1195967  -0.90871435  0.5546829  ... -1.7940727  -1.0409665
  3.8619025 ]","[ 0.11582384 -1.8320861   0.93594396 ... -0.4005334  -1.5611211
  1.6723175 ]"
232,Tool was efficient.,Producers manage productions,"[ 2.5474238   2.0350754   3.206405   ... -1.6954174   2.0681257
  0.97348446]","[-0.2484279   0.8858286   0.21415016 ... -0.27099323 -0.7578201
  3.2247214 ]"
233,They smelled the flowers.,The mountains did not stand tall,"[-0.81836796  5.34116     0.31120306 ...  2.1500354  -3.0074542
  1.374451  ]",[ 1.9705957  3.5334818 -1.0057212 ...  0.3152744 -0.6577042  1.7574873]
234,The mechanic worked diligently.,The bed is soft.,"[ 0.78879726  1.3139095   1.2989662  ... -0.9242916  -0.29944435
  2.811517  ]","[ 3.002821    2.0194273   2.4693642  ... -0.7712039  -0.25156814
  3.7636323 ]"
235,She ran swiftly, The masterpiece is truly iconic.,"[ 1.4398428   2.418238   -0.33631876 ... -1.0254506  -0.0737435
  3.3880837 ]","[-2.9501164   3.1178818  -0.23941557 ... -1.096055    1.2796931
  1.5117965 ]"
236,The item was returned by the customer.,It grows steadily,"[-1.9159195   5.3341174   2.0951495  ... -0.67570424  2.635151
  2.3488567 ]","[ 2.2765052   1.8784348   1.2647163  ... -0.24016814 -0.6073261
  1.577147  ]"
237,The satellites orbited the Earth.,The skill was outstanding.,"[-0.7392402   1.9961374   2.5663702  ...  0.05548865 -5.9914865
  3.3431132 ]","[ 0.5534072   3.9921813   0.31910557 ... -1.4010534   1.1672367
  2.2355676 ]"
238,The files were organized by the clerk.,The gecko might have eaten a moth.,"[ 0.7284906  -1.528612    0.7640676  ... -0.05579799 -0.2500879
  1.4775908 ]",[-0.3628999  1.9787962  3.0120482 ... -0.5045257 -2.2883348  2.9986377]
239,The deer stands in the meadow,The portrait was painted by the artist.,"[ 0.22516313 -0.7219175  -1.4131556  ... -0.9274563   0.09108516
  1.9727453 ]","[-3.841254    0.35613316  0.7112235  ... -1.470304    3.0321622
  3.2456205 ]"
240,She played expressively,The money was counted by the cashier.,"[-0.2784782   2.6712987  -0.02272196 ... -2.1258593  -1.9102706
  4.403088  ]",[-0.1960035  5.3259654  1.4991734 ...  0.2786664  0.426698   2.5396683]
241, The threat is extremely serious.,The verdict was carefully deliberated by the jury.,"[-1.1599569   7.450372    2.7621186  ... -0.96158934 -2.5969632
  2.3103836 ]","[-2.4286456   1.5081477   2.1348462  ...  0.9575869  -0.70151675
  4.562325  ]"
242,The step was taken.,The grass did not grow lush and green.,[1.8830973  2.040838   1.9096038  ... 0.17745999 0.83391416 1.450809  ],"[ 2.0296383  -0.18749735  2.71       ... -1.0844524  -4.1108418
  4.128576  ]"
243,They may not agree., She's read a considerable number of books this year.,"[-1.8748786   3.6126037  -0.5912165  ... -0.10099454 -4.672036
  3.828788  ]","[-2.212689   -2.6767728   1.3753835  ... -1.6106651  -0.75980717
  2.9354582 ]"
244,The solution was effective, The team is remarkably efficient.,"[ 1.9538679   5.745117   -0.22804037 ... -0.09219623 -1.2333442
  0.79721934]","[ 2.1256096   0.81195575  1.1764845  ... -2.213197   -2.7557905
  3.4570274 ]"
245,The prices were fair., The game is very challenging.,[ 1.3756205  1.7349195  1.4857852 ... -1.7841927 -2.6410432  2.5200257],"[ 0.665316    0.6845413  -0.3915448  ... -0.5200885   0.67101496
  3.4490864 ]"
246,The farmers grew the crops.,The team scored 5 goals.,"[-0.7406216   4.016112    0.98748225 ... -0.5554145  -1.6608263
  1.5612715 ]","[ 2.1822724  -0.31728917 -1.1446592  ... -3.2336085  -3.132557
  4.7235665 ]"
247,She took photographs of the scenery., The team scored many goals.,"[-2.5267513   0.35873413  1.8640287  ...  0.20815921 -1.1168702
  1.7006937 ]",[ 2.1244922  1.375748  -0.5513472 ... -3.659395  -3.6315594  5.825854 ]
248,They may need assistance.,The snake is near the grass.,"[-0.64886975  4.6175175   0.80718267 ...  0.53374314 -1.8327029
  2.221561  ]","[ 1.2520684   4.003635    3.0377862  ... -0.20276369 -1.4725012
  4.2032614 ]"
249, They could have already left.,I ate nearly 20 slices of bread.,"[-0.6322419   5.8403735   0.5471172  ...  0.26472428  0.31959674
  1.5784999 ]","[-3.5188446  -0.26469743  2.008923   ... -1.1916417   0.37390798
  2.4789646 ]"
250,The book is overdue.,The agreement was mutually beneficial.,"[-2.686668    0.7527192   2.0529144  ...  0.38909066  1.2825073
  3.2119656 ]",[ 3.7054033  3.6152945  1.2137932 ... -2.7015522  2.2412903  1.40828  ]
251, The concert drew a massive crowd.,The difficulty was conquered.,"[-0.95036083 -2.2856      0.1143493  ... -0.26904652 -1.7011312
  2.8448637 ]",[ 1.047929   3.2261186  1.3435622 ... -0.5654661 -0.6021772  2.483221 ]
252,The flavor was intense.,The danger was imminent.,[-2.2820916  2.0815074  2.5551891 ...  1.0856168 -1.7736422  0.9888625],[-1.2227587  4.601064   1.4081943 ...  0.3697014 -0.4001902  2.3771849]
253,The community supported the victims.,The impact was far-reaching.,"[ 3.1918554   3.3469055   0.5229477  ... -0.26953712 -2.4629047
  2.7028227 ]",[-1.2262886  4.3600316  0.6895128 ...  0.5234955  0.2088875  0.7054617]
254,The eagles soared high above the mountains.,The strategy was effective.,"[ 0.25123546  1.4246745   1.4949033  ... -1.4759009  -1.698107
  3.2234595 ]",[ 1.4912497  4.0750895  1.3554947 ... -1.1438811 -0.2825524  1.138165 ]
255,The conductor led the orchestra., The strategy is flawed.,"[ 1.6154728   2.6455555   1.046328   ... -0.30377328  0.9814916
  1.0009207 ]","[ 0.556953    2.9755237   1.2099123  ... -0.5047665   0.67318404
  1.7556276 ]"
256,The dinner was delicious.,She may visit her aunt tomorrow.,"[ 0.09352587 -0.19646397  1.4766444  ...  0.87448615 -0.2842664
  0.85929585]","[ 1.2806729   3.0268605   4.365603   ... -0.35594624 -3.7426915
  2.1920304 ]"
257, He read a substantial part of the book.,Polar bears swam in water,"[-2.371617    0.7064538  -0.49029553 ... -0.07247736  1.4560294
  3.1123517 ]","[-0.21617481  1.8600156  -0.5447513  ... -0.9918231  -1.7554095
  1.7658981 ]"
258,She composes elegantly, The broccoli is beside the bag.,"[ 1.2065907   1.8568207  -0.93727076 ... -2.4398148  -1.3122227
  2.5471394 ]",[ 1.1233438  3.5932982  2.8698614 ...  0.324719  -2.332561   2.072885 ]
259,A debate ensued,The organizers successfully concluded the conference.,"[ 0.24870937 -3.671457    0.07130015 ... -0.85045123 -3.175731
  6.5969424 ]","[ 1.5220568  -0.21949986  0.04576867 ...  0.1023078  -0.14468975
  3.8143692 ]"
260,The snow blanketed the ground,The plant is in the corner,"[ 0.31609043 -2.3506303  -0.40681204 ... -3.260952   -0.9606075
  0.16726272]","[-0.23998064 -0.04344225  2.2368522  ...  1.9965315  -2.3786914
  3.2311592 ]"
261,The organizers reviewed the feedback., The software is remarkably user-friendly.,"[ 1.0588342  -1.459068   -0.17070079 ... -1.0149778  -1.5820543
  2.9433415 ]","[ 2.4558666   2.955324    0.55118734 ... -2.4601662   0.7626539
  0.6287497 ]"
262, They are likely to win the game.,The impact was significant,"[ 0.89980966  4.5753684  -0.9376945  ...  1.0305504   0.79740274
  3.7529044 ]",[-0.4309856  5.150545   0.9182011 ...  0.8220642 -1.7708555  0.6225716]
263,The publisher marketed the book., The jeweler crafted many necklaces.,"[-0.48271832 -0.41579327  0.5587817  ... -1.2481774  -0.4143107
  2.8565693 ]",[-2.4068801  1.5414357  1.4222986 ... -3.0367184  1.87008    2.1047735]
264,Their portfolio was wisely diversified by the investor.,The sharks swim powerfully,"[-2.1150274   0.19149522  2.5438204  ... -0.5855763  -0.21875125
  2.896068  ]","[-0.6206159   1.8150756  -0.73415464 ... -2.0260324  -5.1026535
  2.1724052 ]"
265,They can travel to Europe.,The physician examined the patient.,[ 1.3015617  5.4460106  1.5755721 ... -1.1773071  1.2215639  3.9250088],"[ 0.73251516  4.3925643   1.6045696  ... -0.02110104  1.1770619
  1.3068562 ]"
266,They may need help with the project.,The water was transparent.,"[-0.8601376   2.857571    0.8637178  ...  0.04013139 -2.7368984
  1.6506743 ]","[ 0.75296104  1.5017283   2.7324123  ... -0.8900151  -4.40006
  1.900903  ]"
267,He read over 30 articles on the subject.,He designed the costumes.,"[-1.2163867   0.206213    0.14450425 ... -1.662616    0.44652197
  3.4296203 ]","[-1.0339233   2.7430577  -0.96674424 ... -1.4664819  -0.89791524
  1.7258934 ]"
268,The gardener planted flowers and shrubs.,The comet is near the sun,[ 0.6126906 -1.7527995  1.0106711 ... -1.6516843 -0.6915004  1.7873179],"[-3.262868    3.5555458   0.56590134 ...  0.30509427 -3.1521282
  3.0822146 ]"
269,The person is sad.,The birds did not sing their sweet songs.,[ 1.8096125  3.9416568  3.2998245 ... -1.3353784 -1.0566713  3.2592068],[ 1.098989   2.5044038 -2.5590234 ... -3.0678718 -1.5514891  1.0566847]
270,Loudly was trumpeted by the elephant., He is remarkably tall.,"[-1.36745     2.4189937   0.22385053 ...  0.70451605  0.50657684
  1.8753729 ]","[-0.35092697  5.4015045   1.7444601  ... -0.70412385 -0.9906925
  4.6579065 ]"
271,The exploration was rewarding.,The cyclist won the competition.,"[ 0.7343241   0.9851674   1.5567082  ... -1.3906963   0.58566767
  0.22115473]","[ 5.954538    4.9731297  -1.3161662  ...  0.20704794 -0.46959534
  4.3251214 ]"
272,The cruise ship is in the harbor,The proposal was denied.,"[-0.780777    0.81509876  1.904608   ... -0.07403146  0.9404072
  1.0091465 ]","[ 1.1771557   2.946273   -0.1024425  ... -0.67030436  0.55430794
  2.4095314 ]"
273, The process is very efficient.,The rain falls steadily,[ 2.5879157  3.2374313  0.9747254 ... -0.2859508 -2.2413726  2.1341827],"[ 2.219575    2.0202153   0.55452716 ... -1.0980892  -3.6138382
  1.8017389 ]"
274,The music is loud,A secret was kept,"[-1.175152    1.84485    -0.40547857 ... -0.9383563  -0.48930988
  0.6260273 ]","[ 0.68104357  5.677692    2.9718966  ...  0.39488122 -0.98851556
  0.4527899 ]"
275,I answered at least 70 questions correctly.,The artist did not skillfully craft the sculpture.,"[-2.0934026  -1.8598436  -0.22367954 ... -1.7103958  -0.70988905
  1.4977646 ]","[-0.8532953   1.9194105  -0.1256111  ... -0.74271744  0.8627628
  2.4609048 ]"
276,She manages skillfully.,The dancer performed a ballet.,"[ 0.5530113   4.5172377   2.3862045  ...  0.23708919 -1.683223
  2.759196  ]","[-0.4920505  -0.35591653 -0.08866658 ... -0.60291815 -3.1623762
  4.5150084 ]"
277,The profitability was improved.,The resolution was satisfactory.,"[ 0.37137142  1.4287932   2.4194248  ... -1.5523196   0.58257604
  0.4972011 ]","[ 0.5783164   2.5013657  -0.27431637 ... -0.10949788  1.6996559
  1.589879  ]"
278,The dietician counseled the patient on diet.,The nurse cared for the patients.,"[ 2.9129903   4.204725    0.39918044 ... -0.2115466   0.24640429
  1.5091581 ]",[ 3.7041507  3.5915468  1.241163  ... -1.438441   0.5244477  2.511189 ]
279,He spent over 50 hours working on the project.,He celebrated the success.,"[-0.9163203  -0.9811414  -0.42277434 ...  0.05284138  1.3640856
  1.6799799 ]","[-1.1682743   4.6105924  -1.3304994  ... -0.66497755 -0.6163994
  4.9664617 ]"
280,Fairly and impartially was ruled by the judge.,You simplified considerably,"[-1.5198562   3.1149023   0.04419184 ...  0.83101785  1.7475224
  2.3445036 ]","[-0.05067092  1.4236208  -0.01912231 ... -0.11492116 -0.4203352
  2.5749514 ]"
281,The inventor patented their invention.,The cloud drifts over the mountain,"[ 3.4973571   5.18213    -0.75426126 ... -1.825644    0.5109954
  0.74640054]","[ 1.3032175   0.1222214   2.247091   ...  1.0847565  -1.2272317
 -0.03009577]"
282, The animals are incredibly playful.,The advice was sound.,"[-0.09892702  1.2207662   1.1429434  ... -3.0732458  -1.2194552
  2.4248245 ]",[-1.3142154  4.3777566  1.1947432 ... -1.1925747  2.3383577  1.9218677]
283,The world was changing.,The skier reached the summit.,"[-1.7072891   1.2295402   2.3937886  ...  0.32461044 -0.80701655
  1.6488892 ]",[ 1.8123649  4.3047442  1.0484899 ... -1.1369141  0.6631175  4.877167 ]
284,The rat gnawed on the cheese., She hopes to feel better tomorrow.,"[ 3.4568477   2.754903    2.352064   ... -1.5441986  -0.78281474
 -0.4059513 ]","[ 0.89409035  7.97915     2.1333067  ... -0.14357054  0.6983655
  2.6697164 ]"
285,The leak was fixed by the plumber.,The bakers crafted delectable pastries.,"[ 1.1360413   4.7452855   2.5178726  ...  0.12545207 -3.8989456
  0.2814357 ]","[-2.8051784  -1.0727803   0.7254601  ... -1.9993572   0.01072781
  1.0704986 ]"
286,She read at least 50 books last year.,The achievement was acknowledged,[-3.0771828 -0.8785105  0.8408088 ... -1.658218  -1.0620427  3.8534281],"[ 1.061291    2.6978126  -0.37010545 ... -0.3513207  -1.1659656
  3.0100203 ]"
287,The effect was substantial., Our attendance is uncertain.,"[ 0.953282    5.4230757   1.0478294  ...  0.05946939 -0.7981955
  0.3322882 ]","[-0.995952   -2.163451    0.18484128 ... -1.4792043  -3.4353433
  3.3038223 ]"
288,He drove carefully.,She may need glasses.,"[ 0.43434948  4.895978    0.8877497  ... -2.1338344   3.0876865
  4.028849  ]","[-1.4296542   6.4176316   3.611061   ... -0.78992873 -2.869763
  2.5390158 ]"
289,The bird flew in the sky., The education is very valuable.,[ 1.2092594  4.1542077  2.0159924 ... -1.0740551 -0.5936265  2.7904394],[-0.8713915  4.919948   3.0956147 ... -1.9820274 -1.6372577  0.7077361]
290, We anticipate a late arrival home.,The engineers designed the machinery.,"[-1.2962735  -2.1475275  -0.11763512 ... -1.9400005  -0.31579965
  2.8101337 ]","[-0.6874425   4.089388    0.32899264 ... -1.7484223  -2.4514692
  1.832036  ]"
291, The jeweler crafted many necklaces.,The teacher graded the exams fairly.,[-2.4068801  1.5414357  1.4222986 ... -3.0367184  1.87008    2.1047735],[ 1.1191095  2.786599   2.003979  ... -2.8878407 -0.9007577  2.2302969]
292,The train did not arrive on time, Countless stars were visible.,"[ 0.6336785   0.20681651  0.24818507 ... -0.35984325 -4.103495
  3.500637  ]","[-2.1822684   0.13823871  1.5045086  ...  1.2849766  -1.0286329
 -0.42044964]"
293, I ate an enormous amount of soup.,The train is on the tracks,[-2.2067747  2.044608   2.2733088 ... -2.2058396  0.7209884  2.4478214],[-1.5104084  0.7936732  2.7550545 ...  0.594684  -4.1233473  1.0107678]
294,The concept is abstract.,The speech was inspiring.,"[-0.02209034 -0.2968871   1.5558994  ... -0.26142097 -1.510774
  2.023973  ]",[-1.5287958  5.2214346  1.0972741 ... -1.0412313  1.2317705  1.5013707]
295,The planet is in the solar system,He navigated through turbulence.,"[-3.9824193   1.1596202   1.205658   ...  0.9605428  -0.58953637
  2.847786  ]",[-1.6631883  3.518358   0.9871544 ... -0.6706334  0.0820545  1.3334898]
296,The person might be nervous., The jewelry is on the dresser.,"[ 1.3386817   4.5678535   2.2680194  ... -0.05930315 -1.3696418
  3.3455245 ]","[-1.0499676   0.03916213  0.29369253 ... -1.2103884   2.4189394
  1.5021044 ]"
297,A chef prepared a meal,The report was reviewed by the manager.,[-1.8842709  0.7742467  1.523518  ... -0.8607322 -3.2873733  1.1030462],"[-0.88484776  0.3346779   0.50650114 ... -1.2911973   0.3531453
  2.7171652 ]"
298,The world leader advocated for global cooperation.,The trees did not sway gently,"[-0.93552804  7.7798038  -0.13468114 ... -1.7432368   2.3939543
  1.6571524 ]",[ 1.0764011  1.2416487 -2.5648565 ... -1.1533475 -1.2888116  2.3046243]
299,The fox hunted in the forest,Grass is green.,[ 1.586351   1.1429287 -1.4469714 ... -1.2942343  1.0570284  1.8116755],[ 1.3932993  2.341643   4.34645   ... -1.2355301 -5.004313   3.5301826]
300, The rhinoceros is near the mud.,The soup did not feel warm.,"[-2.1448572   2.8562684   0.4519027  ...  0.17146511  0.28005892
  2.925652  ]","[ 0.13676982  1.1848774   0.63585174 ... -0.06219927 -2.220136
  3.6763628 ]"
301,Green building techniques were incorporated by the architect.,The impact was far-reaching.,"[-0.80476475 -1.2502304  -0.7075678  ...  0.05012118 -0.53621894
 -0.28405413]",[-1.2262886  4.3600316  0.6895128 ...  0.5234955  0.2088875  0.7054617]
302, They might be late.,The clouds drifted lazily,"[-1.5524493   2.8441622   0.91720784 ... -0.24184367 -2.0089912
  1.7759769 ]","[ 3.4623132  -3.0611608  -2.1846304  ...  0.08939761 -2.5639024
  0.7531651 ]"
303,The barista skillfully poured the latte art.,Valuable feedback was provided by the attendees.,"[-1.2615346   2.1592307   3.8357592  ... -2.2886405  -0.25585943
  4.801002  ]","[-1.2076056   0.10140936  0.97056895 ... -0.59902245  0.27867544
  0.5341149 ]"
304,The observatory studies the universe, He is fluent in French.,[-1.4062992 -1.1676682  2.5423005 ... -0.6817512 -3.7618253  1.7054583],[0.07238252 5.8647227  1.6317247  ... 0.9149489  0.07249984 4.494058  ]
305,The scientist carefully conducted the research.,The forest is dense,"[-0.93090206  2.5385807   2.0408065  ...  0.7320987  -1.321251
  1.7746661 ]","[ 0.26291636 -1.020744    1.1562872  ... -1.5606668  -0.8901496
  1.741081  ]"
306,The sun is behind a cloud.,Fairly and impartially was ruled by the judge.,[-1.1718436  1.5690079  3.6273286 ...  1.6454364 -5.230594   1.7413275],"[-1.5198562   3.1149023   0.04419184 ...  0.83101785  1.7475224
  2.3445036 ]"
307,The arctic foxes hunted lemmings,The business is thriving.,"[ 1.4316579   0.98185444  0.73553646 ... -2.5107543  -0.16940835
  0.6983263 ]","[ 0.58622104 -0.892385    2.8733706  ... -2.0341008  -1.767731
  2.5259993 ]"
308,The agent negotiated contracts.,The teacher graded the papers meticulously.,"[ 2.7449076   4.2399483   2.0149102  ... -1.4075339  -0.14569238
  2.8105936 ]","[ 0.9626113   1.5104159   2.7715967  ... -2.5930426  -0.76389205
  2.0487404 ]"
309,The composer structures complex pieces,The canoe is on the riverbank,"[ 1.6499974   0.22029534  2.3506343  ... -2.0145307  -0.08643647
  0.55601156]","[-1.9892352   1.2064742  -1.0662533  ... -0.5738391  -0.16596638
  2.258449  ]"
310, The cat might jump on the counter.,The team strategically planned their approach.,[ 4.391303   3.9815073  1.7930403 ... -0.4588748 -1.1358044  4.3373594],"[ 0.61044294  0.48005876  1.5913938  ... -1.477474   -2.269634
  2.6882193 ]"
311,The cheese may be sharp.,The art is beautiful.,"[-0.06107141  2.9395683   4.6727853  ...  0.1469402  -4.162309
  0.8786945 ]",[-0.8765055  1.8779701  1.59852   ... -1.3518032 -1.1938171  3.1473722]
312,They may need help.,The verdict was guilty.,"[-0.82839966  5.3893175   1.2175288  ...  0.4414339  -2.293596
  1.991795  ]","[-2.1191773   4.1464605   0.66302264 ...  0.7424452   0.69749624
  2.9840937 ]"
313,The detective solved the case.,The effectiveness is high.,[4.324456   3.1891015  1.1263508  ... 1.2586571  0.12218901 2.1232111 ],"[ 1.2915106   4.8919964   2.096617   ... -1.1553673   0.3244683
  0.07497218]"
314,We may need to hire an extra staff member.,She read at least 110 books last year.,"[ 0.49850455  2.2896852   0.48045936 ... -1.2573199  -2.4549258
  2.2422473 ]","[-2.4516876  -1.4778357   0.60304093 ... -1.6386782  -1.2113112
  3.9062717 ]"
315,He wrote two poems.,The feedback was helpful.,"[-1.1366812   1.759486    0.11526618 ... -2.2163022   0.7093481
  1.9162407 ]","[ 0.47040638  4.3794236   1.3754269  ... -1.2469561   0.97766876
  0.23355904]"
316,The film is suspenseful., The cheese is on the pizza.,"[-1.6100591   0.41865215  1.1412264  ...  1.0493737  -0.9455237
  3.2144315 ]","[ 0.381536    2.7078736   4.8755026  ...  0.17077777 -1.2083294
  0.97260636]"
317,The planets aligned perfectly in the solar system, The flowers are beside the vase.,"[-1.8334227  -3.179039    1.1455349  ...  0.52774024 -0.0340791
  1.3284954 ]",[ 4.2582884  2.5987613  1.0351502 ...  1.1139023 -1.4980918  1.7907917]
318,The cat sat on the mat,The ordinance was signed by the mayor.,"[ 4.277947    1.7252339   1.2556672  ... -0.24437411 -3.2659683
  3.7708728 ]","[ 0.89367944  1.9589005   0.8551497  ... -2.0548797  -0.9826703
  2.1226487 ]"
319,The team strategically implemented their winning strategy.,The projects were completed by the workers.,"[ 0.8841274   1.6646092   0.37849152 ... -1.7572812  -1.3768969
  2.7675602 ]","[ 0.68964237 -0.7836503   1.7957375  ... -0.89648914 -0.46312922
  1.9160917 ]"
320,The merchandise was prominently displayed by the retailer.,The seamstress carefully hemmed the dress.,"[-2.330381   -1.3474845   0.7079954  ...  0.48133224 -0.13706891
  0.40604174]","[ 4.2638526e+00  1.2123393e+00  1.8722863e+00 ...  2.3177564e-03
 -1.1292555e+00 -4.0240496e-01]"
321,He built four birdhouses.,The future was uncertain.,[ 0.7032945  0.425315   1.5385457 ... -2.7449992  1.3451763  1.4126722],"[-1.6278667   0.4760661   2.29419    ... -0.46621665 -0.18218881
  1.8139508 ]"
322, I have some pets.,The cheese may be sharp.,"[ 0.16230047  0.02148228  0.45656577 ... -0.58706397 -0.8290305
  2.5997312 ]","[-0.06107141  2.9395683   4.6727853  ...  0.1469402  -4.162309
  0.8786945 ]"
323, The equality is very ensured.,The travelers did not extensively explore the region.,"[-1.6510884e-03  1.9741659e+00  6.0073805e-01 ... -2.3907249e+00
  2.2450392e+00  3.9652460e+00]","[ 2.0260782  -0.9084847  -0.02057084 ...  1.3818148   1.6304135
  1.7362446 ]"
324,The hot springs did not provide warmth., The environment is hostile.,"[ 1.6258831   3.2690032   0.58889985 ... -0.52915215  1.5266106
  3.6129472 ]","[ 0.9263442   3.9390113   3.5620868  ... -0.73975295 -1.6301512
  1.386359  ]"
325,The illness was diagnosed by the doctor.,The painter painted the walls.,[ 0.5369077  4.9281387  2.6105294 ...  1.6246045 -0.6290824  1.2944512],[ 2.5861738 -2.5244355  1.6698707 ... -1.4412279 -1.8625835 -0.7469859]
326,The stock market did not rise significantly.,The family celebrated a special occasion.,"[ 1.332015   -0.26457494  0.48680982 ... -0.9948005   0.4171631
  2.5766864 ]",[ 0.5538858 -4.326599  -0.6112103 ... -1.1396371 -1.8392398  4.2139573]
