,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
243,The email was professional.,The email was not professional.,"[ 0.49763593  5.073461    3.3274894  ... -1.9883114   0.31593025
  1.0885373 ]","[-0.21499777  6.6120453   3.4812357  ... -1.5957333   0.113139
  1.1625174 ]"
244,The report was informative.,The report was not informative.,"[-0.56791276  0.04103909  1.4225851  ... -2.4553566   0.48348245
  1.7793602 ]","[-0.77619785  0.43602118  1.681168   ... -2.4223497   0.7532115
  1.765647  ]"
245,The presentation was engaging.,The presentation was not engaging.,"[-1.4305165   0.10559461  0.5865402  ... -1.819835    0.8496946
  2.0425174 ]","[-1.2994021   0.21893735  0.1637417  ... -1.9821773   1.3986305
  1.8426243 ]"
246,The speech was inspiring.,The speech was not inspiring.,[-1.5287958  5.2214346  1.0972741 ... -1.0412313  1.2317705  1.5013707],[-1.085796   4.1269994  0.5644793 ... -1.2559696  1.9465967  1.1461924]
247,The lecture was stimulating.,The lecture was not stimulating.,"[-1.7557663   0.67521846  0.01301565 ... -1.7031908   1.5036962
  2.16618   ]",[-1.0955687  0.5874069 -0.4938564 ... -1.703002   1.974433   1.9974327]
248,The class was interesting.,The class was not interesting.,[-0.6951309 -1.9993032  2.0035496 ... -0.6226263 -1.412728   3.6143215],"[ 0.06191133 -1.7020746   1.2840898  ... -0.4117912  -0.3897989
  2.753052  ]"
249,The student understood the concept.,The student did not understand the concept.,[ 0.4652363  3.6655     1.6089875 ... -1.2145442 -1.6396407  2.2171583],"[ 0.58464706  4.0588155   0.79841155 ... -1.053534   -1.7422619
  3.105231  ]"
250,The teacher explained clearly.,The teacher did not explain clearly.,[ 2.4066644  3.21149    3.4314513 ... -2.4445567 -1.6477516  2.2190917],[ 2.0749207  3.5730233  1.7868245 ... -1.6257389 -2.0212235  3.2548566]
251,The lesson was beneficial.,The lesson was not beneficial.,"[-0.35418913  1.8185661   0.464657   ... -0.83219564  0.06379261
  2.1848526 ]","[-0.97697186  1.7451267   0.15334773 ... -1.0551661   0.6384354
  2.6055624 ]"
252,The assignment was challenging.,The assignment was not challenging.,[-1.705486  -0.5069133  0.9439359 ... -0.5091124 -3.2730317  1.9809492],"[ 0.49723724  0.54969496  0.68486184 ... -0.8152518  -1.6850215
  1.5343089 ]"
253,The project was successful.,The project was not successful.,"[ 1.8300015   1.7283661   0.78989935 ... -0.8646453  -0.9110368
  1.6888425 ]","[ 1.0679433   1.921719    0.75404066 ... -0.18832529 -1.2231098
  1.7481865 ]"
254,The experiment worked.,The experiment did not work.,[ 2.420886   4.638105   2.5699997 ... -1.7329711 -1.5345562  1.516482 ],"[ 3.8044555   4.0355177   0.14228682 ... -1.3337831  -2.273252
  3.0140398 ]"
255,The hypothesis was correct.,The hypothesis was incorrect.,[2.097403   3.776345   0.9940256  ... 0.73499095 1.1414242  1.8299392 ],[2.0474772  3.2763774  1.2902752  ... 0.41798958 0.02994336 2.171241  ]
256,The results were significant.,The results were not significant.,"[ 2.2242959   2.607696    0.34444383 ... -1.099659    1.2064824
  2.830216  ]","[ 2.1836138   2.1073039   0.28751996 ... -1.413206    0.3509436
  2.8476985 ]"
257,The conclusion was valid.,The conclusion was not valid.,"[ 1.1535828   0.9102356  -0.5186717  ... -0.67594755  1.5960137
  3.0181186 ]","[ 0.94852924  1.1550944  -0.47195244 ... -0.5024395   1.3294004
  3.775155  ]"
258,The theory was sound.,The theory was not sound.,"[-0.36129192  3.7230694   1.9864547  ... -0.5052994  -1.2249693
  2.0201802 ]","[ 0.01549615  3.4921377   2.022298   ... -0.58074635 -0.41098174
  3.028164  ]"
259,The argument was logical.,The argument was not logical.,"[ 1.9033257   2.004138    2.2031302  ... -1.3996794   0.44051725
  2.4017088 ]","[ 1.6545467   2.178315    2.22693    ... -1.3843695   0.72595835
  2.6304023 ]"
260,The reasoning was coherent.,The reasoning was not coherent.,[ 2.0336423  2.055443   1.0812988 ... -0.7126168  1.050555   2.5079055],[ 1.0473475  2.2464006  1.3725405 ... -1.0168614  0.9545269  3.0054276]
261,The evidence was compelling.,The evidence was not compelling.,[ 1.051398   4.236231   1.3184032 ... -0.6246096  2.3402781  4.289417 ],"[ 0.8856082   4.5384917   1.877277   ... -0.54376024  2.6634462
  4.6248913 ]"
262,The proof was irrefutable.,The proof was refutable.,"[ 1.1704687   4.9030356   0.09224449 ... -0.0237174   1.9862344
  4.921451  ]",[0.79902905 2.5303886  0.11408029 ... 0.402311   2.2421315  4.4740644 ]
263,The facts were undeniable.,The facts were deniable.,"[-1.5217348   2.5581908  -0.1706245  ...  0.6217828  -0.06454291
  3.6377099 ]","[-1.3732375   1.9767908  -0.24937868 ...  0.14896095  0.238234
  3.2084014 ]"
264,The information was accurate.,The information was inaccurate.,"[-1.52509     2.401173    0.71691716 ... -1.8955028  -1.2568362
  2.3309207 ]",[-2.1814022  2.8414757  0.7077466 ... -1.7498296 -1.1789473  2.1991882]
265,The data was reliable.,The data was unreliable.,"[-1.1642672   2.0875351   0.23970422 ... -1.091108   -0.4786361
  2.6169624 ]","[-2.3857512   1.848316    0.43097085 ... -0.7832688  -1.199105
  2.9949508 ]"
266,The analysis was thorough.,The analysis was not thorough.,"[ 0.9922782  -0.1703138   1.4006145  ... -1.5526935  -0.18650647
  1.9489539 ]","[-0.05667933 -0.36814657  1.6264948  ... -1.3195924  -0.7548949
  1.9041919 ]"
267,The interpretation was insightful.,The interpretation was not insightful.,"[ 0.39258662  0.5923874   0.09884386 ... -1.3245951   0.7225353
  1.2600491 ]","[-0.17933021  1.3599013   0.4725627  ... -1.3936481   1.0290083
  1.2850155 ]"
268,The assessment was fair.,The assessment was not fair.,"[ 1.5527358   1.0223897   0.79877156 ... -2.2145743  -0.8946875
  1.5217957 ]","[ 0.44607475  3.0925376   0.7229063  ... -1.7555922  -1.2989951
  2.1816514 ]"
269,The judgment was just.,The judgment was not just.,"[-0.9571392   2.706147   -0.02787056 ... -1.3744998   1.9134432
  2.2473073 ]","[-2.0215394   2.182627    0.06787336 ... -1.4371096   1.1748129
  2.9476738 ]"
270,The decision was wise.,The decision was not wise.,[0.05660319 4.758694   0.44530973 ... 0.20847623 2.9847271  2.9063172 ],"[-1.2130202   4.928877    0.5570144  ... -0.14562477  2.4270859
  2.8770285 ]"
271,The choice was appropriate.,The choice was not appropriate.,[0.2451199  2.4269402  0.47406453 ... 0.17979082 1.1133412  1.1386153 ],"[-1.3192073   3.588699    1.113697   ...  0.05992535  1.3651506
  1.2604741 ]"
272,The action was effective.,The action was not effective.,"[ 2.1024308   5.8535547   0.97143507 ... -0.68812287  0.23749486
  1.8146292 ]","[ 1.6665831   6.3186393   1.0645615  ... -0.17944495  0.52957237
  1.9338988 ]"
273,The strategy was sound.,The strategy was not sound.,"[-0.56526315  3.2709365   1.8991308  ... -0.4528485  -0.32601553
  1.0791419 ]","[-0.82313186  3.3741457   1.9310479  ... -0.38638222  0.3404182
  1.4792867 ]"
274,The plan was well-executed.,The plan was not well-executed.,"[ 0.92321485  1.4190973   1.1956034  ... -1.4195215  -0.34606722
  1.3360357 ]","[ 0.3694652   1.3879904   1.3580287  ... -1.4566698  -0.50705755
  1.6056471 ]"
275,The goal was achieved.,The goal was not achieved.,"[ 1.2128279   5.4143476   1.0049164  ... -0.82176006 -0.01216264
  1.6054449 ]","[ 0.8879859   6.3760853   1.0579153  ... -0.8898988   0.45538187
  1.9285574 ]"
276,The objective was met.,The objective was not met.,"[ 0.58586246  4.457705    0.8925915  ... -0.953376   -0.7473412
  0.70753264]","[ 0.28113118  5.6937256   0.9558665  ... -0.45957682 -0.12904039
  1.0530123 ]"
277,The target was reached.,The target was not reached.,"[-0.51339567  5.7761946   1.7450463  ... -0.9354099  -1.5392165
  1.7982423 ]","[-0.60207087  6.004785    1.548442   ... -0.7497068  -1.6023816
  1.7858311 ]"
278,The task was completed.,The task was not completed.,"[ 0.9255002   2.9214487   2.4855866  ... -0.10589266 -1.1517377
  2.0190823 ]","[ 0.27511492  3.1569633   1.9538683  ...  0.08254655 -1.5163946
  1.659778  ]"
279,The job was finished.,The job was not finished.,"[ 2.3197799   2.4060555   2.8827348  ... -0.10214739  0.749361
  2.0460005 ]","[ 1.9211274   2.738219    2.7167103  ... -0.13104557  0.30282322
  1.578873  ]"
280,The work was done.,The work was not done.,"[ 0.95977336  1.9997038   1.6793394  ...  0.20550099 -0.369598
  1.5711979 ]","[ 0.07131311  2.5833972   1.6570171  ...  0.49233726 -0.1421711
  1.4176191 ]"
281,The problem was solved.,The problem was not solved.,"[ 1.9945266   2.3449907   2.4836392  ... -0.02383474 -0.9847722
  0.9816185 ]","[ 0.53819436  2.3097181   1.9101189  ... -0.29802123 -1.9550477
  0.7411265 ]"
282,The issue was resolved.,The issue was not resolved.,"[-0.6994027  -0.9937786   2.446853   ... -0.77929926 -1.7459472
  1.7391951 ]","[-1.203785    0.34966066  1.4423332  ... -0.6929204  -2.15706
  1.2752175 ]"
283,The difficulty was overcome.,The difficulty was not overcome.,"[ 1.3415959   2.6326923   1.0456892  ... -0.47733694 -0.60939705
  2.3654985 ]","[ 0.47296557  2.5347757   0.84305555 ... -0.55730045 -1.5242132
  2.134631  ]"
284,The challenge was met.,The challenge was not met.,[-0.2760185  2.5363147 -0.5673774 ... -0.6057452 -2.179538   1.0547698],"[-0.544901    2.7584114  -0.49439216 ... -0.30342218 -1.4177994
  1.5785627 ]"
285,The obstacle was removed.,The obstacle was not removed.,[ 1.6342525  4.747131   2.3505464 ... -0.4409291  1.2731955  1.1182588],"[ 0.32523695  4.5449595   1.6593312  ... -0.19148926  0.38014695
  0.7447507 ]"
286,The hurdle was cleared.,The hurdle was not cleared.,[ 0.7642002  2.5377092  1.713583  ...  0.6082918 -1.1485269  2.7254777],[ 0.5125452  3.0167284  1.5117722 ...  0.8338941 -1.6888691  2.5184567]
287,The barrier was broken.,The barrier was not broken.,"[ 2.1122043   5.0360765   2.0699837  ... -1.0619093   0.39696655
  0.42535552]","[ 1.8569794   5.6762543   2.3248699  ... -0.9266204   0.12961335
 -0.14469461]"
288,The limitation was overcome.,The limitation was not overcome.,"[ 0.4540344   1.1949223   1.0864557  ... -0.12522022  0.7896854
  1.107831  ]","[-0.04480998  1.6644694   1.1511875  ...  0.3058549   0.9838292
  0.9023268 ]"
289,The constraint was removed.,The constraint was not removed.,"[ 0.08168351  2.2585263   1.3002812  ... -1.8395389   2.583339
  1.6419656 ]","[ 0.03644632  3.262308    1.4620117  ... -1.3544232   2.4979944
  0.9731489 ]"
290,The restriction was lifted.,The restriction was not lifted.,"[ 0.49921292  1.884443    0.6669475  ... -1.876641    0.70167124
  1.1639187 ]",[ 0.366019   2.893277   0.8239045 ... -1.4095038  0.7050529  0.8032244]
291,The regulation was enforced.,The regulation was not enforced.,"[ 0.7898162   3.2079544   1.4452199  ... -1.5596087   0.84970534
  2.3099551 ]","[ 0.19833024  3.9037592   1.179229   ... -1.9699574   0.75565434
  2.0461206 ]"
292,The law was obeyed.,The law was not obeyed.,"[ 0.68918556  6.085467    2.6460316  ... -2.029526    1.5009083
  2.1641462 ]","[-0.15388891  6.390126    2.4353588  ... -2.3190978   0.97358406
  2.2148907 ]"
293,The rule was followed.,The rule was not followed.,[ 1.0139143  2.6572635  0.8358577 ... -1.9047346  2.0091515  2.9842403],"[ 0.23754247  3.2776253   0.6328562  ... -2.1843898   2.3220148
  3.0344865 ]"
294,The order was given.,The order was not given.,"[-0.5624042   5.1019125   0.19400482 ... -0.13624485 -0.06780138
  2.0658863 ]","[-0.72603506  5.717584    0.29493842 ...  0.00929681  0.2875759
  2.052571  ]"
295,The instruction was clear.,The instruction was not clear.,"[-0.02901516  4.153495    0.12045989 ... -1.4937962  -0.12175217
  2.6314068 ]",[-1.248406   4.331266   0.6762789 ... -2.1825461 -1.175337   2.498304 ]
296,The command was obeyed.,The command was not obeyed.,"[-0.15397485  6.923388    1.3625513  ... -0.7804968   0.6485552
  1.4584994 ]","[-0.01763856  8.307997    1.4343722  ... -1.0500165  -0.22761457
  1.879798  ]"
297,The request was fulfilled.,The request was not fulfilled.,"[-0.8068327   5.3994327   0.7559866  ... -0.75284207  0.46523252
  1.2823216 ]","[-1.6749753   6.3242307   0.39776993 ... -0.78294736 -0.32902253
  1.1908934 ]"
298,The demand was met.,The demand was not met.,"[-1.2362579   4.416808   -1.0688922  ... -0.38660342 -0.7328151
  1.9626701 ]",[-1.3199695  5.7016563 -0.902349  ... -0.2695581 -1.2363662  1.5242243]
299,The need was satisfied.,The need was not satisfied.,"[ 0.7302969   5.3412523   1.3080707  ... -0.72909874 -0.20235506
  1.4163258 ]","[-0.34409392  5.30661     0.9703765  ... -0.34343138 -0.6651947
  1.5509839 ]"
300,The desire was granted.,The desire was not granted.,"[-1.2305751   6.4249334  -0.38195038 ... -0.1563103   0.34378737
  1.389467  ]","[-1.4032974   7.246609    0.02959293 ... -0.02617583 -0.20624143
  1.1825975 ]"
301,The wish was fulfilled.,The wish was not fulfilled.,[ 1.6884571  3.137291   1.4647846 ... -1.0114368  1.0413616  1.4089413],"[ 1.9791919   4.0383935   1.8557667  ... -1.3763095   0.59943193
  0.85739225]"
302,The dream was realized.,The dream was not realized.,"[ 0.06651048  2.533482    0.21682039 ... -0.5454084   0.5327431
  2.1407676 ]","[ 0.2669084   3.826497    1.0214583  ... -0.88428164  0.304866
  1.6333685 ]"
303,The artist painted a masterpiece.,The artist did not paint a masterpiece.,"[-0.31108603 -0.5485502   1.0670974  ... -1.4661852  -0.31870627
  1.4229592 ]","[-0.04078746  0.9819017   0.28819126 ... -0.6040134  -0.01315093
  1.872283  ]"
304,The musician composed a symphony.,The musician did not compose a symphony.,"[ 0.6511059   3.3980904   1.332429   ... -3.9150865   0.31176376
  1.415695  ]","[ 2.0153375   4.3781495   0.23257369 ... -2.08623     1.2115693
  2.0194986 ]"
305,The writer penned a novel.,The writer did not pen a novel.,[-0.8375476  0.0782241  0.883406  ... -0.873745   0.4150211  2.5186026],"[ 0.39425063  2.005625   -0.29127538 ...  0.0584553   1.0916543
  1.6413121 ]"
306,The chef created a culinary delight.,The chef did not create a culinary delight.,"[-1.880071    1.1967114   0.10380881 ... -0.80034006 -0.45335093
  1.335277  ]","[-0.63410056  3.4636755  -0.66634345 ...  0.355059    0.24710242
  2.3538277 ]"
307,The architect designed a building.,The architect did not design a building.,"[-1.4857446  -0.881941   -0.22421597 ... -0.7020981  -1.7498045
  1.5929413 ]","[-0.6065111   0.2738865  -0.99049926 ... -0.47025925 -0.2044357
  1.054412  ]"
308,The engineer invented a device.,The engineer did not invent a device.,"[ 3.812417    6.621715    0.10105769 ... -1.3977114  -0.34092095
  0.26613927]",[ 3.248389   5.106121  -0.2603303 ... -1.0547528  0.5225047  0.7785553]
309,The scientist discovered a phenomenon.,The scientist did not discover a phenomenon.,"[ 1.1115443   5.0248885   1.3281244  ... -0.02747313 -2.980252
 -0.02317339]","[ 1.3187557   5.6210275   0.7269875  ...  0.6500858  -1.5908092
  0.36677974]"
310,The doctor cured a disease.,The doctor did not cure a disease.,[ 4.1921544  9.928559   1.6091977 ... -1.5677212  2.549801   1.1501147],[ 3.036262   9.103767   0.8566951 ... -0.2551178  2.2004006  1.5057333]
311,The teacher educated students.,The teacher did not educate students.,[ 0.2337955  5.958698   2.57231   ... -1.7654247 -1.1578496  3.6396508],"[ 0.6229063   6.5576034   1.716231   ... -1.2368042  -0.95600855
  3.5014064 ]"
312,The student learned a lesson.,The student did not learn a lesson.,"[-0.02312072  3.494972    0.60089254 ... -1.4535369  -0.70635
  2.4624422 ]","[ 1.0627724   4.1943784   0.28965908 ... -1.1517394  -0.05275317
  2.58052   ]"
313,The parent raised a child.,The parent did not raise a child.,"[ 0.18369019  3.2740047   1.834294   ... -1.0557879  -1.6126243
  2.5752947 ]","[ 1.6266115   5.220181    0.95455396 ...  0.22974272 -1.355053
  2.041849  ]"
314,The child grew up happily.,The child did not grow up happily.,[ 2.9654198  3.170519   1.6698624 ... -1.3335028 -0.7371478  1.9692072],"[ 2.491315    3.3629498   0.85736614 ... -0.8706871  -1.0519642
  2.5818827 ]"
315,The friend offered support.,The friend did not offer support.,[ 4.957476   5.2428374  2.3717964 ... -1.444016   1.7609854  0.4107345],[ 4.8353157  6.4547606  1.6715441 ... -1.2969848  1.6134309  1.6600446]
316,The family celebrated together.,The family did not celebrate together.,"[ 0.46680698 -1.9087498  -0.11982646 ... -1.8792795  -0.9298879
  3.9401238 ]","[ 1.3553754  -1.1352236  -1.282234   ... -0.38309005 -1.6454414
  4.319202  ]"
317,The community helped those in need.,The community did not help those in need.,"[ 0.34955707  3.1169891   1.0711062  ...  0.68436396 -1.8739194
  2.040348  ]","[ 0.8914192   3.693779    0.67022204 ...  0.3510909  -1.7636642
  3.3936942 ]"
318,The nation prospered economically.,The nation did not prosper economically.,[ 2.3985922  3.6682835  1.2354934 ... -2.607766   2.4380524  2.370428 ],"[ 0.11907335  3.8435516  -0.25870246 ... -1.3021497   1.6538862
  3.4163303 ]"
319,The world improved environmentally.,The world did not improve environmentally.,"[-0.08274534  3.9703743   1.5509789  ... -1.3365927   1.5624895
  1.8590769 ]","[-0.68452793  1.9576521  -0.33048415 ... -0.7649087   1.181474
  2.8579571 ]"
320,The climate changed dramatically.,The climate did not change dramatically.,"[-0.90664405  1.5397122   0.83388746 ... -1.776769   -1.6473347
  2.8930745 ]","[ 0.56426185  1.3571092  -0.91231954 ... -1.5375172  -1.2232989
  3.8104806 ]"
321,The weather was unpredictable.,The weather was predictable.,"[ 0.3336314  -2.2948248   0.92993325 ... -2.3495755  -2.942904
  2.338001  ]","[ 0.39402378 -1.600997   -0.14484583 ... -1.480796   -1.3694562
  1.8966252 ]"
322,The sun shone brightly.,The sun did not shine brightly.,"[-0.27433774  2.73294     1.4305806  ...  0.06041124 -3.549381
  3.1128137 ]","[ 0.24458598  1.8008287   0.7552966  ...  1.9782633  -4.4358454
  4.166243  ]"
323,The moon glowed softly.,The moon did not glow softly.,"[ 2.0172808   0.6118129   0.76665765 ... -2.1445458  -3.0577984
  3.1367805 ]",[ 0.9910302  1.072739   0.6609372 ... -1.6360787 -3.479223   3.662697 ]
324,The stars twinkled in the sky.,The stars did not twinkle in the sky.,"[ 0.76459813 -1.2734469  -0.6786375  ... -0.4405452  -2.2965698
 -0.1008621 ]","[ 0.45644298 -0.63704807 -0.6718391  ...  0.03389629 -2.0932126
  1.7305855 ]"
325,The clouds drifted lazily.,The clouds did not drift lazily.,"[ 3.2061615  -3.118697   -1.0179029  ...  0.38269624 -1.945817
  0.8040352 ]",[ 2.6396987 -1.6570933 -1.3787111 ...  0.5027083 -2.4608648  1.1331639]
326,The rain fell gently.,The rain did not fall gently.,"[ 2.6202488   1.0068624   0.17198305 ... -0.58583343 -3.384885
  1.4098276 ]","[ 2.951463    2.4946744  -0.50899667 ... -0.53814584 -3.5110526
  2.350507  ]"
327,The snow covered the ground.,The snow did not cover the ground.,"[-0.02585284 -1.0941459  -0.64632404 ... -3.2703724  -0.8482941
  1.290917  ]","[ 1.3712649  -0.72166705 -1.3972534  ... -2.2673712  -1.3829541
  2.7302082 ]"
328,The ice melted slowly.,The ice did not melt slowly.,[ 3.1721716  0.9221465  2.324356  ... -2.2566726 -1.0217519  1.4220502],[ 2.8098905  2.058429   1.2475755 ... -1.9006784 -1.122531   2.490338 ]
329,The river flowed calmly.,The river did not flow calmly.,[ 3.3305848  1.1468503  1.2797154 ... -0.7850906 -2.2497113  0.7686659],"[ 2.6026254   1.3199617  -0.3888072  ...  0.09485555 -2.9234126
  1.1141119 ]"
330,The ocean waves crashed gently.,The ocean waves did not crash gently.,"[ 2.8630276   2.6755002  -0.69537514 ...  1.9569844  -1.3485694
  2.4373398 ]",[ 2.7865279  3.6408987 -1.1956707 ...  2.0316734 -1.5537602  2.6909213]
331,The wind blew softly.,The wind did not blow softly.,"[ 3.7096133   1.7120367  -1.2575896  ...  0.39999306 -0.2895648
  0.49866885]","[ 4.0045447   2.132791   -1.099128   ...  0.09038746 -1.6562616
  1.4077498 ]"
332,The trees swayed gently.,The trees did not sway gently.,"[-0.4305061  -0.85655284 -2.162484   ... -0.36205387 -1.0949365
  2.2051914 ]","[ 0.5298336   0.9940894  -1.9210117  ... -0.75987816 -0.7622209
  2.3080528 ]"
333,The leaves rustled quietly.,The leaves did not rustle quietly.,"[ 1.6639837  -1.3496376  -2.1883852  ...  0.23598011 -2.292416
  1.3138653 ]","[ 1.455178   -0.9186697  -1.6146401  ... -0.13409299 -3.9256687
  2.6265326 ]"
334,The flowers bloomed profusely.,The flowers did not bloom profusely.,"[ 2.04487     0.05200905 -0.63259864 ... -0.41942972 -3.8612792
  1.7057244 ]","[ 2.1752868   0.29240426 -1.9388245  ...  0.22924897 -4.4086943
  2.626189  ]"
335,The grass grew green.,The grass did not grow green.,[ 2.5871768  1.9854825  2.5273507 ... -1.4125782 -4.432192   3.6768982],[ 2.2542248  2.2721248  2.2062683 ... -1.1400703 -4.1939235  3.8924336]
336,The birds sang merrily.,The birds did not sing merrily.,"[ 1.1092305   1.3460244  -1.3405243  ... -3.139103   -0.78920424
  0.16643283]","[ 1.7133588   0.97679794 -2.553283   ... -2.4412892  -0.7564468
  1.8986287 ]"
337,The animals roamed freely.,The animals did not roam freely.,[ 1.7322994  1.1731712  0.3238018 ... -0.9699295  0.6977818  2.4008422],[ 1.8222662  1.1511152 -1.3981546 ... -1.3592594  1.2266716  3.0620167]
338,The insects buzzed quietly.,The insects did not buzz quietly.,"[ 1.6390325  -0.14185621 -0.98042154 ... -0.43154117 -1.0308453
  2.4980185 ]","[ 2.3173757   2.239205   -1.3527144  ... -0.45696324 -1.021415
  3.7791991 ]"
339,The fish swam leisurely.,The fish did not swim leisurely.,"[ 0.22008145 -0.944563    0.864987   ... -0.8670659  -1.2580853
  1.7947415 ]","[ 0.5493204   1.0392864  -0.2327764  ... -0.05072919 -0.37979534
  3.381264  ]"
340,The whales sang underwater.,The whales did not sing underwater.,"[ 0.1928205   3.9653614   2.2535012  ... -0.88943243 -0.6801959
 -0.82454777]","[-0.66947395  4.0318193   1.702421   ... -0.6405686  -1.0786036
  0.7486101 ]"
341,The dolphins played joyfully.,The dolphins did not play joyfully.,"[ 0.7876365   2.0408542   0.41314074 ... -3.8704574  -0.855089
  1.0724065 ]","[ 1.6387115   2.231562   -0.30334383 ... -2.6355999  -0.5546175
  1.6863523 ]"
342,The seals barked loudly.,The seals did not bark loudly.,"[-0.7957515   3.374581    1.151094   ... -2.3684065   1.494935
  0.13604195]","[ 0.02200085  3.7151432   0.09686255 ... -2.3976798   1.4063288
  1.5573063 ]"
343,The penguins huddled together.,The penguins did not huddle together.,"[ 1.1603209  -0.11742227  1.4577366  ... -0.63477045  0.16810529
  2.7423954 ]","[ 1.0351853   0.8826882  -0.23006576 ... -1.0098631   0.3954209
  3.3092096 ]"
344,The bears hibernated during winter.,The bears did not hibernate during winter.,"[ 0.71387064  0.49628943 -1.9105911  ... -2.4756618   1.4347253
  2.9679189 ]",[ 0.774722   0.3164048 -2.0579126 ... -2.8932962  2.2690685  4.6829333]
345,The lions hunted successfully.,The lions did not hunt successfully.,[ 1.8435087  5.2060094 -2.3280761 ... -2.6123438 -0.7240132  3.7958908],"[ 1.9722865   3.5763087  -2.6311755  ... -1.5862502  -0.30268273
  4.7105613 ]"
346,The elephants migrated annually.,The elephants did not migrate annually.,"[ 0.23652725 -0.01022468  0.155287   ... -3.5442994   1.5208018
  1.5583491 ]","[ 0.47484463  1.125577   -1.0912263  ... -2.4093854   1.454202
  2.3500137 ]"
347,The giraffes reached tall trees.,The giraffes did not reach tall trees.,"[-0.86172974 -0.82613534  1.810477   ... -0.86399484 -1.1972593
  1.491433  ]","[-0.9575653  -0.47948846  0.7812027  ... -1.0239875  -1.1412824
  2.1477745 ]"
348,The zebras grazed peacefully.,The zebras did not graze peacefully.,"[ 0.09844848 -0.45401335  1.9168142  ... -0.5385033  -1.7795483
  4.940102  ]","[-0.6932473   1.3676776   1.1342369  ... -0.38755703 -1.8372996
  5.061825  ]"
349,The monkeys swung from branches.,The monkeys did not swing from branches.,"[ 2.070719    1.5220896   0.49517646 ... -0.7778732  -0.02410538
  0.97060424]","[ 2.2918167   2.7151258   0.00629848 ... -0.1947361  -0.07214636
  2.1133027 ]"
350,The gorillas communicated effectively.,The gorillas did not communicate effectively.,"[ 2.456248    2.3923037   1.3493437  ... -1.4547377   0.24902582
  1.9398642 ]","[ 1.9613266   2.538007    0.34617755 ... -0.8865593   0.13755578
  2.619926  ]"
351,The chimpanzees used tools expertly.,The chimpanzees did not use tools expertly.,[ 1.2212906  2.0354207  1.7060277 ... -1.0822046  2.5059443 -0.5429495],"[ 1.665599    2.2383146   1.2409062  ... -0.2885359   1.6065482
 -0.22562484]"
352,The orangutans built nests carefully.,The orangutans did not build nests carefully.,"[ 2.2304022  -0.7397568   0.7372172  ... -0.10287137 -0.00274947
 -1.0063257 ]","[ 1.6916473   0.67325604 -0.3834276  ... -0.19168648  0.55177116
 -0.49433327]"
353,The parrots mimicked sounds accurately.,The parrots did not mimic sounds accurately.,"[ 1.0026383   2.8556688   1.6633312  ... -0.6615864  -0.19440877
  0.9714811 ]","[ 0.41279984  3.569547   -0.21667641 ... -0.9856683  -0.7073984
  1.6421363 ]"
354,The owls hunted silently.,The owls did not hunt silently.,"[ 1.351521    0.03160443  1.096577   ... -3.375209   -0.87641865
  1.3957194 ]","[ 1.2574962   0.18996689  0.0449101  ... -3.3176966  -0.21858335
  2.5378954 ]"
355,The eagles soared high above.,The eagles did not soar high above.,[ 0.8373192  1.4034417  1.5192289 ... -2.037666  -1.263211   4.05212  ],"[ 0.72543037  2.116442    0.55527043 ... -2.1894255  -0.9277894
  4.6711874 ]"
356,The hawks circled patiently.,The hawks did not circle patiently.,"[ 0.8094879  -0.12637119  0.6418024  ... -0.524666   -2.2846768
  2.5535836 ]","[ 1.7970384   0.46673378 -0.26319885 ... -1.0429621  -0.34643844
  3.7642095 ]"
357,The falcons dived with precision.,The falcons did not dive with precision.,[-0.6387518  3.6681747 -2.1345694 ... -0.7158488 -1.913681   2.3186219],[-0.3578105  2.7613747 -2.2182338 ... -1.2971495 -1.4801878  2.405819 ]
358,The vultures searched for carrion.,The vultures did not search for carrion.,"[ 0.29620764  1.9093647   1.607717   ... -1.1456623  -1.5909632
  2.82076   ]",[ 0.3742604  2.893777   0.9012231 ... -1.407248  -1.300088   3.252835 ]
359,The wolves howled at the moon.,The wolves did not howl at the moon.,"[-1.0096557   1.7468312  -1.9780996  ... -1.7370522   0.23612884
  1.9673117 ]","[ 0.1600841   2.4467516  -1.6869347  ... -1.8052944   0.31492773
  2.1641068 ]"
360,The foxes were cunning hunters.,The foxes were not cunning hunters.,"[ 1.6403215   0.8728443   0.37138414 ... -2.977876   -1.0076052
  2.6040132 ]","[ 2.0543272   0.67545587  0.6465699  ... -2.81248    -0.99029166
  3.0459604 ]"
361,The rabbits scampered through the field.,The rabbits did not scamper through the field.,"[ 1.3105838   0.8612015  -0.05453116 ...  0.091387   -1.6979777
  3.229826  ]","[ 1.0658965   1.5785137  -0.7201155  ... -0.62194985 -1.0385084
  3.752676  ]"
362,The deer grazed quietly in the meadow.,The deer did not graze quietly in the meadow.,"[ 2.4209373  -2.6474786  -0.11148238 ... -1.3202814   1.1194451
  2.9243662 ]",[ 1.1055032 -0.8084898 -1.1081911 ... -1.4896504  0.8481004  3.575195 ]
363,The squirrels buried their nuts carefully.,The squirrels did not bury their nuts carefully.,"[-0.16338658  1.8637661   1.9409758  ... -2.5538735   1.5863162
  1.0286922 ]","[-0.33879945  1.4878026   0.6378045  ... -2.3968909   1.2136624
  1.5625644 ]"
