,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
219,The consumer bought the product.,The product was bought by the consumer.,[0.45652923 6.780681   1.6895744  ... 0.1523871  2.2361534  3.8828833 ],"[-0.98249334  4.385058    1.4991564  ... -0.4439254   1.8399
  2.5494928 ]"
220,The researcher studied the phenomenon.,The phenomenon was studied by the researcher.,"[ 0.6437971   0.68015367  1.3577429  ...  0.21992026 -2.6933372
  1.2972261 ]","[-1.5122526   0.8024783   0.8591572  ...  0.80388486 -2.2571483
  1.3009495 ]"
221,The scientist discovered the theory.,The theory was discovered by the scientist.,"[ 1.5838118   7.5444674   2.2713573  ...  0.28481373 -1.7850541
  1.6509291 ]","[-0.7866113   4.7382684   0.4302908  ...  0.11563341 -1.1503389
  2.6198554 ]"
222,The inventor patented the invention.,The invention was patented by the inventor.,[ 3.6028826  5.789715  -0.5826197 ... -1.6162686  1.0453738  0.1551683],"[ 0.9083079   4.9556746  -0.48774534 ... -0.9168806   1.8568504
 -0.27179003]"
223,The engineer designed the machine.,The machine was designed by the engineer.,"[ 1.0148269   3.856849    0.00877138 ... -1.8310128  -0.8060269
  1.735907  ]","[-0.05416846  6.117981    0.63195175 ... -1.4028194   0.534364
  2.5580602 ]"
224,The mechanic fixed the car.,The car was fixed by the mechanic.,"[ 2.5012598   6.211472   -0.26492324 ... -1.4119787  -1.0823158
  2.5953612 ]","[ 1.1665481   5.7305193   2.06219    ... -0.36980033 -0.8311124
  2.2129269 ]"
225,The electrician installed the wiring.,The wiring was installed by the electrician.,"[ 4.5687833   5.863689    0.75556576 ... -1.1520296  -4.2733226
  0.34487444]","[ 2.0431273   2.3301742   0.47188172 ... -2.231929   -2.044814
  0.90293515]"
226,The plumber fixed the pipes.,The pipes were fixed by the plumber.,"[ 2.4751065   5.0262723   0.364751   ... -2.964564   -0.71929187
  0.00527694]","[ 1.0092123   4.7729235   1.940408   ... -1.2544519  -1.3723364
  0.02229427]"
227,The carpenter built the furniture.,The furniture was built by the carpenter.,"[ 1.2244812   1.82101     1.3605531  ... -1.2916421   3.7897055
 -0.22419532]",[-1.9530945 -0.672536   1.7891151 ... -2.382031   4.061553   2.1144853]
228,The painter painted the house.,The house was painted by the painter.,"[ 1.7119285  -3.157875    3.688351   ... -2.119549   -2.1490507
  0.58753556]","[-0.67222714 -1.4995091   2.7159357  ... -1.390703   -1.8061435
  1.5884159 ]"
229,The landscaper designed the garden.,The garden was designed by the landscaper.,"[ 0.31225744 -3.8329291  -0.212788   ... -0.96383655 -0.1885918
  1.4778137 ]","[-0.6477998  -1.1963761  -1.5089542  ... -1.248371    0.26263326
  1.894783  ]"
230,The gardener planted the vegetables.,The vegetables were planted by the gardener.,[ 1.3555084  0.9195686  2.296208  ... -0.5001895 -3.3524225  1.7661828],"[-0.15258694  1.778887    1.3888302  ... -0.2580229  -2.4235172
  2.3383794 ]"
231,The farmer harvested the crops.,The crops were harvested by the farmer.,"[-0.9244642   2.6928005   2.056049   ...  0.02261096 -0.8178861
 -0.01391844]","[-1.7850915   3.7156062   2.015741   ... -0.30383793 -0.08069563
  1.4583699 ]"
232,The chef prepared the food.,The food was prepared by the chef.,"[-0.49849176  2.105192    1.7958431  ...  0.1260001  -1.816548
  2.1832125 ]","[-0.9776587   2.882849    0.81123614 ...  0.18368062 -1.1084111
  1.9410152 ]"
233,The waiter served the drinks.,The drinks were served by the waiter.,[ 2.2275395  2.6262128  3.5794384 ... -0.7413358  2.359513   2.2296512],"[-0.68851227  0.10071671  2.913169   ... -2.2464197   0.67658544
  1.5276895 ]"
234,The customer paid the bill.,The bill was paid by the customer.,"[ 2.7704594   3.8133876   3.3786476  ... -1.0840087   0.85031146
  2.8374863 ]","[ 1.2589372   5.165882    2.4457788  ... -0.05724616  1.13956
  1.8126274 ]"
235,The restaurant owner managed the business.,The business was managed by the restaurant owner.,"[ 0.79166883 -1.7307272   2.4709504  ... -1.1568737  -1.9525826
  2.8201487 ]","[-0.44394785 -0.8284188   1.7177911  ... -1.4380381  -0.7776796
  2.5700989 ]"
236,The chef created the menu.,The menu was created by the chef.,"[ 0.36496985  0.9258261  -0.15772225 ... -0.19651997 -1.3302015
  2.2618778 ]","[-0.80991775 -1.4933997   0.3789329  ... -0.71383166 -1.5424209
  2.1329865 ]"
237,The cook baked the bread.,The bread was baked by the cook.,"[-0.73983985  4.0519223   2.1815538  ... -0.50204855 -0.66132104
  3.9609013 ]","[-1.7390856   3.4169023   3.0148742  ... -0.18343574 -0.33664423
  3.2549357 ]"
238,The baker decorated the cake.,The cake was decorated by the baker.,"[-0.15557241 -1.2015921   1.2474852  ... -3.5595083  -0.09872206
  1.3644594 ]","[ 1.020944    0.02412555  1.4107971  ... -2.2584338   0.6607625
  2.5954666 ]"
239,The florist arranged the flowers.,The flowers were arranged by the florist.,"[ 2.3733914  -2.133915   -0.7913441  ... -0.57511646 -1.0088876
  0.5215309 ]","[ 2.3383036  -0.05305109 -0.76163316 ... -0.3903505  -1.28334
  0.48677745]"
240,The tailor altered the clothes.,The clothes were altered by the tailor.,"[ 1.7376686   2.0825882   0.45523146 ... -1.3640758  -0.87677175
 -0.07774461]","[ 1.3039775   1.6327388   1.8581097  ...  0.14281619 -1.8213552
 -1.5655205 ]"
241,The seamstress sewed the dress.,The dress was sewed by the seamstress.,"[ 4.709635    0.57736206  2.2518964  ... -0.44444883 -0.43146834
 -1.1950666 ]","[ 1.8061593  -0.32382017  1.4156595  ... -1.3099644  -0.76257026
 -0.9279741 ]"
242,The designer created the fashion.,The fashion was created by the designer.,"[-0.26811293 -1.0182335  -0.9078006  ... -1.4241415  -0.11878332
  1.6117373 ]","[-0.9411062   0.19023989 -1.2539388  ... -0.93366224  0.39099067
  2.2564516 ]"
243,The model wore the clothes.,The clothes were worn by the model.,"[ 1.9707332  -0.29621473  0.9385333  ... -0.21202831 -1.3414592
 -0.3421953 ]","[-0.21990448  1.4248523   2.2994986  ... -0.34669322 -1.1542969
 -0.39713788]"
244,The photographer took the photos.,The photos were taken by the photographer.,"[-2.5210521e+00 -1.6502540e-04 -2.0535143e-01 ... -3.6115757e-01
 -3.0699188e-01  1.7379375e+00]","[-3.6309478  -1.800874   -0.12925325 ...  0.12467071 -2.063963
  1.813968  ]"
245,The artist painted the portrait.,The portrait was painted by the artist.,"[-0.70784026 -0.5324645   1.9028269  ... -2.0242188  -0.7225992
  2.2280667 ]","[-3.841254    0.35613316  0.7112235  ... -1.470304    3.0321622
  3.2456205 ]"
246,The musician played the music.,The music was played by the musician.,"[ 0.41544184  4.1269107  -1.711522   ... -0.46645704 -0.75541884
  1.751968  ]","[-1.2561362   2.7696242  -0.08764553 ...  0.2513614   0.38399428
  1.2632675 ]"
247,The singer sang the song.,The song was sung by the singer.,"[ 0.903492    3.6896737   0.75320435 ... -0.6325749  -0.19155212
  1.496736  ]","[-0.7296818   3.0173435   0.95306575 ...  0.5150328  -0.13763025
  1.4987183 ]"
248,The dancer performed the dance.,The dance was performed by the dancer.,"[-0.14367437 -0.00978668 -0.31550768 ...  0.1966397  -2.2734582
  4.9163527 ]","[-1.4335294   0.35569113  0.907199   ...  0.6975175  -1.2893505
  3.915574  ]"
249,The comedian told jokes.,Jokes were told by the comedian.,"[-2.854989    3.3975558  -0.2203807  ...  0.94694614  1.4979947
  3.0093713 ]","[-1.5594735   1.7689248   0.13214195 ... -0.09266074  2.3092513
  3.5160046 ]"
250,The audience laughed at the jokes.,The jokes were laughed at by the audience.,[-2.2897265  2.4698565 -1.0904624 ... -1.0822984  1.1730051  4.314163 ],"[-3.5344713   1.6288121   0.20450653 ...  0.61138886  2.3825555
  3.2180712 ]"
251,The musician played a beautiful melody.,A beautiful melody was played by the musician.,"[ 0.30068943  3.5115092  -0.5842848  ... -1.6020178   0.08984583
  1.0979632 ]","[ 0.05364646  3.0946646   0.12640613 ... -1.3349652  -0.8996303
  0.57460886]"
252,The singer sang a soulful song.,A soulful song was sung by the singer.,"[-0.63171345  2.295912    1.2612941  ... -1.7039889  -0.5558954
 -0.13008665]","[-1.6715008   2.20022     0.73399544 ... -0.58395    -1.4608225
  1.5680224 ]"
253,The dancer performed a graceful routine.,A graceful routine was performed by the dancer.,"[ 0.14674862 -0.38753748 -0.111035   ... -0.43831152 -2.3305488
  3.6556683 ]","[ 0.90953815  0.73512083  1.0621599  ... -0.67255276 -1.4035621
  2.8622088 ]"
254,The actor delivered a powerful monologue.,A powerful monologue was delivered by the actor.,"[ 0.16889895  2.7590327  -0.07352737 ...  1.3843274  -0.35870492
  2.6642823 ]","[-1.8063694   4.27303     0.2800778  ... -0.08885704 -1.6225319
  1.4706161 ]"
255,The playwright wrote a compelling script.,A compelling script was written by the playwright.,"[ 0.44768643  2.5454466   0.69642246 ... -2.5447757   0.89259404
  1.4929104 ]","[-1.7549329   1.1743934   0.30851305 ... -0.915079   -0.00617521
  2.741109  ]"
256,The director staged a memorable play.,A memorable play was staged by the director.,"[-2.4597647   1.1664584   1.2446783  ...  0.56398827 -0.5878583
  2.4702246 ]","[-2.2994719  -0.14926454  0.806784   ... -0.594215   -1.6189493
  2.4858987 ]"
257,The producer financed the film.,The film was financed by the producer.,"[ 0.34309825  2.0632527   0.7120915  ... -0.30394563  0.4237803
  3.4947765 ]","[-0.03784233  3.8981194   0.52131534 ...  0.8701738  -0.6724328
  3.3498597 ]"
258,The crew filmed the movie.,The movie was filmed by the crew.,"[ 0.8039394  -0.90401393  2.4910772  ... -0.42332187 -0.31730154
  3.573391  ]","[-1.0187528  -0.01719524  0.9414543  ... -0.1290325  -0.23780914
  3.2084532 ]"
259,The editor edited the footage.,The footage was edited by the editor.,"[ 1.3130834   2.4923792   1.4467059  ... -0.4846489  -0.60322785
  3.5085704 ]","[-1.413146    1.2507864   0.99116963 ...  0.03728928 -1.234048
  3.7400997 ]"
260,The cinematographer shot the scenes.,The scenes were shot by the cinematographer.,"[ 0.33417735 -0.4376833   0.587179   ...  0.6856178   0.41485304
  3.0560162 ]",[-1.0259953 -3.0149279 -0.1475528 ...  1.0468354 -0.875806   1.8819177]
261,The composer wrote the score.,The score was written by the composer.,"[-0.11332586  3.5352213   1.5024443  ... -4.109796    1.621544
  1.3246797 ]",[-0.7780087  2.7279754 -0.0459052 ... -1.2754269  1.1407864  2.2169642]
262,The sound designer created the soundscape.,The soundscape was created by the sound designer.,"[-1.7573465   1.4334455   1.0986108  ... -0.18707068  2.305648
  1.5986307 ]","[-1.7623886  -0.7241734   0.4574985  ... -0.12186619 -0.33798748
  0.42025083]"
263,The special effects team created the visual effects.,The visual effects were created by the special effects team.,[-2.0934901 -1.8768599  2.2491748 ... -0.210133  -1.0517708  2.2205248],"[-2.512578   -0.84066814  3.6396956  ... -1.260341   -0.6121404
  2.0403318 ]"
264,The costume designer designed the costumes.,The costumes were designed by the costume designer.,"[ 1.8387057  -0.3052969  -0.29164782 ... -0.74279326 -0.5599813
  1.1515461 ]","[-0.1988552  -0.9463411  -0.16299301 ... -0.33694702 -1.0359033
  1.5522631 ]"
265,The makeup artist applied the makeup.,The makeup was applied by the makeup artist.,"[ 0.8215567   0.11726516  4.0738406  ... -0.51236    -0.05333657
  2.8142052 ]","[-4.7626920e-02  2.9070112e-03  2.8995433e+00 ... -4.0893161e-01
  3.7426871e-01  3.2293684e+00]"
266,The hairstylist styled the hair.,The hair was styled by the hairstylist.,"[ 1.2691908   0.31593257  0.14255813 ... -2.1160734  -2.1005082
 -0.9208873 ]","[ 0.62662065  0.95643836 -1.5055974  ... -1.466524   -2.5842261
 -0.18417707]"
267,The set designer created the set.,The set was created by the set designer.,"[ 1.011841   -3.1596224  -0.67344487 ... -0.9337802   0.33507726
  0.3887121 ]","[-0.65677226 -1.6864516  -0.31698528 ... -0.98965293  0.7951957
  1.1243485 ]"
268,The lighting designer designed the lighting.,The lighting was designed by the lighting designer.,"[-0.8800014  -1.1443735   0.0496816  ... -0.39424732 -2.4774628
 -0.53841376]","[-2.6389496   0.4090823  -0.26976755 ...  0.23436996 -0.6558077
  0.518764  ]"
269,The screenwriter wrote the screenplay.,The screenplay was written by the screenwriter.,"[-0.471742    1.2142204  -0.60622734 ... -1.6363089   0.91685265
  1.608477  ]","[-1.0459967   0.5657691  -0.86257654 ... -0.26820678  0.8083422
  2.0155494 ]"
270,The director directed the movie.,The movie was directed by the director.,[ 1.1212378  3.4705079  1.7207804 ... -0.1782536  1.6438855  4.14853  ],[-1.1495056  2.910107   0.4576054 ...  1.1668867  1.4680037  2.4326868]
271,The actors acted in the film.,The film was acted in by the actors.,"[-1.8899385   2.1994317   0.29227892 ...  0.88087016 -0.27846006
  2.967706  ]",[-1.810139   1.7592579  1.1586115 ...  1.7765391 -0.3812827  2.641162 ]
272,The actresses played the roles.,The roles were played by the actresses.,"[ 0.97811484  0.18607385  1.0923601  ... -1.0015612  -3.768769
  4.2848296 ]","[-0.8889613   0.79453427  0.91994804 ...  0.974624   -0.76455235
  2.1340044 ]"
273,The stunt performers performed the stunts.,The stunts were performed by the stunt performers.,"[ 0.31813636  0.706854   -0.84455657 ... -0.2979655  -2.7471888
  4.137903  ]","[-0.88929653  1.3599774   0.66532594 ...  0.19136503 -1.7435744
  2.8507648 ]"
274,The editors assembled the film.,The film was assembled by the editors.,"[ 1.6286343  -1.8249394   2.413327   ...  0.32416862  0.9602658
  2.6151507 ]","[-0.8150101  -0.17524478  0.8170215  ...  0.7071459  -0.0941563
  3.0430284 ]"
275,The distributors released the movie.,The movie was released by the distributors.,"[ 0.60276026 -0.7939706   0.49855828 ... -0.659286    0.7152526
  3.029854  ]","[-0.06594712  0.5821811  -0.3502229  ... -0.8074145  -0.9663085
  3.09738   ]"
276,The critics reviewed the film.,The film was reviewed by the critics.,"[ 2.5215845   0.88672715 -1.561944   ... -2.1355252   0.23933232
  3.5175285 ]","[-0.15374385  1.2545099   0.62812126 ...  0.40282354 -1.6411245
  4.01015   ]"
277,The audiences watched the movie.,The movie was watched by the audiences.,"[-1.5816215   0.37371984 -0.07635394 ...  0.12034443 -1.7857119
  4.170651  ]","[-2.5939798   1.0146141   1.6613092  ... -0.0882069  -0.15057683
  3.9634945 ]"
278,The fans loved the movie.,The movie was loved by the fans.,[ 0.7624052  0.4739476 -1.6637325 ... -0.5882403 -1.0549096  3.302272 ],[-1.6767182  3.0175326  1.5769458 ... -1.0279747  0.4125114  3.1619046]
279,The viewers enjoyed the show.,The show was enjoyed by the viewers.,[ 1.1629252 -1.764069  -0.8496535 ... -1.4454765 -1.2671461  4.284907 ],"[ 0.5892463  -0.06835324  0.24128608 ... -0.62698776  0.38644424
  2.8118896 ]"
280,The listeners heard the music.,The music was heard by the listeners.,"[-0.85097295  2.3317127  -0.24359776 ... -0.82860404 -0.26192906
  1.8902093 ]","[-1.3048754   3.2699654   0.3839017  ...  0.26902992  0.82222164
  1.4592075 ]"
281,The readers read the book.,The book was read by the readers.,"[-0.76024264  0.19741197  0.24176006 ... -0.36609307 -0.25020203
  4.134993  ]","[-2.7789876   1.1588615   1.7312677  ... -0.14945629  1.0709567
  4.5550942 ]"
282,The students studied the topic.,The topic was studied by the students.,"[-3.0476093   0.72409767  2.35205    ... -1.041525   -3.5134575
  2.8712413 ]","[-2.4124055  -0.5427033   2.4102783  ... -0.10230683 -1.1739788
  2.6471784 ]"
283,The teachers taught the course.,The course was taught by the teachers.,[-0.0997228  2.0092733  2.5986068 ... -1.4065002 -1.4652995  4.370355 ],"[-0.07670873  0.85288584  0.9593529  ... -0.21879818 -1.1910001
  3.0121965 ]"
284,The professors lectured the class.,The class was lectured by the professors.,"[-2.7568252  -0.30948964  0.43685338 ... -1.3382139  -0.3132543
  4.016145  ]","[-0.9880691   0.13048382  0.57070583 ... -0.50052524 -0.80612284
  3.4373164 ]"
285,The researchers conducted the experiment.,The experiment was conducted by the researchers.,"[ 1.2132157  -0.00788713  0.94143265 ... -0.10404799 -3.0491314
  1.5856143 ]","[ 1.106149    2.6866133   1.2937083  ... -0.20876303 -3.0937376
  1.5682739 ]"
286,The scientists analyzed the data.,The data was analyzed by the scientists.,[-2.045169   2.343227   1.4722905 ...  0.0588157 -3.3391678  2.8026543],"[-1.0683954   1.169435    0.34328628 ... -0.3415043  -1.9826809
  2.9138396 ]"
287,The engineers designed the system.,The system was designed by the engineers.,"[-0.83165264  3.0278704   0.28252825 ... -0.8696056  -3.3895931
  1.3355126 ]","[-0.97280324  4.9916916   0.7066831  ...  0.22951117 -0.9886497
  2.2538369 ]"
288,The technicians repaired the equipment.,The equipment was repaired by the technicians.,"[ 2.174526    4.9413543   0.67396766 ... -1.1261401  -3.0535347
  2.277045  ]","[ 1.5597067   5.538731    2.860899   ... -0.92482924 -1.1597042
  2.0930185 ]"
289,The mechanics fixed the machines.,The machines were fixed by the mechanics.,"[ 1.5631796   4.5744886   0.43737897 ... -1.7277151  -2.0479398
  2.4890463 ]",[ 0.9920426  4.240485   3.122673  ... -1.1708772 -0.7343113  1.8147577]
290,The electricians wired the building.,The building was wired by the electricians.,[ 3.3700783  2.859699   1.2576799 ... -0.523703  -4.2387137  1.1064483],"[ 0.30511558  1.7267478  -0.03143019 ... -0.46000496 -2.4319746
  2.1667166 ]"
291,The plumbers installed the pipes.,The pipes were installed by the plumbers.,"[ 1.0219332   2.236541    1.202133   ... -2.3003354  -2.0822513
 -0.27195877]","[-0.3284501   1.8383223   1.7366319  ... -2.3659265  -1.8110452
  0.16594127]"
292,The carpenters built the house.,The house was built by the carpenters.,"[-0.14328627 -0.34007287  0.6654006  ... -0.8275108   2.8769069
  0.45501274]","[-2.3930464  -0.7753631   0.26731607 ... -1.281768    1.4967932
  2.235338  ]"
293,The painters painted the walls.,The walls were painted by the painters.,[ 2.0190403 -2.7224722  1.3964001 ... -1.207503  -2.8738968 -0.8555691],"[-1.3312501  -1.1860069   0.48436698 ... -0.30065092 -1.7449098
  0.28625762]"
294,The decorators decorated the room.,The room was decorated by the decorators.,"[ 0.83636194 -1.7055379  -1.0022439  ... -0.4834194  -0.7763052
  1.2182426 ]","[-0.24568525 -3.4094129  -0.90841204 ... -1.3822626  -0.99847823
  1.4741136 ]"
295,The landscapers designed the garden.,The garden was designed by the landscapers.,[-0.2692231 -4.4851313 -0.5467426 ... -0.7492331 -1.0512675  1.6996453],"[-0.78509    -1.6839185  -1.2880456  ... -1.0479404  -0.27478874
  1.8934199 ]"
296,The gardeners planted the flowers.,The flowers were planted by the gardeners.,"[ 1.555152   -1.7708046   0.9174022  ...  0.15534414 -3.4419067
  1.9974083 ]","[ 1.1414865   0.17553224  0.16641474 ... -0.5426141  -1.9232345
  1.5902835 ]"
297,The farmers grew the crops.,The crops were grown by the farmers.,"[-0.7406216   4.016112    0.98748225 ... -0.5554145  -1.6608263
  1.5612715 ]","[-2.1659997   3.6768205   2.496631   ... -0.8912538  -0.67560655
  1.872805  ]"
298,The chefs prepared the meals.,The meals were prepared by the chefs.,"[-0.6634076  -0.891685    0.1482383  ...  0.07713822 -2.273522
  2.6679013 ]","[-0.8218237   0.24946535  0.08992809 ...  0.14787851 -2.323367
  1.4237874 ]"
299,The waiters served the customers.,The customers were served by the waiters.,"[ 0.09340502  0.02838702  2.5512905  ...  0.20551991 -0.13729958
  2.5609841 ]","[-0.25626722  1.801143    3.1302745  ... -1.6484567  -1.3225054
  3.0093653 ]"
300,The cashiers processed the transactions.,The transactions were processed by the cashiers.,"[-1.2296728   1.1238687   1.2765142  ...  0.22886392  0.59238064
  2.9544415 ]","[-0.73227435  1.3880392   0.87084746 ... -0.61065596  0.88899165
  2.9714062 ]"
301,The managers supervised the employees.,The employees were supervised by the managers.,[ 0.9265768  1.4596171  2.998868  ... -0.7902441 -0.298821   3.5515082],[ 2.0486941  3.1080017  3.490625  ... -0.8422984 -0.6188475  2.1728685]
302,The workers completed the projects.,The projects were completed by the workers.,"[ 0.8340985  -0.55012965  0.15697296 ... -0.8085852  -1.2515604
  2.6555784 ]","[ 0.68964237 -0.7836503   1.7957375  ... -0.89648914 -0.46312922
  1.9160917 ]"
303,The clients received the services.,The services were received by the clients.,[ 0.7832112  4.0260153  0.7913041 ... -1.1077535  1.0106037  3.292978 ],[ 0.3772542  2.9756992  2.006441  ... -1.5972497  0.3183267  2.3768208]
304,The patients received the treatment.,The treatment was received by the patients.,"[ 1.5160195   5.3656125   0.54038376 ... -1.9995481   1.3364016
  1.2084962 ]",[ 0.5951898  6.384698   2.3231008 ... -2.7279215  2.5228457  1.8440114]
305,The doctors provided the care.,The care was provided by the doctors.,"[ 0.01607247  5.9187064   1.7809461  ... -0.8741674   2.3547413
  1.9666089 ]",[ 1.72439    3.0875556  2.1959102 ... -1.2215074  1.5912751  0.5812363]
306,The nurses assisted the patients.,The patients were assisted by the nurses.,[3.65178    5.0671144  1.2965347  ... 0.24060471 0.8170064  2.4641395 ],"[ 2.293344    4.2851086   1.2136377  ... -0.35178918  1.1098442
  0.50969446]"
307,The therapists helped the patients.,The patients were helped by the therapists.,[2.3120964  5.929823   0.9982314  ... 0.48630652 1.4504153  1.7772352 ],"[ 2.8337271   5.2923136   1.3031592  ... -0.69765997  2.001474
  0.10951098]"
308,The counselors advised the clients.,The clients were advised by the counselors.,"[ 0.5269176   2.5479915   0.7737282  ... -0.94859886  0.64326286
  3.3803809 ]","[-1.258051    1.9881434   1.2549317  ... -2.0428483  -0.81434476
  3.1851094 ]"
309,The lawyers represented their clients.,Their clients were represented by the lawyers.,"[-0.27591428  4.005505    1.326125   ... -1.7356391  -1.7753038
  2.5585332 ]","[-0.06846143  3.5078666   1.0165255  ... -1.2328458  -1.852745
  3.0619407 ]"
310,The judges presided over the cases.,The cases were presided over by the judges.,"[ 0.10583209 -2.0111463   0.73680806 ...  1.1625487  -0.03921318
  4.935796  ]","[ 0.54806006 -0.6756057   0.16332723 ...  0.00438693  0.91615313
  1.2985766 ]"
311,The juries deliberated the verdicts.,The verdicts were deliberated by the juries.,[-1.5338635 -1.2718855  1.4644871 ...  1.2292886 -2.7090309  5.5820184],"[-2.3844643  -0.01296132  1.7774609  ...  0.8086636  -1.6422406
  4.46072   ]"
312,The witnesses testified in court.,The court was testified in by the witnesses.,"[-1.3609055   2.0812004   0.64552474 ... -0.21439038  0.0095606
  3.1045418 ]","[-1.1396153   2.5066192   0.69260335 ...  0.04796913  0.01247189
  4.0725617 ]"
313,The police investigated the crime.,The crime was investigated by the police.,"[ 1.0506183   3.405711    0.85926014 ... -0.3388176  -3.955837
  2.1135757 ]",[ 1.6558741  4.22229    1.8828516 ... -0.5678674 -2.1852272  1.177721 ]
314,The detectives solved the mystery.,The mystery was solved by the detectives.,"[ 3.1892617   2.155008    0.8721061  ...  0.16752751 -1.2939516
  2.5768886 ]",[ 1.8159103  3.1431575  2.2318695 ...  1.1978543 -1.3695978  1.2722821]
315,The criminals committed the crime.,The crime was committed by the criminals.,"[-0.9991875   5.4778867   2.1278198  ... -0.6447131  -0.57198256
  2.0788229 ]","[ 0.10465738  4.836282    1.0233214  ... -0.6629548  -0.11727273
  1.8279718 ]"
316,The victims suffered from the crime.,The crime was suffered from by the victims.,"[-1.9121845   4.0777245   1.8125154  ... -0.05162904 -1.3249921
  2.9558907 ]","[-0.84454435  3.8386633   1.6630192  ... -1.2792559   0.89296407
  2.6981897 ]"
317,The community supported the victims.,The victims were supported by the community.,"[ 3.1918554   3.3469055   0.5229477  ... -0.26953712 -2.4629047
  2.7028227 ]","[ 1.8820345   4.3812456   1.040237   ... -0.15569614 -1.4339674
  1.9868451 ]"
318,The government implemented the policy.,The policy was implemented by the government.,"[ 0.40143505  4.797481    0.35190117 ... -1.192224   -0.5146287
  0.11310085]","[-0.22524872  2.9564662  -0.20697099 ... -0.70308566  0.22637482
  0.520342  ]"
319,The president signed the bill.,The bill was signed by the president.,"[ 2.0106337   8.973053    0.9341536  ... -2.8324745   2.8219917
  0.19629675]","[ 0.53128636  8.079238    0.3984791  ... -1.5262973   2.2400136
  0.8588705 ]"
320,The congress passed the legislation.,The legislation was passed by the congress.,[ 1.0522519  5.307237  -0.7834101 ... -0.3769094  2.8284776  1.4746708],"[-1.3482916   4.759211    1.0366193  ... -0.78401136  2.2668433
  1.8618098 ]"
321,The senate approved the amendment.,The amendment was approved by the senate.,"[ 0.44371328  6.724238    0.8116309  ... -0.21352188  1.4567591
  2.5549233 ]","[-0.40284294  3.6252193   1.221221   ...  0.6984376   2.2876685
  2.1719875 ]"
322,The house debated the issue.,The issue was debated by the house.,[-1.0247852 -1.441628   1.1003394 ... -1.0499846 -1.6695608  3.4678771],"[-3.6394365  -0.8575769   1.0552111  ...  0.06968874 -1.5439348
  2.9006689 ]"
323,The committee reviewed the proposal.,The proposal was reviewed by the committee.,"[-0.23982847 -1.8456398   0.25672856 ... -0.7270341  -1.3904386
  3.3735905 ]","[-0.67536587  0.405913    0.86703664 ... -0.58895296  0.25996363
  2.962984  ]"
324,The agency enforced the regulations.,The regulations were enforced by the agency.,"[ 0.4666679   2.763094    1.4734658  ... -1.1143559  -0.22673403
  1.2926731 ]","[ 0.62479365  3.4852574   1.8795553  ... -1.0460066  -0.59044516
  2.2579825 ]"
325,The department managed the program.,The program was managed by the department.,[ 0.7973196 -0.1792376  1.7802733 ... -0.7860777 -0.2686036  2.956916 ],"[ 0.75397056  1.6564859   0.97777385 ... -0.36481926 -1.1654335
  1.718409  ]"
326,The organization conducted the study.,The study was conducted by the organization.,"[ 0.14789276 -0.7707777   1.5215288  ... -0.04412614 -2.6951535
  1.4339232 ]","[ 1.9585118  -0.36828312  1.5811441  ... -0.26549375 -2.4311714
  0.45017797]"
327,The researchers analyzed the results.,The results were analyzed by the researchers.,"[ 2.2793226   0.877074    0.7327037  ... -0.14737149 -0.98675346
  2.7995865 ]","[ 1.5476758   0.86930424 -0.31709588 ... -0.7636516  -1.3194562
  3.0485864 ]"
328,The scientists published their findings.,Their findings were published by the scientists.,"[ 0.35487032  2.1135929   0.22948511 ... -1.4762465  -2.5001626
  1.8669854 ]","[ 1.9266481   1.6741548  -0.77191913 ... -0.97129613 -3.7385752
  1.4101665 ]"
329,The experts reviewed the report.,The report was reviewed by the experts.,"[ 1.029838    0.20139396  0.3093855  ... -1.428628    0.86444646
  3.0018299 ]",[-1.8103963  0.234245   0.6262664 ... -1.109078   0.7555721  3.0059607]
330,The journalists reported the news.,The news was reported by the journalists.,"[-1.6627134   2.537161   -0.31426632 ... -0.25257823 -4.3832355
  3.9646864 ]","[-0.96007353  1.9077394  -0.4186868  ...  0.8338114  -3.7340748
  2.6655483 ]"
331,The editors edited the articles.,The articles were edited by the editors.,"[ 0.90556043  0.898434    0.11196259 ... -0.31897536 -0.38311458
  2.4106874 ]","[-0.5685493   1.3133895   0.01182468 ... -0.35087037 -0.2355941
  1.862437  ]"
332,The publishers printed the books.,The books were printed by the publishers.,"[-3.0264723   0.0419548   1.229282   ...  0.21300696 -1.4598022
  3.5668666 ]","[-3.1495364   0.2878747  -0.06543553 ... -0.97586304 -1.1692433
  2.8706665 ]"
333,The authors wrote the chapters.,The chapters were written by the authors.,"[-0.03545384 -1.7508936   0.37251154 ... -0.91485983  0.03774313
  1.3319589 ]","[-1.0463798  -1.3424423   0.8170305  ... -0.07421105  0.01036593
  1.4957732 ]"
334,The readers enjoyed the stories.,The stories were enjoyed by the readers.,"[ 0.05747827 -1.8370899  -0.93515897 ... -0.58961344 -0.36796284
  3.4437315 ]","[-2.6198986   0.5955285   0.36200905 ... -0.05980718  0.24002546
  2.4167054 ]"
335,The students learned the material.,The material was learned by the students.,[-0.7540439  2.63384    0.7628754 ... -1.15518   -1.5244361  2.8478508],"[-2.8844438   3.0484498   1.9227235  ... -0.86294925 -0.70495045
  2.9577975 ]"
