,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
238,The forest is dense., The forest is extremely dense.,"[ 0.12452469 -0.77470976  2.3537793  ... -1.1589665  -0.4681471
  1.645951  ]","[ 0.01971114 -0.316241    1.6505967  ... -0.88606626  0.39419666
  1.079644  ]"
239,The mountains are high., The mountains are slightly high.,"[ 0.5450655   2.828177    0.8582546  ... -0.02565217 -1.9086664
  2.3556907 ]","[ 0.4422826  -1.0284954   1.5068582  ...  0.13019128 -2.2471912
  2.4274304 ]"
240,The hills are rolling., The hills are very rolling.,"[ 1.165148   -0.95091265  0.6922782  ... -0.06689446 -2.399478
  2.6215441 ]","[ 1.0328598  -1.5338764   2.5782785  ... -0.62199765 -2.767464
  2.8048775 ]"
241,The valley is lush., The valley is incredibly lush.,"[ 1.7711041  -2.571535    5.073662   ... -0.05142461 -1.8175297
  2.902492  ]","[ 1.6251493  -2.6803029   3.8793705  ...  0.17818642 -0.9486754
  2.2351496 ]"
242,The river is wide., The river is very wide.,"[-0.20588243  2.3094795   2.4081593  ... -0.90411365 -2.5490088
  1.3333031 ]","[-0.45859814  1.8057522   1.8515583  ... -0.53411    -3.4267044
  1.4691252 ]"
243,The stream is shallow., The stream is slightly shallow.,"[ 0.94192564  0.29390144  2.1701221  ... -0.09991355 -2.47035
  2.7560117 ]","[-0.9401737   0.65926445  1.852931   ...  0.9911848  -2.156787
  1.6589407 ]"
244,The lake is calm., The lake is very calm.,"[ 1.8664379   0.06186037  1.7187967  ... -0.689623   -2.1206348
  4.3129177 ]","[ 1.0294186  -0.6919152   1.4161997  ... -0.18406451 -2.5193107
  3.4812717 ]"
245,The ocean is vast., The ocean is extremely vast.,"[-1.2728751   4.729409    5.0096054  ...  0.17567413 -2.912122
 -0.76726115]","[-1.05409     4.426283    4.3313756  ...  0.04177783 -3.0403366
 -0.5141632 ]"
246,The beach is sandy., The beach is slightly sandy.,"[ 2.2171717   0.6002709   4.4177246  ... -0.07025361 -0.97782785
  2.8059878 ]","[ 1.9186267  -2.2328453   3.71916    ...  0.21721077 -2.028097
  2.5552385 ]"
247,The sky is blue., The sky is very blue.,"[ 0.20177583  0.88257074  3.4854786  ... -0.45430952 -4.9222727
  1.3614824 ]","[ 0.5956472   0.52098     4.1129827  ... -0.9613943  -6.2279224
  0.58766145]"
248,The clouds are white., The clouds are extremely white.,"[ 1.6020082   1.7603343   0.4444124  ... -0.7133087  -4.993129
  0.74404764]",[ 1.4408342  1.0675217  0.9953683 ... -0.438037  -4.4995995  0.6236474]
249,The sun is bright., The sun is very bright.,[-0.5282302  4.384719   3.5853324 ...  1.5899222 -4.9545937  2.1903658],[-1.759242   5.7973657  3.2976017 ...  1.583418  -5.577305   2.181865 ]
250,The moon is full., The moon is extremely full.,[-1.3332987 -0.0867759  3.199189  ... -2.4437714 -4.1757255  2.164472 ],[-1.8264841  1.2234589  2.1273873 ... -2.117841  -3.800248   1.6404476]
251,The stars are bright., The stars are very bright.,"[-0.41825128  0.8970873   1.1120402  ...  0.29897407 -3.5657992
  1.1132848 ]","[-0.83187777 -0.03509299  1.0892277  ...  0.05234255 -4.4141703
  1.1201111 ]"
252,The night is dark., The night is extremely dark.,"[-0.7675549  -0.531018    2.1416466  ...  0.04086213 -2.1704965
 -0.3289333 ]","[-0.43237242 -1.6338454   2.0643382  ...  0.7080149  -1.7345376
 -0.45400771]"
253,The day is long., The day is slightly long.,"[-0.11119542 -3.536522    1.6831315  ...  2.6566353  -0.31017375
  1.4215319 ]","[ 0.11071476 -4.500424    2.5346963  ...  1.8390032  -1.6303526
  1.211246  ]"
254,The weather is pleasant., The weather is very pleasant.,[ 2.334046  -1.4544877  1.6727413 ... -1.992473  -1.7834457  2.4580956],[ 1.6222309 -1.054377   1.7780958 ... -2.409489  -2.3047528  2.3417857]
255,The climate is mild., The climate is extremely mild.,[ 2.193779  -1.0320255  2.135613  ... -2.3243937 -1.5915613  4.5225554],"[ 1.8453034   0.25514737  1.6082058  ... -2.4102404  -0.70906895
  3.5115347 ]"
256,The temperature is cool., The temperature is slightly cool.,[ 2.517456   1.2693512  0.6791584 ... -1.000408  -4.679962   2.732939 ],"[ 1.4827915   0.93584424  1.4535328  ... -0.4117683  -4.474178
  2.180569  ]"
257,The air is clean., The air is very clean.,[ 3.0918388  4.4319754  3.0636106 ... -0.9308506 -4.9252024  1.6874135],[ 2.796815   5.0666747  3.3556073 ... -0.8822138 -5.2690063  0.6936709]
258,The water is pure., The water is extremely pure.,"[ 0.57471704  5.8062873   1.9069799  ...  0.27825958 -3.5037055
  2.2796311 ]","[ 0.58922726  4.992988    2.0623364  ...  0.22604835 -4.0067677
  1.3007311 ]"
259,The land is fertile., The land is slightly fertile.,[-1.5484334  2.78839    3.976471  ... -2.4804122 -1.0060012  3.3358238],[-1.4155855  0.5641406  4.047705  ... -1.6246072 -0.80794    2.5064166]
260,The country is vast., The country is very vast.,"[-0.9134306   0.45252553  3.8261192  ... -0.12605123  0.5359579
  2.4874132 ]","[-0.64810705  1.403155    3.7695866  ... -0.4461367   0.74535435
  2.3808777 ]"
261,The city is crowded., The city is extremely crowded.,"[-1.0097997  -0.9080022   2.3850734  ...  0.72397536 -2.4135668
  2.862991  ]","[-0.8057142  -1.3417135   1.3864732  ...  0.47847152 -1.5185021
  2.2633746 ]"
262,The town is quiet., The town is slightly quiet.,"[ 2.1395447  -3.2706249   1.7982038  ...  0.30886683 -1.8866898
  2.6448827 ]",[ 1.264514  -4.4949536  1.9369965 ...  0.7409546 -2.1708815  2.3605323]
263,The village is small., The village is very small.,[ 1.3711811 -3.764419   3.2940063 ...  1.4850068 -3.4725738  2.6731617],"[ 1.367527   -3.8008213   2.955972   ...  0.96814626 -2.5691621
  2.5789378 ]"
264,The community is close-knit., The community is extremely close-knit.,[ 2.6844447 -3.1680996  3.6278493 ... -1.6720232 -2.2827163  2.5211883],[ 3.2289412 -2.247984   3.768535  ... -2.0863078 -2.2798     2.2630823]
265,The people are friendly., The people are very friendly.,[ 2.1690593  3.3887043  3.4977455 ... -0.596295  -2.4666085  1.8018358],"[ 1.4439034   2.1656294   3.5747306  ... -0.70901984 -2.3663223
  1.8856896 ]"
266,The culture is rich., The culture is extremely rich.,"[-0.03217917 -0.5251499   3.214318   ... -1.0314903  -1.3691764
  1.4464108 ]","[ 0.10294171 -0.18012042  3.3150032  ... -1.4391536  -0.34729573
  1.4291159 ]"
267,The history is long., The history is slightly long.,"[-1.5116085  -2.8089056   0.07745824 ... -0.51660967 -1.3780437
  3.435311  ]","[-2.3151667  -3.9487875   0.5738742  ... -0.21142203 -1.1591679
  2.5621915 ]"
268,The traditions are strong., The traditions are very strong.,"[ 0.18847077 -0.8135823   1.6277058  ... -1.130363   -2.4095228
  2.40694   ]","[ 0.06353426 -1.1473317   1.9490695  ... -1.6068996  -2.6413772
  1.8683428 ]"
269,The customs are unique., The customs are extremely unique.,"[ 0.8685444   1.0336658   2.7913842  ... -0.12956962  0.98727405
  0.65829605]","[ 0.34209514  1.2623353   2.2463238  ... -0.41870448  1.7016016
  0.63124156]"
270,The language is complex., The language is slightly complex.,"[-1.8924545   0.75164545  3.3226082  ... -1.1584737  -2.3491037
  2.6473165 ]","[-1.7406087  -0.55721134  2.444252   ... -0.6096062  -2.2537394
  2.0860984 ]"
271,The dialect is distinct., The dialect is very distinct.,"[ 0.5409849  -3.1136684   2.2046957  ... -0.38583842 -1.0319557
  3.1521797 ]",[-0.0762843 -2.8932855  1.7758222 ... -0.7214131 -1.1129333  3.4108303]
272,The accent is strong., The accent is extremely strong.,"[ 0.31539914 -0.48857632  2.6329582  ...  0.2562697  -0.5412085
  2.178049  ]","[ 0.27611795 -0.08605981  2.0471876  ...  0.33911228  0.03862383
  1.9503626 ]"
273,The music is lively., The music is very lively.,"[ 0.38029712  1.3440689   1.529622   ... -0.35803348 -1.1351886
  0.96941775]","[ 0.10711757  1.2920922   1.1034322  ... -0.90504843 -1.3638698
  0.48053527]"
274,The dance is energetic., The dance is extremely energetic.,"[ 0.23376612  0.5959332   1.2031304  ...  1.9177784  -1.916844
  3.4280047 ]","[-0.03550436  0.04640011  0.5591573  ...  1.4911337  -0.74914235
  3.3813598 ]"
275,The food is spicy., The food is slightly spicy.,[-1.0632905  4.4076204  2.9572902 ...  1.8833687 -2.6232657  4.244834 ],"[-0.38986745  2.5981243   2.2560098  ...  2.204001   -3.1604578
  2.3117044 ]"
276,The drinks are refreshing., The drinks are very refreshing.,[0.03731599 0.6981025  2.081347   ... 0.36524025 0.16495621 2.1856918 ],"[-0.12780504  0.9471626   1.9538578  ... -0.41629025  0.6560634
  1.7010732 ]"
277,The art is beautiful., The art is extremely beautiful.,[-0.8765055  1.8779701  1.59852   ... -1.3518032 -1.1938171  3.1473722],"[-1.2261997   1.9346291   1.2090603  ... -1.5326885  -0.33136758
  3.0901995 ]"
278,The architecture is impressive., The architecture is very impressive.,[-1.9800419 -2.652001   1.2559828 ... -0.9112247 -1.612345   3.0960903],[-1.8050814 -2.1420395  1.0929749 ... -1.4014225 -1.0828491  2.1420932]
279,The design is elegant., The design is extremely elegant.,"[-1.602259   -0.11604588 -0.29636565 ... -1.3427702  -1.3991897
  2.430722  ]",[-2.0108297 -0.1589328 -0.5118038 ... -1.4217477 -0.6473426  2.1673906]
280,The craftsmanship is superb., The craftsmanship is very superb.,"[-2.0519373   0.00432863  1.5503482  ... -1.6051633   0.34295496
  3.0745215 ]","[-2.0248425  -0.5575593   1.6764822  ... -1.8871838   0.44053367
  2.9560509 ]"
281,The quality is high., The quality is extremely high.,[-1.7154694  3.7647777  0.7766687 ... -0.164289  -0.7918064  1.9851453],"[-2.4099984   3.1006663   1.0148648  ... -0.6098805  -0.17715287
  1.7899624 ]"
282,The price is low., The price is slightly low.,"[ 0.15465043  4.3077765   2.1541023  ... -1.0386589  -1.8960005
  2.1000323 ]","[-3.8093677e-01  1.1917478e+00  1.8401483e+00 ...  1.5133967e-03
 -2.4694114e+00  1.3528780e+00]"
283,The value is great., The value is very great.,"[-1.479933    3.9048257   1.52725    ...  0.34053493  0.6275132
  1.4835608 ]","[-1.9667615   4.1976037   1.4200729  ... -0.53849816  0.7310955
  0.97686625]"
284,The deal is good., The deal is extremely good.,[ 1.694747   2.2566898  2.9808414 ...  0.9957036 -0.4174757  3.413789 ],[1.3703381  3.3596284  1.4429837  ... 0.62155324 0.06785607 3.0477183 ]
285,The offer is tempting., The offer is very tempting.,"[ 0.56736857  4.126336    0.6993126  ... -0.08524023 -1.578597
  1.7949032 ]","[ 0.21374626  5.227757    0.51078105 ... -0.2448966  -1.1773242
  1.8739876 ]"
286,The opportunity is rare., The opportunity is extremely rare.,"[-1.7374481   4.6457877   2.775619   ...  0.40591636 -0.21936932
  0.5609719 ]","[-1.254297    5.4436536   2.1965637  ...  0.38204154  0.08030876
  0.2592115 ]"
287,The challenge is difficult., The challenge is slightly difficult.,[-0.7213422  2.7368195  0.793997  ... -0.5048931 -1.8274333  2.7409844],"[ 0.37458634 -0.3966885   0.05813525 ...  0.5333676  -2.09635
  2.0906672 ]"
288,The problem is solvable., The problem is very solvable.,"[ 1.6236368   0.08075245 -0.18435098 ...  0.14016879 -1.4935598
  0.02181285]","[ 0.8486143  -0.50722617 -0.5326486  ...  0.8201682  -2.063404
 -0.5100094 ]"
289,The solution is simple., The solution is extremely simple.,[1.5826871  4.894435   0.24206305 ... 0.66298854 0.5020467  1.3021977 ],"[ 1.7962056   4.097983   -0.303184   ...  0.8780696   0.26312122
  1.1071442 ]"
290,The answer is clear., The answer is very clear.,"[-0.8061136   3.5794683   1.7252601  ... -0.8060058   0.40044394
  1.8025696 ]","[-0.60225576  3.464647    1.6618475  ... -0.3268558   0.05169813
  1.9856735 ]"
291,The explanation is concise., The explanation is extremely concise.,"[ 0.9731121   1.8208821   0.29125127 ... -0.75823414 -0.36769193
  2.4543169 ]","[ 0.8578802   1.2807943  -0.22178741 ... -0.17507742  0.26700023
  2.5858042 ]"
292,The instructions are easy., The instructions are very easy.,"[ 1.0417035   3.222313   -0.29849643 ... -0.8733653   0.98437274
  3.6313827 ]","[ 1.0145248   3.0503714  -0.11315501 ... -1.7576742   0.7794662
  2.805354  ]"
293,The task is manageable., The task is extremely manageable.,[ 1.2104427  0.5434518  2.4798212 ...  0.3616214 -1.293371   1.9486771],"[ 1.0884428   2.848525    1.123877   ...  0.36808538 -0.19295554
  1.7183665 ]"
294,The project is successful., The project is very successful.,"[ 1.9665445   1.2606647   0.81279486 ... -0.6508002  -0.48143283
  2.0373483 ]","[ 0.93544704  1.1681162   0.80110306 ... -0.5682511  -1.8284421
  1.891909  ]"
295,The outcome is positive., The outcome is extremely positive.,[ 1.2209034  4.4862547  1.6836567 ... -1.2606277  0.8874858  2.6056185],"[ 0.6503611   3.9925964   0.33737946 ... -1.0179292   1.9949751
  1.7141575 ]"
296,The results are promising., The results are very promising.,"[ 1.4641126   2.0756838   1.0750952  ... -0.71670043 -1.3671658
  3.0388942 ]","[ 2.1496987   1.7862654   0.43392906 ... -1.2505251  -0.42797187
  2.8699017 ]"
297,The future is bright., The future is extremely bright.,[-1.046477   1.9621563  3.1316993 ... -1.0298309 -1.0288559  1.1327283],"[-1.2034454   3.050999    2.517587   ... -0.6825432  -0.58255774
  1.8228636 ]"
298,The coffee is hot., The coffee is extremely hot.,[-2.5244706  4.6199145  5.494426  ... -1.1975194 -0.3823878  4.2504725],"[-3.5200522   4.852647    4.5294433  ... -1.1765589  -0.17818157
  3.4670823 ]"
299,The tea is warm., The tea is slightly warm.,"[-0.26676446  3.0611444   3.952682   ... -0.78793    -0.41880316
  4.348462  ]","[-0.48192188  2.8093374   3.4167664  ...  0.30168214 -2.0119798
  3.7103412 ]"
300,The milk is cold., The milk is very cold.,[ 0.5372488  3.7236266  3.705911  ... -1.4068265 -2.9301896  1.7765796],"[ 0.35851815  4.0927415   3.6000881  ... -1.2209778  -2.886987
  1.572041  ]"
301,The soup is tasty., The soup is extremely tasty.,[-0.2798084  3.68069    3.5827832 ... -0.3468991 -4.6153054  3.1917953],"[-0.34887132  3.6534216   3.107995   ...  0.22118421 -2.9513874
  2.0241833 ]"
302,The salad is fresh., The salad is very fresh.,[ 1.5542368  1.6530384  2.5498185 ...  2.1565595 -3.5446668  1.7191858],"[ 0.41417333  1.9470453   2.6576965  ...  2.0743685  -3.3381174
  0.3315905 ]"
303,The bread is stale., The bread is slightly stale.,"[ 0.7798404   2.597093    2.319116   ...  2.3447933  -0.40589422
  1.1297736 ]","[-0.13693692  1.8267593   2.3612697  ...  1.8892199  -1.5130595
  0.96433234]"
304,The cheese is sharp., The cheese is extremely sharp.,"[ 0.49629202  3.4178112   4.997822   ...  0.22327128 -2.602097
  1.2398922 ]","[ 0.535111    3.8664157   4.7969203  ... -0.04298564 -2.6915798
  0.8747495 ]"
305,The meat is tender., The meat is very tender.,"[-1.6233072   4.273291    3.6942627  ... -0.43915024 -2.0009227
  2.771183  ]",[-2.4799037  4.3387775  3.5800583 ... -0.6840095 -2.640787   2.3154037]
306,The fish is dry., The fish is slightly dry.,[-0.5221825  3.7609596  3.9244766 ...  1.5813394  1.0686817  2.5981805],[-0.9466979  2.0896823  3.2933567 ...  2.078788  -1.6694828  2.7685673]
307,The vegetables are crunchy., The vegetables are extremely crunchy.,"[ 0.287422    3.6550364   2.2711701  ...  0.47415525 -3.5598006
  2.213342  ]","[-0.40822777  3.2061708   1.697271   ...  1.0247973  -2.9971187
  1.8028798 ]"
308,The dessert is sweet., The dessert is very sweet.,"[ 1.648031    3.414917    3.8918045  ... -0.41979027 -0.8258244
  2.5818138 ]","[ 0.84932166  3.1049397   3.3313177  ... -1.5033251  -0.4192207
  2.2618406 ]"
309,The cake is rich., The cake is extremely rich.,"[-0.568477    2.6738734   3.5835025  ... -1.9632927  -0.05764265
  3.9094138 ]",[-0.8703838  2.3161857  2.3372166 ... -1.1999272  0.5980002  3.2010753]
310,The pie is tart., The pie is slightly tart.,"[ 0.42759648  1.0722641   2.4886072  ... -0.866202   -1.880279
  2.3921695 ]","[ 0.4940736  -0.14297195  2.025747   ...  0.16712199 -3.2772036
  2.1562781 ]"
311,The cookies are chewy., The cookies are very chewy.,"[-0.7147994   2.1693017   2.360854   ... -1.916328   -0.5015898
  0.90642136]","[-1.3166463   2.262705    1.8528587  ... -1.2290316  -1.1697819
 -0.08895019]"
312,The ice cream is creamy., The ice cream is extremely creamy.,"[ 0.31190214  3.4396389   3.241001   ... -1.9606246  -1.1839238
  0.919018  ]",[-0.4790242  3.074283   2.415917  ... -1.8696156 -0.2726382  0.3286426]
313,The chocolate is bitter., The chocolate is slightly bitter.,[-0.8919665  5.270064   3.5552025 ... -1.0247815 -2.0314376  1.6951206],"[-0.41118562  3.3824317   3.284667   ... -0.5602765  -2.559946
  1.4006258 ]"
314,The candy is sugary., The candy is very sugary.,"[ 0.9630285   5.497999    3.1806831  ... -3.3897388  -0.44196197
  0.4278407 ]","[-0.26404586  4.96182     3.1846352  ... -1.7400377  -0.11167424
  0.3128216 ]"
315,The drink is refreshing., The drink is extremely refreshing.,"[-0.41190276  2.6105106   2.817459   ...  1.0802778   0.21448429
  3.1544147 ]","[-0.58687353  4.076736    1.4802197  ...  0.9340959   1.5905737
  2.7214081 ]"
316,The juice is fruity., The juice is very fruity.,[-1.0960774  4.7460237  4.33208   ...  2.558475  -2.7650418  1.390715 ],[-1.5476242  4.870055   3.3308518 ...  2.4407103 -2.4501574  0.8358033]
317,The wine is dry., The wine is slightly dry.,"[-0.04850144  3.552997    3.9522324  ...  0.7868961   0.42643324
  2.4125767 ]","[ 0.51103073  3.3032522   3.6859653  ...  1.3040963  -0.8557725
  1.5655447 ]"
318,The beer is cold., The beer is very cold.,[-1.860948   2.254168   2.3960927 ... -0.7091711  1.4850686  1.8979933],"[-2.1444988   3.1124277   2.2557514  ... -1.5078664   0.67069864
  1.4997525 ]"
319,The music is loud., The music is extremely loud.,"[-1.7456096   2.170508    0.74586743 ... -0.18988094 -0.6464327
  1.5341085 ]","[-1.8401103   2.2185686   0.46488485 ... -0.60975736 -0.15067762
  0.85152406]"
320,The song is catchy., The song is very catchy.,[2.142011   1.9306444  0.67479247 ... 0.19800255 0.37459797 0.14107177],"[ 1.5894216   1.5783719   0.21644531 ... -0.3872018   0.35561275
 -0.16970398]"
321,The movie is long., The movie is slightly long.,"[-1.5259373  -1.028978    2.7615905  ... -0.3272682   0.02384393
  3.4483714 ]","[-0.20897071 -2.9625638   2.575542   ... -0.87703735 -0.15115565
  1.9494263 ]"
322,The book is interesting., The book is very interesting.,[-1.8380487  0.5600069  2.5707383 ... -0.3660286  1.3608935  3.2497413],[-2.1903257  2.0369363  1.954104  ... -0.8553807  1.2047149  2.797818 ]
323,The story is exciting., The story is extremely exciting.,[-1.0736341  1.4906756  1.7493656 ...  0.5409123 -1.9014254  3.9200714],"[-1.3714132   0.8162193   0.94897956 ...  0.39942673 -1.3460903
  2.8007367 ]"
324,The game is challenging., The game is very challenging.,"[ 1.0368840e+00  3.1629875e-01  3.1691552e-03 ... -5.2049017e-01
  1.0082227e-01  3.4405990e+00]","[ 0.665316    0.6845413  -0.3915448  ... -0.5200885   0.67101496
  3.4490864 ]"
325,The puzzle is difficult., The puzzle is extremely difficult.,"[ 0.22747235  0.9673606   2.30173    ... -1.3476855   0.8658102
  2.926506  ]","[ 0.69405633  1.0222266   1.3645058  ... -0.6896172   0.87091154
  2.7953732 ]"
326,The problem is easy., The problem is slightly easy.,"[ 1.621759    0.83776265  0.6756507  ... -0.23845172  0.1960747
  2.1496575 ]","[ 1.4190426  -0.98883677  0.8361662  ...  0.31287137 -1.1941952
  0.51327896]"
327,The solution is obvious., The solution is very obvious.,[0.3785658  4.0465617  0.00662313 ... 0.21557751 0.0988276  1.3076699 ],"[ 0.7338443   2.4485512  -0.3102344  ...  0.64043885 -0.7612044
  1.1408192 ]"
328,The answer is correct., The answer is extremely correct.,"[-0.69226605  3.5044327   0.48874587 ... -0.6410863  -0.03982449
  3.1542065 ]","[-0.5755753   4.2065625   0.7840299  ...  0.11134455  0.93848556
  2.544073  ]"
329,The result is unexpected., The result is very unexpected.,"[-0.2662771   2.8899999  -0.41646084 ... -0.65061754  0.34916636
  3.1370378 ]","[-0.16162027  2.5308669  -0.5810065  ... -0.9620356   0.49339423
  2.888918  ]"
330,The outcome is positive., The outcome is extremely positive.,[ 1.2209034  4.4862547  1.6836567 ... -1.2606277  0.8874858  2.6056185],"[ 0.6503611   3.9925964   0.33737946 ... -1.0179292   1.9949751
  1.7141575 ]"
331,The impact is significant., The impact is very significant.,"[-0.39607725  4.9079046   1.866092   ...  0.72935605 -0.8939587
  0.5376983 ]","[ 0.02739289  3.7020833   1.569581   ...  0.37700364 -0.96350557
  0.02884344]"
332,The effect is minor., The effect is slightly minor.,"[ 0.970667    2.8650742   1.2040755  ... -0.11681833 -1.3016453
  0.90337694]","[ 1.1575764   1.9845098   1.2186192  ... -0.18303214 -1.132943
 -0.48847166]"
333,The change is gradual., The change is very gradual.,"[-0.03519114 -0.404579    2.6038566  ...  1.3507457  -2.6097264
  1.241646  ]","[-0.05974323 -0.08008913  2.4675972  ...  1.3171896  -2.0956616
  0.8583441 ]"
334,The progress is rapid., The progress is extremely rapid.,"[ 0.37507725  1.6698735   2.319362   ... -0.26756027 -1.100478
  1.5172532 ]","[ 0.1762503   1.3625909   2.3137095  ... -0.08389651 -0.6464624
  2.103888  ]"
335,The improvement is noticeable., The improvement is very noticeable.,"[ 1.0300868   0.63681525  1.1944392  ... -0.2545759  -0.80846566
  0.32519168]","[ 1.605753    0.6434023   0.97550344 ... -0.62851477 -0.41441092
  0.02811905]"
336,The difference is subtle., The difference is slightly subtle.,"[ 0.06240969 -0.86264884  0.9193436  ... -1.0966737  -4.198454
  1.989748  ]","[ 0.07804876 -1.585544    0.85616636 ... -0.9646649  -2.43768
  0.4689724 ]"
337,The similarity is striking., The similarity is very striking.,"[ 0.8549584  -0.81524915 -0.26805004 ... -1.1173205  -0.98910314
  1.6045994 ]","[ 1.2456952  -0.88896126  0.04358077 ... -0.97251624 -0.52349395
  0.7394461 ]"
338,The contrast is sharp., The contrast is extremely sharp.,"[-1.7447021  -0.5236501   1.2878511  ... -0.9469164  -2.2495472
  0.79185086]","[-2.0213883  -0.2222252   1.3441429  ... -0.99654984 -1.1234978
 -0.23615241]"
339,The relationship is complex., The relationship is very complex.,[ 1.1892408  1.1926035  1.451341  ... -1.6895416 -0.7836928  3.4177341],"[ 1.4343724   0.75736874  1.1641656  ... -1.7340755  -0.7534537
  3.1326115 ]"
340,The connection is weak., The connection is slightly weak.,[ 1.3301319  4.023993   3.476822  ... -0.6490267 -1.5979184  2.1804376],"[ 0.29909047  3.7857742   4.207487   ... -0.46754488 -2.4876077
  1.5974387 ]"
341,The interaction is strong., The interaction is extremely strong.,"[ 1.927591    2.8408823   1.8915775  ... -1.2676932  -0.49839506
  1.9791828 ]","[ 2.6152935   3.2968562   1.746746   ... -0.92728853 -0.07928547
  1.1122409 ]"
342,The communication is clear., The communication is very clear.,[ 0.9388021  5.106763   2.3898423 ... -2.0485623 -1.1341352  0.923766 ],"[ 1.2812142   4.4778943   2.3270643  ... -2.0296583  -1.5026894
  0.48988828]"
343,The message is concise., The message is extremely concise.,"[-0.27839985  4.6073327   0.9562992  ... -0.10153228 -1.0927799
  1.3817587 ]","[-0.18814242  5.1792374   0.95346665 ... -0.2828808   0.15706141
  1.1133109 ]"
344,The information is valuable., The information is very valuable.,[-1.6071806  4.068898   1.2738091 ... -1.7557045 -0.953314   1.4722629],"[-1.5380526   4.135525    1.244609   ... -1.973019   -0.83061796
  1.1065358 ]"
345,The data is reliable., The data is extremely reliable.,"[-1.0574492   2.6532004   0.2723306  ... -1.0435169  -0.67019075
  3.1530585 ]",[-2.2640145  2.5033827  0.6567605 ... -0.5251606  0.9370641  2.313597 ]
346,The evidence is conclusive., The evidence is very conclusive.,"[ 0.7500436   4.093557   -0.25873303 ... -0.07283164  2.6976504
  4.2880554 ]",[0.18412589 3.064092   0.03670283 ... 0.19752617 2.217662   4.208188  ]
347,The argument is persuasive., The argument is extremely persuasive.,"[ 0.59011114  2.928972    1.6262944  ... -2.1601768   2.3008566
  3.2821152 ]","[-0.55498046  4.4350734   0.524319   ... -0.5765119   1.9577173
  2.7909744 ]"
348,The conclusion is sound., The conclusion is very sound.,"[ 0.14716747  2.1278198  -0.07729997 ... -0.6844903   1.721199
  2.5606134 ]","[-0.38538358  1.9742645  -0.75771564 ... -0.8696005   1.7371687
  2.9336395 ]"
349,The decision is final., The decision is extremely final.,"[-0.36399248  4.6846967   1.112497   ... -0.32241538  2.9320998
  2.713489  ]","[-0.62670964  4.739321    0.55072784 ... -0.33224824  3.0376537
  1.9260454 ]"
350,The choice is difficult., The choice is slightly difficult.,"[-2.1087482   2.490319    1.7709614  ... -0.31130305 -0.652007
  2.590388  ]","[-1.3000907   0.9304201   0.7396631  ...  0.22927125 -0.00653804
  1.114201  ]"
351,The option is appealing., The option is very appealing.,"[-0.2412581   3.624662    1.0442687  ...  0.26729533  0.07154374
  1.3919939 ]","[-0.99854374  3.8220062   0.6475039  ... -0.12128875  0.2524814
  1.7262233 ]"
352,The opportunity is promising., The opportunity is extremely promising.,"[-1.3513931   4.7507334   3.319849   ...  0.7724927  -1.2818112
  0.04579701]","[-0.5795035   5.392147    2.1998942  ...  0.473043   -0.36592498
 -0.08806623]"
353,The risk is minimal., The risk is slightly minimal.,[0.3755277  3.8592803  3.7609458  ... 0.23002844 0.51000875 0.7729735 ],"[-0.3657869   2.0913327   3.1794803  ...  0.29544565  0.15156417
 -0.39770117]"
354,The danger is real., The danger is very real.,"[-2.0088685   4.8879037   1.2689254  ... -0.22630048 -1.4762058
  2.025214  ]","[-2.0944872   4.221078    1.5585346  ...  0.30354655 -1.2715586
  1.4374346 ]"
355,The threat is serious., The threat is extremely serious.,[-1.2699143  6.6257653  3.1109955 ... -1.2155792 -3.3852966  2.7697043],"[-1.1599569   7.450372    2.7621186  ... -0.96158934 -2.5969632
  2.3103836 ]"
356,The problem is urgent., The problem is very urgent.,"[-0.52260286  2.9065268   0.39243656 ... -0.29410875 -0.5930049
  2.6478038 ]","[-1.1888512   1.0820359   0.5854319  ... -0.25478426 -1.7386107
  1.7205397 ]"
357,The situation is critical., The situation is extremely critical.,"[-0.8501183   1.7149864   0.31842688 ...  0.11901367 -2.0608847
  4.3295846 ]","[-1.1330938   1.9542698   0.28874758 ...  0.52333593 -1.3487304
  3.8418887 ]"
358,The matter is important., The matter is very important.,"[-1.2787846   3.4290676   3.414904   ... -0.45533776 -1.5349022
  2.7522266 ]",[-1.1023952  4.3435707  2.404565  ...  0.0653502 -1.2096807  2.3377998]
359,The issue is complicated., The issue is slightly complicated.,[-1.8240175 -1.9142946  2.2643123 ... -1.33689   -2.4469604  3.307096 ],[-1.8261887 -3.7892818  1.7182598 ... -0.8540549 -1.9283644  1.7217184]
360,The subject is interesting., The subject is very interesting.,[-2.7207897  0.703277   2.5983334 ... -1.3032995 -1.321676   3.7770066],[-2.757384   1.8257262  1.9871861 ... -1.1822826 -1.6411701  3.1675265]
361,The topic is relevant., The topic is extremely relevant.,[-1.2821735 -1.2723233  2.070827  ... -1.2054366 -0.8493865  2.9465683],"[-1.9996166   0.17863597  1.447832   ... -0.6554579  -1.0221137
  2.146547  ]"
362,The discussion is productive., The discussion is very productive.,"[ 1.0848255  -2.1222227   0.95160425 ... -0.8444502  -0.9107019
  0.63310933]","[ 0.3714356  -2.6961      0.70781535 ... -0.27235818 -1.173788
  0.8973406 ]"
