,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
241,The campaign was effective., The campaign was ineffective.,"[ 1.6887611   2.535582    0.18277112 ... -1.6916983  -2.482398
  1.9580319 ]",[ 1.862084   3.2703679  0.1239861 ... -1.3641603 -1.4418092  1.4716578]
242,The advertisement was persuasive., The advertisement was unconvincing.,"[-0.7403706   3.152721    1.324276   ... -1.8643398   0.07387648
  2.5215702 ]",[ 2.1891186  2.100669   0.0328126 ... -1.4119704 -0.885093   3.0527303]
243,The message was clear., The message was ambiguous.,"[-0.7701467   5.8732176   0.8462224  ...  0.13016795 -0.54369974
  1.548546  ]","[-0.83702594  4.200486    1.6946087  ... -0.80654097 -0.07372107
  1.6162256 ]"
244,The communication was open., The communication was closed.,"[ 1.6733125   3.8202024   2.1569626  ... -1.8734974  -0.24970464
  0.72398984]","[ 1.8457477   5.2509203   2.7274456  ... -2.226377   -0.25440398
  0.83741033]"
245,The relationship is strong., The relationship is strained.,"[ 1.8644965   1.7773523   1.0570537  ... -1.8865544   0.31149936
  2.8696923 ]","[ 2.2085369   1.3537291   0.21237192 ... -1.7103685  -0.09621578
  3.2348256 ]"
246,The friendship is genuine., The friendship is fake.,[ 4.9221745  3.5974274  2.518264  ... -1.2406693 -0.7942606  0.9821911],"[ 4.3391333   3.5794272   3.095309   ... -0.19342594  1.2304486
  0.41904792]"
247,The bond is unbreakable., The bond is fragile.,"[ 0.7366819   4.6949015   2.3957474  ... -0.3364021  -0.31440386
  1.4809992 ]","[ 1.3146288   4.8470445   2.6669543  ... -1.8573744  -0.76769555
  2.742313  ]"
248,The connection is deep., The connection is superficial.,"[ 0.9756384   3.1626396   3.6277466  ...  0.21058889 -2.0646694
  2.4938743 ]","[ 1.5197084   2.8955777   4.2423763  ... -0.09498654 -0.46716395
  1.4813058 ]"
249,The feeling is joyful., The feeling is sorrowful.,"[-1.2994074   2.0941658   1.4785458  ... -1.052408    0.52473813
  1.2291459 ]",[-0.792572   1.4614038  2.404689  ... -1.3030927  0.4804168  2.0988932]
250,The emotion is positive., The emotion is negative.,"[ 0.6923647   5.0818157   3.9386609  ... -0.82269466 -0.03686959
  1.5195031 ]",[ 0.7419716  4.561887   4.286747  ... -1.2360135  0.8840394  1.605767 ]
251,The mood is cheerful., The mood is gloomy.,[ 2.3632827 -3.1605365  1.322717  ... -0.9398867 -1.2839159  1.1730812],"[ 1.3469032  -1.952116    2.3329608  ... -1.9305968  -0.43492103
  0.66928416]"
252,The atmosphere is inviting., The atmosphere is hostile.,"[ 0.96313953  0.89723814  1.6260763  ... -0.24516733 -1.9341818
  0.9511278 ]",[ 0.7482573  4.8789816  2.4463515 ... -0.8928026 -2.9721775  1.0993916]
253,The environment is nurturing., The environment is toxic.,[ 1.6977279  2.5757504  3.9796944 ... -2.2760243 -1.3902502  1.4110229],"[ 0.17802958  4.5358024   3.5822678  ... -1.159056   -2.0279374
  2.2482436 ]"
254,The climate is favorable., The climate is unfavorable.,"[ 1.8276707   0.8696461   2.5666702  ... -2.1159563  -0.60014534
  3.720419  ]","[ 1.3138756   1.9223391   2.5967832  ... -1.4351063  -0.54693264
  3.2143288 ]"
255,The feedback was constructive., The feedback was critical.,"[ 0.68038523  3.4940305   0.8265489  ... -1.2620668   0.9900753
 -0.21643741]","[ 0.02894113  4.3276377   0.01920934 ... -1.0604296   1.2238997
  0.9816457 ]"
256,The criticism was helpful., The criticism was hurtful.,"[ 0.40000406  3.342841   -0.33259806 ... -1.0936329   0.8685628
  2.3557417 ]","[-0.92266434  4.7803392   0.08214285 ... -0.76929694  0.77040476
  1.7008916 ]"
257,The advice was sound., The advice was misguided.,[-1.3142154  4.3777566  1.1947432 ... -1.1925747  2.3383577  1.9218677],"[-0.20173922  4.8806615   1.1436025  ... -1.7060896   3.0084977
  2.4050803 ]"
258,The support was unwavering., The support was lacking.,"[ 2.164142    4.526527    0.8550734  ... -0.6332963  -0.24918625
 -0.04121989]",[ 2.1210232  3.692229   1.6127288 ... -0.6945978  0.5912984  0.6701338]
259,The assistance was invaluable., The assistance was useless.,"[ 2.28968     5.7622495   0.87656033 ... -1.6926609   1.491694
  0.20269518]","[ 1.889672    5.7874765   0.75752425 ... -1.3411982   2.6139183
  0.5650106 ]"
260,The effort was appreciated., The effort was unappreciated.,[ 1.3312366  4.8777304  1.0935129 ... -1.078517  -0.7988048  0.4319771],[ 2.209539   4.7836576  1.5520633 ... -1.6923413  0.2418384 -1.1794671]
261,The news was uplifting., The news was disheartening.,"[ 0.32773393  1.5476754   0.58309346 ... -0.6648716   0.03306427
  1.3395354 ]","[ 1.252525    1.593447    1.6053085  ... -1.1989602   0.42007223
  1.422263  ]"
262,The discovery was groundbreaking., The discovery was insignificant.,"[ 0.29638714  3.6785195   1.0450723  ... -1.5425975   0.21745066
  1.139962  ]","[ 2.4341207   2.553746    1.6436012  ... -1.2920382   1.4939858
  0.60278946]"
263,The invention was revolutionary., The invention was useless.,"[ 2.065635    4.591905    1.4788816  ... -1.7181866   0.6358429
 -0.45057434]",[ 3.053681   3.8083954  0.9281572 ... -1.1288215  3.165578  -0.5348486]
264,The innovation was transformative., The innovation was inconsequential.,"[ 0.8944744   4.5057564   1.2687117  ... -0.9643564  -0.43212566
 -0.28947338]","[ 1.3415438   2.2437823   0.841763   ... -1.4383112   0.5878017
 -0.42135552]"
265,The technology was advanced., The technology was outdated.,"[-0.40146464  4.389049    2.1763241  ... -1.3692993  -1.9857346
  1.9352576 ]","[ 0.67427456  4.1432076   1.5247674  ... -1.4120902  -1.2204542
  0.7053068 ]"
266,The solution was ingenious., The solution was flawed.,"[ 1.8517029   4.5050974  -0.1483428  ... -0.09990182 -0.5669321
  0.616598  ]","[ 1.0448385   3.6957688   0.47779685 ...  0.08025642 -0.1854372
  0.8473779 ]"
267,The strategy was effective., The strategy was ineffective.,[ 1.4912497  4.0750895  1.3554947 ... -1.1438811 -0.2825524  1.138165 ],"[ 1.4211421   3.9833      1.1951053  ... -0.90444744  0.84657687
  0.82284576]"
268,The approach was efficient., The approach was inefficient.,"[ 2.3078904   2.8258889   2.16351    ... -0.5007574  -0.25361854
  1.2577578 ]","[ 2.5778732   1.738237    2.4290054  ... -0.8767683   0.43578205
  1.2921793 ]"
269,The method was successful., The method was unsuccessful.,"[ 1.9948738   5.341643    0.9753836  ... -1.3353306   0.11317005
  3.0325544 ]","[-0.00752316  4.9482756   1.2081152  ... -1.6617172   0.8896387
  2.791247  ]"
270,The technique was groundbreaking., The technique was outdated.,"[ 0.40659374  3.9530876   1.3169941  ... -1.3351994  -1.7232914
  1.6206465 ]","[ 1.2977087   3.3050854   0.5958406  ... -0.99118817 -0.6424479
  1.0968769 ]"
271,The process was streamlined., The process was cumbersome.,"[ 1.9610808   1.786594    1.0606081  ... -0.8420566  -0.10839262
  2.0633337 ]","[ 2.5745807   1.2326294   1.629294   ... -0.34691238 -0.32735616
  2.0115044 ]"
272,The system was reliable., The system was unreliable.,"[ 2.597899    4.3528643   1.9021904  ... -0.30295658 -1.1113856
  2.6607902 ]","[ 1.3797461   3.5178235   2.0078053  ... -0.10721211 -1.3652834
  2.605328  ]"
273,The software was user-friendly., The software was frustrating.,"[ 3.3389359   3.422661    0.70971113 ... -1.5572165   0.91922927
 -0.09376577]","[ 2.0147865   3.3988862   1.5658743  ... -1.8591179  -0.13450345
  1.0225108 ]"
274,The program was intuitive., The program was confusing.,"[ 2.8341568   1.6133778   0.75947315 ... -0.61894023  0.88073623
  1.3230994 ]","[ 1.3360922   1.8526703   1.7861313  ... -1.4920263  -0.21899454
  1.6603559 ]"
275,The interface was simple., The interface was complex.,"[ 1.5368049   1.3004816   1.804087   ... -0.83917505  0.22794206
  0.7171844 ]","[ 0.6830468   0.51534843  2.7018037  ... -0.95805824  0.10663524
  2.5843616 ]"
276,The design was elegant., The design was clunky.,"[-1.083626    0.15343943  0.07008386 ... -1.1867156  -1.207308
  1.5151501 ]","[-0.9159284  -0.60335726  1.3109978  ... -0.837066    0.24140406
  0.79141074]"
277,The architecture was sophisticated., The architecture was primitive.,[-1.6850189 -1.6974958  1.2396486 ... -1.3125852 -0.707801   2.346662 ],"[-4.7688502e-01 -1.9810352e+00  1.5974163e+00 ... -1.4492988e-03
 -4.1745521e-02  1.1657150e+00]"
278,The construction was solid., The construction was shoddy.,"[-0.25622827 -0.36364442  1.2925478  ... -0.26823953  0.38201123
  2.0023663 ]","[-0.5558289  -2.076774    1.3325598  ... -0.11673287  0.5948501
  2.1595118 ]"
279,The building was sturdy., The building was dilapidated.,[-1.1853375 -1.6755978  1.2875805 ...  0.1178007 -0.9228093  3.0859094],"[ 0.18029945 -3.7753143   0.795711   ...  0.12731047 -2.6168334
  2.92251   ]"
280,The structure was stable., The structure was unstable.,"[ 1.0489604   0.12244346  1.5138535  ... -0.16193426 -0.30932602
  2.5959523 ]","[ 0.37381753 -0.2147837   1.276874   ...  0.02303462 -0.10434084
  2.8451004 ]"
281,The foundation was strong., The foundation was weak.,"[-0.48506778  2.4544945   2.3058753  ... -0.6541193  -1.4134336
  2.407247  ]",[ 0.708678   1.9987824  2.1958156 ... -0.9195651 -1.2439291  2.5697758]
282,The materials were durable., The materials were brittle.,"[ 0.14965639  2.5376954   1.4990404  ... -1.4863279  -0.4072063
  1.79914   ]","[ 0.10006356  2.87175     1.3531405  ... -1.7448988  -0.17397094
  1.4084775 ]"
283,The craftsmanship was excellent., The craftsmanship was poor.,"[-1.1669626   0.04933951  1.5036386  ... -1.6310574   1.1052372
  2.7024121 ]",[-1.742569  -0.2338574  1.5350161 ... -1.3602853  1.9887521  2.2345738]
284,The product was high-quality., The product was low-quality.,[-0.9809455  4.247698   0.7955094 ... -0.5216388  1.7423073  1.9364957],"[-1.4816707   3.788027    0.8947789  ... -0.7583282   1.9660883
  0.96110606]"
285,The service was exceptional., The service was subpar.,"[ 2.4122167   2.6686513   1.4886078  ... -1.1687062  -0.5746733
  0.65137166]","[ 1.9608849   2.5957458   3.0647094  ... -1.2857751  -0.26581314
  0.3133467 ]"
286,The support was outstanding., The support was inadequate.,"[ 2.6829324   3.3116295   1.5738132  ... -1.3534193   0.26895064
  0.21684822]",[ 2.386976   4.4359217  1.6918852 ... -0.6485815  0.9221679  0.6956919]
287,The customer service was excellent., The customer service was terrible.,"[ 3.048176    0.852017    2.0097435  ... -3.0221422   0.869858
  0.22093761]","[ 2.262675    0.7312011   2.0773542  ... -2.9775972   0.13745545
  0.46227384]"
288,The experience was positive., The experience was negative.,[ 1.7190673  1.4556242  1.6525921 ... -1.6863775  0.6168125  1.6005001],"[ 0.42734748  1.8574654   1.5647676  ... -1.2955309   1.1940016
  1.5007129 ]"
289,The outcome was favorable., The outcome was unfavorable.,[ 1.3287978  3.7162957  1.1163098 ... -1.2346874  2.7215877  2.5500603],"[-0.00679537  3.9790661   1.087829   ... -1.107505    2.237073
  2.2251384 ]"
290,The results were promising., The results were disappointing.,"[ 1.910806    1.7796694   1.6323845  ... -1.0778173  -0.22119264
  3.0170925 ]","[ 2.4669042   0.8741662   0.2137506  ... -1.0805657   0.82666457
  3.1764352 ]"
291,The impact was substantial., The impact was negligible.,"[-0.3636146   5.2077646   1.1809009  ...  0.13797705 -0.41514364
  0.58918893]","[ 1.2627132   3.3661995   1.8055639  ... -0.15745044  0.36894807
  0.9651977 ]"
292,The effect was significant., The effect was insignificant.,"[ 1.0677372   5.265264    0.96155894 ...  0.20228192 -0.88023853
  0.01644528]","[ 3.035736    3.7455      1.1802826  ... -0.2277039   0.01778636
  0.19499254]"
293,The difference was notable., The difference was imperceptible.,"[ 0.40892172 -1.1673564  -0.51448756 ... -0.93201387 -2.2445016
  0.9198058 ]","[ 1.5725307   0.7272407  -0.38649514 ... -0.9086997  -1.8558033
  1.0550845 ]"
294,The change was beneficial., The change was detrimental.,"[ 0.43260399  2.023404    1.5791724  ...  0.84012365 -0.36504993
  0.7092105 ]","[-0.6367866   2.574553    1.4552206  ...  0.9489878   0.23290262
  0.9690412 ]"
295,The improvement was remarkable., The improvement was minimal.,"[ 1.8437716   1.2329216   1.50865    ... -0.68997806  0.26287645
  0.73556495]","[ 2.428398    0.5292669   1.5130718  ... -1.0174614   0.79761386
  0.45030603]"
296,The progress was significant., The progress was slow.,"[ 1.2720718   1.6757736   1.9419448  ... -0.76188993 -0.0329073
  0.8354584 ]","[ 0.27615517  0.29076833  2.6282306  ... -0.11707942 -0.2841894
  2.5272193 ]"
297,The development was positive., The development was negative.,"[ 1.5211523  -0.68839574  1.6873493  ... -0.6455619  -0.11405087
  1.4599427 ]","[ 0.8718952   0.04720135  1.8275772  ... -0.11441238  0.1988028
  1.4517775 ]"
298,The growth was impressive., The growth was stagnant.,"[-1.0720730e-03 -5.4262817e-01  2.4144926e+00 ... -6.4716417e-01
 -3.6812487e-01  2.1100757e+00]","[ 0.7707905  -0.5559188   2.2787788  ...  0.69363844 -0.4481346
  1.7093351 ]"
299,The decline was steep., The decline was gradual.,"[ 0.546425   -2.635323    0.6453739  ... -1.2119744  -0.22046986
  3.1923301 ]","[ 2.0406303  -2.4285226   0.9520451  ... -0.04643767  0.87570524
  2.23389   ]"
300,The increase was dramatic., The increase was modest.,"[ 0.68964475  0.21229716  0.9484998  ... -0.54058504 -0.31344122
  2.6405149 ]","[ 1.8705362  -0.99259394  1.3962433  ... -0.03279046  0.09677152
  2.8179665 ]"
301,The decrease was substantial., The decrease was slight.,"[ 1.3189057e+00 -7.2833949e-01 -2.3436546e-04 ... -6.5055358e-01
  4.3741980e-01  2.1460776e+00]","[ 2.881403   -1.0364044   0.32627317 ... -0.51894176  0.42477164
  2.2083852 ]"
302,The fluctuation was significant., The fluctuation was minor.,"[ 0.63457763  1.2720693  -0.19735865 ...  0.22539651 -1.3215342
  1.5992141 ]","[ 1.6751238   0.37542856 -0.18355    ... -0.10859495 -0.92900735
  1.7083598 ]"
303,The variation was considerable., The variation was negligible.,"[-0.01354389 -2.1393797   1.4441922  ... -1.0783086  -1.9679415
  1.9951845 ]",[ 2.035935  -1.1670107  1.1546972 ... -1.1573708 -0.7294664  1.7095484]
304,The movement was rapid., The movement was sluggish.,"[ 1.1875689   3.030374    1.3030515  ... -0.23406605 -0.38061315
  1.7131157 ]","[ 1.9679139   0.8087042   1.8708086  ... -0.36147943  0.17490014
  1.7822428 ]"
305,The transition was smooth., The transition was abrupt.,[ 2.9435701 -0.8272166  2.4590702 ... -1.5318426  1.3041732  1.2754155],"[ 0.9747735   0.23101768  2.0098672  ... -0.46777433  0.692601
  1.7971106 ]"
306,The transformation was successful., The transformation was unsuccessful.,"[ 0.22329798  2.8286312   0.14652503 ... -1.5469526  -0.940258
  1.8039181 ]","[-0.5194377   2.9099326  -0.3727855  ... -1.8873875   0.28158838
  1.4454234 ]"
307,The conversion was efficient., The conversion was inefficient.,"[ 1.3613064   2.9327674   2.3324723  ... -1.7116525   0.3224152
  0.46266833]","[ 0.46501032  2.5655265   2.2572072  ... -1.750823    0.68356675
  0.93348426]"
308,The adaptation was seamless., The adaptation was difficult.,[ 1.8227907  1.7552204  1.9864359 ... -2.4172406  1.6264553  0.8059578],"[-0.16719869  1.7105286   1.9318545  ... -2.0901256  -0.36732697
  1.2542826 ]"
309,The integration was successful., The integration was unsuccessful.,[ 1.7897339  3.2197793  2.0224776 ... -1.0617319  1.0159686  2.3385031],"[ 0.15115023  3.274734    1.5810772  ... -1.5778729   0.6530026
  2.5374284 ]"
310,The performance was optimal., The performance was suboptimal.,"[ 0.11977728  0.7669749   0.28838992 ... -1.5523418  -0.7731369
  1.3392197 ]","[-0.28138468 -0.26159576  0.6912779  ... -2.347081    0.44038838
 -0.65702015]"
311,The productivity was high., The productivity was low.,"[ 0.723493    1.343091    1.9608574  ... -1.3666857   1.2346379
  0.73498905]",[ 1.3151126  0.9135189  1.9975058 ... -1.2852383  1.0700505  0.6616324]
312,The efficiency was excellent., The efficiency was poor.,"[ 2.3513918   3.1660547   2.513059   ... -1.8314297  -0.03619003
  0.32019466]","[ 1.7278109   2.3453822   2.8581154  ... -1.8106592   0.03350348
  0.54813343]"
313,The effectiveness was significant., The effectiveness was minimal.,[ 2.7219167  3.7038033  2.225739  ... -1.5848433  1.1663935 -0.8057666],"[ 2.5884955   3.06056     2.4746532  ... -1.7773707   0.58820945
 -0.7731833 ]"
314,The contribution was substantial., The contribution was minimal.,"[ 0.9769991   2.9016232   0.76779133 ... -0.72041047  1.0192356
  0.47936884]","[ 1.7903541   1.8427941   0.84606    ... -0.76400685  1.6667244
  0.7033831 ]"
315,The involvement was active., The involvement was passive.,[ 1.9267292  2.0340304  2.0667834 ... -1.2083985 -1.7151558  2.137631 ],"[ 2.8562858   3.3673408   2.0334792  ... -0.5487241   0.72228587
  1.5700711 ]"
316,The participation was enthusiastic., The participation was apathetic.,[ 1.2506007  1.0711306  1.4813931 ... -2.1051178 -1.0233027  3.003688 ],"[ 2.8667037   0.7092958   1.3191622  ... -2.062908   -0.37802497
  1.2351515 ]"
317,The engagement was high., The engagement was low.,"[ 0.10552514  0.76404804  0.82760924 ... -1.1179454  -0.04082727
  3.6460586 ]","[ 0.7990199   1.7596802   0.96949613 ... -2.022176    0.8275641
  2.2759445 ]"
318,The collaboration was productive., The collaboration was unproductive.,"[ 1.8099205  -0.6451793   1.4901963  ... -1.6144428   0.03210182
  1.0235821 ]",[ 2.044815   0.9140323  1.4936477 ... -0.7409633  0.6122484  1.6812292]
319,The teamwork was excellent., The teamwork was poor.,"[ 2.7546411e+00  2.5873899e-03  1.7262634e+00 ... -2.9302821e+00
  2.0668077e-01  1.3603836e+00]","[ 1.7855085  -0.09767804  2.1779215  ... -3.0342362   0.13758679
  1.6585562 ]"
320,The leadership was strong., The leadership was weak.,"[-1.3080393   3.008913    1.9057287  ... -0.44984403 -1.2454586
  1.4754605 ]","[-0.44679278  2.796992    1.6837431  ... -0.3955825  -0.21840815
  1.4474684 ]"
321,The management was effective., The management was ineffective.,[ 2.4465618  0.9819435  1.8967845 ... -2.652415  -1.3613113  0.8227026],"[ 0.9455754   2.0692935   1.5575145  ... -1.7458338  -0.18284902
  0.9833368 ]"
322,The organization was efficient., The organization was chaotic.,[ 3.231894   2.431724   2.376089  ... -1.5131632 -2.6049786  0.6986435],"[ 1.1063963   0.14388552  2.2482193  ... -0.25137997 -1.0588565
  0.87327206]"
323,The strategy was well-executed., The strategy was poorly executed.,"[ 0.04169056  2.423395    0.6574597  ... -1.3068382  -0.22380345
  0.67812777]","[ 0.0078489   3.0177114   1.1816126  ... -1.1746489   0.42931414
  1.0326687 ]"
324,The plan was successful., The plan was unsuccessful.,"[ 2.1421998   2.9001572   1.4051231  ... -1.1938385  -0.43411088
  2.3242726 ]",[ 1.2228615  3.1130059  0.8752222 ... -1.105316   0.33246    1.7189909]
325,The project was completed on time., The project was delayed.,"[-0.45976827 -0.66291034  1.2425282  ... -0.9251183  -1.8463621
  0.97183424]","[ 0.32728583 -0.35411054  0.56746155 ... -0.5030828  -0.93875396
  2.4660769 ]"
326,The goal was achieved., The goal was not achieved.,"[ 1.2128279   5.4143476   1.0049164  ... -0.82176006 -0.01216264
  1.6054449 ]","[ 0.77249557  7.021463    1.0575248  ... -0.7541683   0.94266003
  1.1611054 ]"
327,The objective was accomplished., The objective was not accomplished.,"[ 0.87857133  5.208706    1.0760598  ... -0.7694031  -0.1161386
  1.0524932 ]","[ 0.42388335  6.720213    1.2277592  ... -0.5422855   0.98157924
  1.012505  ]"
328,The task was completed successfully., The task was not completed successfully.,[ 0.8246656  3.7382853  1.7961707 ... -1.3857965 -0.4473823  2.3053715],[-0.0762009  4.5413885  1.080796  ... -1.1075342 -0.6152574  1.8878711]
329,The assignment was finished on time., The assignment was not finished on time.,[-1.5250286  0.7902244  1.418005  ... -1.0763816 -1.8337353  2.1589594],"[-0.43854773  1.298856    1.1678585  ... -0.47111875 -1.4885204
  1.8410845 ]"
330,The work was excellent., The work was substandard.,"[ 0.17547937  1.1665771   0.83007276 ... -0.34834415  0.5736657
  1.9556997 ]","[ 0.16002989  0.5749675   2.529745   ... -0.6803829   0.5190454
  1.0506886 ]"
331,The quality was high., The quality was low.,"[-1.4487219   2.2311864   1.2458442  ... -0.6080574  -0.47975627
  2.0405228 ]","[-1.9330727   2.272079    1.6403106  ... -0.80936795 -0.3142944
  1.0219024 ]"
332,The outcome was positive., The outcome was negative.,"[ 0.86352766  4.40011     1.1928505  ... -1.407669    1.4644724
  2.0001688 ]","[ 0.3753074   4.5689025   0.89330196 ... -1.8031082   1.8620522
  1.1027422 ]"
333,The result was favorable., The result was unfavorable.,[ 2.0182042  3.9256394  0.7034961 ... -1.11571    1.9445698  2.7921758],"[-0.36402822  3.9592674   0.34245607 ... -1.1387848   1.6242863
  3.0307088 ]"
334,The impact was positive., The impact was negative.,[0.42286682 4.8246565  1.4620483  ... 0.22455907 0.01790628 0.523837  ],[0.02667663 3.4415665  1.68626    ... 0.11310456 0.65265644 0.77165926]
335,The effect was positive., The effect was negative.,"[ 1.9715149   5.420328    1.5765116  ...  0.10226168 -0.40505353
  0.11656769]","[ 1.4729488   3.9670234   1.7631862  ... -0.4362672   0.4349126
  0.25173923]"
336,The weather forecast is promising., The weather forecast is bleak.,[ 1.9906439 -0.9503355  1.220462  ... -2.1768084 -1.9095669  3.2286355],"[ 1.2748941  -2.883375    0.15101992 ... -1.9078315  -1.7525166
  3.4993937 ]"
337,The economic outlook is optimistic., The economic outlook is pessimistic.,"[ 0.74662894 -1.7919337   2.7894943  ... -3.242527   -0.06312803
  4.3824267 ]","[ 0.4160469  -2.4273455   2.391264   ... -3.4410589   0.56618935
  3.7646077 ]"
338,The market trends are positive., The market trends are negative.,"[ 2.9568605  -2.7408545   2.4980924  ... -0.21096338 -1.3074793
  3.5251482 ]","[ 1.9053936  -1.4301656   2.0527685  ...  0.11276382 -0.7957
  3.625057  ]"
339,The sales figures are encouraging., The sales figures are disappointing.,[ 0.8982039 -1.2636324  2.952514  ... -2.184796  -1.8675365  2.2516081],[ 0.6880675 -1.635435   2.6902142 ... -1.3379679 -1.8578235  2.7454946]
340,The company's performance is strong., The company's performance is weak.,[ 2.3791697 -0.1616392  3.0374439 ... -2.26914   -3.1599948  2.557197 ],"[ 2.1250365  -0.72388846  3.417376   ... -2.1851082  -2.9745345
  2.5004113 ]"
341,The investment is lucrative., The investment is risky.,"[-1.6361393   2.7492614   2.8733208  ... -1.2544158   0.91075885
  2.816117  ]",[-1.6849289  3.8950963  3.6167915 ... -0.5474989  1.216704   2.3380656]
342,The opportunity is promising., The opportunity is questionable.,"[-1.3513931   4.7507334   3.319849   ...  0.7724927  -1.2818112
  0.04579701]","[-0.7440462   4.902972    2.9097652  ...  0.28381592 -0.009128
  0.47354168]"
343,The venture is successful., The venture is failing.,[ 1.6467984  2.0622444  1.6326252 ... -0.5594382 -1.4374573  1.9129442],"[ 0.96434146  3.376822    1.767237   ...  0.2079105  -0.97630274
  1.590366  ]"
344,The project is on track., The project is behind schedule.,"[ 0.7126185  -1.0951244   2.0775797  ...  0.56819195 -1.7084471
  1.8509935 ]","[-0.98489785 -0.8080519   0.89955544 ... -0.4595481  -2.9084988
  1.7765764 ]"
345,The deadline is manageable., The deadline is impossible to meet.,"[ 0.87145674 -1.4239552   2.6734397  ... -0.9941376   0.3011983
  3.4039426 ]",[-1.4374495  2.4372156  1.2937189 ... -0.6973774  2.159924   3.5648327]
346,The task is achievable., The task is insurmountable.,"[ 1.8015645   1.7901423   1.5244627  ... -0.43620998 -0.4957254
  1.8407042 ]","[-0.14426038  3.3580797   0.06515348 ... -0.6490921   0.12963602
  1.2642138 ]"
347,The goal is attainable., The goal is unattainable.,"[ 0.10760405  4.513471    0.59752077 ... -0.64890295  1.3138007
  1.8282598 ]","[-0.2677313   5.009494    0.52870876 ... -1.1548525   0.9431273
  0.8290193 ]"
348,The objective is realistic., The objective is unrealistic.,"[-0.6947943   3.810004    0.6563011  ... -0.3660866   0.28271252
  1.3533356 ]","[ 0.15181756  5.5296865   0.9765576  ... -0.40129584  0.84977037
  1.1689591 ]"
349,The ambition is achievable., The ambition is impossible.,"[ 0.24808435  3.435604    1.186752   ... -0.19886322 -0.9495789
  1.416033  ]","[-0.71915656  5.1744967   1.8894141  ...  0.05557593  0.03136365
  2.076928  ]"
350,The dream is attainable., The dream is impossible.,"[-0.1098418   3.0614483   0.9488885  ... -1.2627358  -0.40496588
  2.1264687 ]",[0.07294102 5.6222763  1.3175123  ... 0.05742242 0.868703   2.3369324 ]
351,The vision is clear., The vision is unclear.,"[-1.8440107   3.1645775   2.085247   ... -0.82359856 -2.5903604
  1.2343094 ]",[-2.159181   1.1018102  3.009208  ... -1.0889775 -1.920668   1.9692217]
352,The plan is well-defined., The plan is vague.,"[ 1.236353   -0.64563066  2.5037467  ... -0.80978423 -0.3168143
  0.7867718 ]","[ 1.1554650e+00  4.9810809e-01  2.2670035e+00 ... -1.0470867e+00
  9.0154709e-04  1.1981899e+00]"
353,The strategy is sound., The strategy is flawed.,"[-0.61846334  3.0293794   2.1873577  ... -0.4683525  -0.39195856
  1.1093202 ]","[ 0.556953    2.9755237   1.2099123  ... -0.5047665   0.67318404
  1.7556276 ]"
354,The approach is effective., The approach is ineffective.,[ 2.2508602  3.167963   1.6354916 ... -0.4666776 -0.8417885  1.3198736],[ 2.2407897  3.2727532  1.8030964 ... -0.7201202  1.0388064  1.2383274]
355,The method is efficient., The method is inefficient.,"[ 3.2332168   4.743522    1.0636564  ... -0.31199342  0.16938195
  2.3224175 ]","[ 1.2171155   1.5569985   1.107838   ... -0.43354726  0.09699091
  2.7453158 ]"
356,The technique is proven., The technique is unproven.,"[ 0.8517624   5.533746    0.87649727 ... -1.1876884  -0.916769
  2.6398864 ]","[ 1.4654263   4.269022    0.48743472 ... -0.21519002 -0.9350295
  2.0988817 ]"
357,The technology is reliable., The technology is unreliable.,[ 1.8119587  5.8600364  1.6373489 ... -0.723616  -1.4913673  2.3579307],[ 0.561436   5.3971663  1.6865005 ... -1.1118162 -2.0433638  1.891283 ]
358,The system is robust., The system is fragile.,"[ 2.502588    4.8767705   1.5237796  ...  0.06359601 -1.3837829
  2.8222594 ]",[ 1.2737765  4.6195235  2.030556  ... -0.7406821 -2.0032299  3.6010525]
359,The process is streamlined., The process is cumbersome.,"[ 2.0816891   2.8453698   1.5035889  ... -0.26786977 -0.03855305
  2.4936385 ]","[ 2.1518958   1.992959    1.8291013  ... -0.41349977 -0.8653983
  2.4853785 ]"
360,The workflow is smooth., The workflow is chaotic.,"[ 3.4557636  -1.0380064   2.0492516  ... -1.127524    1.4305608
  0.93421316]","[ 1.0805383  -1.5755341   1.3737133  ...  0.20740795  0.6620546
  1.6537559 ]"
361,The communication is clear., The communication is poor.,[ 0.9388021  5.106763   2.3898423 ... -2.0485623 -1.1341352  0.923766 ],"[-0.08034687  4.5911913   2.0994866  ... -1.7067776  -1.1484997
  1.5304438 ]"
362,The collaboration is seamless., The collaboration is difficult.,"[ 1.80217    -0.8132728   1.6672804  ... -1.1005285   0.79466987
  0.8368471 ]","[ 0.46238574 -0.2720163   2.2336087  ... -1.4333415  -1.1644595
  2.2920723 ]"
363,The teamwork is exceptional., The teamwork is poor.,"[ 2.5822887   0.02644379  1.7820524  ... -2.327783   -0.6667654
  1.07461   ]","[ 1.7691305   0.5451647   2.2789588  ... -2.906242   -0.62472504
  1.7901542 ]"
364,The leadership is strong., The leadership is weak.,"[-0.93247354  2.692636    2.2298837  ... -0.26202124 -2.3910596
  1.5575043 ]","[-0.68496     3.1232655   1.7975504  ... -0.11707834 -0.8476006
  1.4382826 ]"
