,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
236,The punishment was severe.,The punishment was harsh.,"[-1.4331458   6.8626595   0.82151717 ... -2.2285347   1.1294457
  1.7808657 ]",[-1.4390337  6.2988114  0.0965219 ... -2.1072974  1.0164865  1.4429066]
237,The crime was heinous.,The crime was atrocious.,"[-0.11492173  4.333534    1.764689   ... -0.55812174 -0.90908056
  1.1868309 ]","[-0.12313429  4.332575    0.8001763  ... -1.1234995  -1.2638885
  1.8860346 ]"
238,The offense was serious.,The offense was grave.,"[ 0.23419578  3.0338879   2.3044257  ... -1.529865    1.8668067
  3.641816  ]","[-0.20778804  3.0712256   2.4769566  ... -1.3620095   1.4590297
  3.3636715 ]"
239,The law was broken.,The law was violated.,"[ 0.24834509  6.3517995   3.184435   ... -2.3764985   1.2226841
  2.250485  ]",[ 0.3771394  6.1510515  3.3126404 ... -2.4423175  1.502798   2.8154912]
240,The rule was disregarded.,The rule was ignored.,[ 1.7584146  2.7410634  0.5758249 ... -3.1152709  2.2945035  2.2302542],"[ 0.7833784   2.4729218   0.31441075 ... -2.3521197   2.2893682
  2.9877002 ]"
241,The order was disobeyed.,The order was flouted.,[ 1.4625007  4.924408   0.8112416 ... -1.1761088 -0.6092386  2.0175903],"[ 0.1799022   3.7580898   0.79629517 ... -1.1007363   0.39682245
  2.1444008 ]"
242,The command was refused.,The command was rejected.,"[-0.25280434  7.9185357   1.2245214  ... -1.2864848   0.70620716
  3.0984468 ]","[-1.062814    6.5292587   0.97130287 ... -2.268044    0.81758654
  3.0691524 ]"
243,The request was granted.,The request was approved.,[ 0.4200801  5.618444   0.383079  ... -0.6860562  0.9599918  1.7844661],"[ 0.19757003  5.677182    0.6959489  ... -0.9378767   0.8330927
  1.7517195 ]"
244,The application was accepted.,The application was approved.,"[ 2.6336327   3.650121    1.4886082  ... -2.4833639  -0.27024874
  0.06620103]","[ 2.89786     3.010882    1.2479814  ... -1.884553   -0.36558142
  0.678017  ]"
245,The proposal was rejected.,The proposal was denied.,"[ 1.2154429   2.6475205  -0.02645338 ... -0.6808673   0.72607225
  2.2613223 ]","[ 1.1771557   2.946273   -0.1024425  ... -0.67030436  0.55430794
  2.4095314 ]"
246,The offer was declined.,The offer was refused.,"[ 2.0874043   5.808109    0.71393496 ... -1.0662777  -0.15331379
  1.9014823 ]","[ 1.7763002   5.997041    0.5609002  ... -0.6060044   0.00696705
  1.7011284 ]"
247,The invitation was accepted.,The invitation was welcomed.,"[ 1.5802656   3.900906    1.5014184  ... -0.561158   -0.37286407
  2.0783195 ]","[ 1.7348869   3.4569821   1.3574744  ... -0.17943846 -0.07140346
  1.9634316 ]"
248,The suggestion was considered.,The suggestion was contemplated.,"[ 0.25929233  1.9237522   2.35108    ... -0.5740154   0.229741
  0.9230183 ]","[ 0.01891503  0.38021633  0.8868803  ... -0.09017992  0.54128903
  1.1914346 ]"
249,The idea was innovative.,The idea was groundbreaking.,"[-0.23888035  1.8931558   0.96676224 ... -0.52971166 -2.3499084
  1.4455575 ]","[ 0.42270923  2.3038204   1.2984674  ... -0.6058777  -1.999555
  1.3724983 ]"
250,The concept was original.,The concept was novel.,"[-0.84934235  0.44153827  1.057035   ... -1.5032527  -1.2119029
  1.546096  ]","[-0.18839283  0.39638263  1.9528654  ... -1.5378641  -1.5591443
  1.4525297 ]"
251,The plan was ambitious.,The plan was audacious.,"[ 0.41142088  1.6293316   2.2579741  ... -0.6847669  -1.7457482
  1.9432366 ]","[-0.03709165  3.0556705   1.80018    ... -1.0167929  -1.367133
  1.2619818 ]"
252,The strategy was effective.,The strategy was successful.,[ 1.4912497  4.0750895  1.3554947 ... -1.1438811 -0.2825524  1.138165 ],"[ 1.1908543   3.851792    1.0218226  ... -1.0713938  -0.15571487
  1.7260678 ]"
253,The method was efficient.,The method was effective.,"[ 2.748267    4.869714    1.7294185  ... -0.7429737  -0.10680356
  2.1151958 ]","[ 2.458434    5.804935    1.1534634  ... -1.1543791   0.11797645
  2.3396585 ]"
254,The technique was skillful.,The technique was adept.,"[ 0.43091264  3.3675098   1.0246301  ... -1.103727   -0.91649556
  2.4656978 ]",[ 0.8377603  2.8055966  1.2937285 ... -1.3413706 -1.0282956  2.2492785]
255,The skill was exceptional.,The skill was outstanding.,"[ 0.6792107   3.5947666   0.61187875 ... -1.3780565   0.99709207
  2.3358986 ]","[ 0.5534072   3.9921813   0.31910557 ... -1.4010534   1.1672367
  2.2355676 ]"
256,The ability was remarkable.,The ability was extraordinary.,"[ 0.46150583  6.5275865   1.344058   ... -1.0861171   0.37369788
  1.398465  ]","[ 0.3119516   7.0275955   1.5093069  ... -1.0727962   0.21771392
  1.3107225 ]"
257,The talent was evident.,The talent was apparent.,"[-1.545043    2.5653555  -0.10896657 ...  0.6009475  -1.8150374
  1.475634  ]","[-1.7495228   2.6056886  -0.21353963 ...  0.825164   -1.6123718
  1.4504855 ]"
258,The potential was great.,The potential was immense.,"[ 0.04976196  5.5989814   1.6783965  ...  0.55768824 -1.5341508
  0.6927979 ]","[-0.065098    5.710078    1.6563362  ...  0.92523843 -1.7283144
  0.20476012]"
259,The opportunity was missed.,The opportunity was lost.,"[-0.9427045   5.10569     3.0668197  ...  0.7745943  -0.6963898
 -0.07909042]","[-0.7742789   5.300246    3.524978   ...  0.78268015 -0.40031475
 -0.04919083]"
260,The chance was squandered.,The chance was wasted.,"[-1.603409    3.3095117   2.7154148  ... -0.11537598  1.5923223
 -0.7797376 ]","[-0.76747787  3.224708    2.9519172  ...  0.564091    1.9971025
 -0.42882442]"
261,The risk was high.,The risk was considerable.,"[-1.3731877   3.3946934   3.7873492  ...  0.13647188 -0.67453986
  1.1911168 ]","[-1.4700857   3.7165437   3.3447685  ...  0.10877309 -0.3855039
  0.6096865 ]"
262,The danger was real.,The danger was imminent.,"[-1.8370838   4.725874    1.3632313  ... -0.01295114 -1.2533342
  1.3082349 ]",[-1.2227587  4.601064   1.4081943 ...  0.3697014 -0.4001902  2.3771849]
263,The threat was serious.,The threat was grave.,[-1.1955032  6.2653117  3.236348  ... -0.7774309 -2.7886534  2.3663173],"[-1.1899548   6.136899    3.3028817  ... -0.96662694 -2.9338088
  2.441384  ]"
264,The warning was ignored.,The warning was disregarded.,"[-0.6414572   4.7750044   0.5676502  ... -2.2986426  -0.10553179
  2.6765099 ]","[ 0.7143157   4.769624    0.7790718  ... -2.9076421   0.31548753
  2.1618621 ]"
265,The advice was heeded.,The advice was followed.,[-0.9520169  5.131969   1.1974579 ... -1.6554593  2.2717645  2.2463858],"[-0.38005075  4.140107    0.5837736  ... -1.3518883   2.0646527
  2.1039505 ]"
266,The instruction was obeyed.,The instruction was followed.,"[-0.17051668  5.904527    0.6816344  ... -1.4881755  -0.41377684
  2.3263233 ]","[-0.44291338  3.9496937   0.21510634 ... -1.3177996  -0.6321787
  2.9801078 ]"
267,The order was executed.,The order was carried out.,"[ 0.03331548  4.919806    0.68114245 ... -0.42270103 -0.09984732
  2.1190948 ]","[ 0.44484153  5.2548256   0.56987095 ... -1.0672336   0.38494778
  2.4084733 ]"
268,The mission was accomplished.,The mission was completed.,"[ 0.8386078   6.5546966   1.406101   ... -0.66447467 -2.4517753
  1.2374964 ]",[ 1.0423232  6.8447647  2.408504  ... -0.4004436 -2.7448592  0.7153853]
269,The quest was successful.,The quest was triumphant.,"[ 2.579465    4.7805514  -0.21000281 ... -1.6245416   0.17644748
  1.6193606 ]","[ 3.133479    3.6712554  -0.54934126 ... -1.7539577  -0.12696767
  1.721569  ]"
270,The search was fruitless.,The search was unsuccessful.,"[ 1.9728016   2.5769866   1.8090734  ... -1.2513855  -0.95287293
 -0.45433763]",[ 0.2777849  3.4562836  1.4263697 ... -1.5151179 -0.7920892  1.260267 ]
271,The investigation was thorough.,The investigation was exhaustive.,"[ 1.7894204   0.45987827  1.5586166  ... -0.5577369  -1.1007154
  2.027226  ]","[ 1.8966639   0.02280071  1.8991003  ... -0.25481138 -1.5409882
  2.0437078 ]"
272,The study was comprehensive.,The study was extensive.,"[ 1.5403684  -1.8161345   2.3604753  ... -1.0119671   0.6305758
  0.14231634]","[ 1.2466764  -2.2928023   2.6878567  ... -0.27808085 -0.71721697
  0.5880115 ]"
273,The research was detailed.,The research was meticulous.,"[ 1.6811501  -1.3058646   2.4826102  ... -1.263594   -0.12789568
  0.96684897]","[ 1.705734   -0.9859648   2.2158911  ... -0.6679558  -0.28185245
  1.7468792 ]"
274,The analysis was accurate.,The analysis was precise.,"[ 1.2163069   0.80107343  0.5430908  ... -1.3449628  -0.40827855
  2.6696992 ]",[ 0.9895805  1.0444788  1.0370351 ... -1.0728171 -1.0528122  2.1693075]
275,The conclusion was logical.,The conclusion was rational.,"[ 1.5697937   1.2010691  -0.47511935 ... -0.09042718  1.3417231
  1.9682786 ]","[ 1.4393722   1.6386058  -0.5107245  ... -0.13777278  1.4352696
  2.8057618 ]"
276,The argument was convincing.,The argument was persuasive.,[ 1.8473297  3.1453903  1.8836479 ... -2.0514584  1.2699965  3.214835 ],[ 1.4146732  2.8009844  2.1657586 ... -2.0381312  1.4330696  3.0634892]
277,The evidence was compelling.,The evidence was strong.,[ 1.051398   4.236231   1.3184032 ... -0.6246096  2.3402781  4.289417 ],[ 1.0195842  3.7774403  1.7470877 ... -0.2538117  2.755626   4.670616 ]
278,The proof was undeniable.,The proof was irrefutable.,[1.0713139  3.936686   0.01117547 ... 0.02214005 1.9414883  4.547774  ],"[ 1.1704687   4.9030356   0.09224449 ... -0.0237174   1.9862344
  4.921451  ]"
279,The fact was indisputable.,The fact was undeniable.,"[-0.67629445  2.441769   -0.46840444 ...  0.10779373  0.14375806
  2.7959492 ]","[-0.9740845   2.3031373   0.11516563 ...  1.4725821   0.2947988
  2.312517  ]"
280,The truth was revealed.,The truth was uncovered.,"[-0.86328983  3.398417    1.1522224  ...  0.60642254 -2.3273797
  1.7279129 ]",[-1.0967008  3.765284   1.5950954 ...  0.4412175 -2.2115614  1.621793 ]
281,The secret was kept.,The secret was concealed.,"[ 1.6769991   5.093666    3.9205003  ...  1.3790352  -0.370109
  0.36040518]","[ 1.7708805   5.088445    3.2777648  ...  1.3064611  -0.887846
 -0.23622556]"
282,The mystery was solved.,The mystery was unraveled.,"[ 1.8121636   2.3142724   2.3231814  ...  0.45395136 -0.8050375
  1.4905113 ]","[ 1.5090755   1.5845385   1.4747291  ... -0.04036784 -1.1879543
  0.593882  ]"
283,The puzzle was solved.,The puzzle was resolved.,[ 2.6772895  0.9570198  2.2136512 ... -0.5463935  0.8394415  1.3734393],[ 2.3621852  0.7731387  2.1618996 ... -0.5262758  1.1056266  1.4092476]
284,The problem was complex.,The problem was intricate.,"[ 0.14113736  0.44035682  3.009446   ... -0.01988452 -2.6300035
  1.2462219 ]","[-0.04597931 -0.3667118   2.6000283  ...  0.01202258 -2.6879196
  1.1187332 ]"
285,The situation was complicated.,The situation was convoluted.,"[ 0.05830023 -1.4818331   2.0830722  ... -0.42777187 -1.8633798
  4.2849145 ]",[ 1.4111227 -1.2825574  1.0846249 ...  0.9506075 -3.4392865  3.4631202]
286,The circumstances were unusual.,The circumstances were extraordinary.,"[ 0.31246266  0.05136027 -0.06870532 ... -0.852234   -1.453051
  3.0323849 ]","[-0.23048516  1.4110453  -0.23128262 ... -0.7162733  -1.1916277
  3.250962  ]"
287,The event was unexpected.,The event was surprising.,"[-0.60611683 -0.9003068   0.6594175  ... -0.756566   -1.5813924
  2.291779  ]","[-0.45474887 -1.1618786   0.8751291  ... -1.2302059  -1.3817911
  3.3114178 ]"
288,The occurrence was rare.,The occurrence was unusual.,"[ 0.16183688 -1.8867518   1.3471762  ... -0.05692434 -0.29559177
  1.1743758 ]","[ 0.5647173  -1.930898    0.612466   ...  0.05610696 -0.7457603
  1.6356509 ]"
289,The incident was significant.,The incident was momentous.,[ 0.5438476  1.7105764  1.5074594 ... -0.6398609 -2.2392135  2.4693556],"[-0.19630535  0.8526835   1.0381376  ... -0.19282638 -1.6339215
  2.7620678 ]"
290,The experience was unforgettable.,The experience was memorable.,"[-0.82815295  2.583783    1.4626285  ... -1.0020206   0.6015688
  2.153362  ]","[-0.75616384  1.5586698   1.4054022  ... -1.1344473   0.26320058
  2.1049266 ]"
291,The moment was precious.,The moment was valuable.,"[-2.1237473   2.1057253   0.21684428 ...  0.1822631   0.7661228
  0.29965007]","[-1.4025835   2.9893107   0.9001721  ...  0.08785005  1.0961205
  0.29410884]"
292,The time was precious.,The time was valuable.,[-1.2064438 -0.6704062  2.2695594 ... -0.3286963  1.4307505  1.4256961],"[-1.0163262  -0.4988808   2.6727715  ... -0.44569653  1.3601117
  1.1971159 ]"
293,The day was memorable.,The day was unforgettable.,"[-0.1040711  -3.2636724   0.83806    ...  0.91931736  0.10627947
  1.1396887 ]","[-0.38207406 -2.5920844   1.1764889  ...  1.0409166   0.33067957
  1.122651  ]"
294,The life was full.,The life was rich.,"[-0.44420066  2.3261073   2.5269077  ...  1.1921923  -1.6388153
  1.0460354 ]","[-0.25673515  3.5868015   2.725509   ...  0.4601156  -1.5430725
  1.0560448 ]"
295,The journey was long.,The journey was extensive.,"[ 0.19276953 -1.0861795   2.2821813  ...  0.7000464  -0.9331509
  1.8411001 ]","[ 0.59908706 -1.5978105   2.64395    ... -0.16334693 -0.36046892
  1.5092528 ]"
296,The path was clear.,The path was obvious.,[2.0975654  1.1418505  1.9876053  ... 0.17501846 0.12529755 0.8407475 ],[1.0657208  1.186682   1.0741754  ... 0.7419157  0.20069747 0.8649826 ]
297,The way was easy.,The way was straightforward.,[2.6504645  3.1973977  1.4615413  ... 0.8117954  2.7996469  0.63562644],[2.1098835  2.710081   1.0970664  ... 0.82537013 1.8067127  0.27372167]
298,The road was winding.,The road was twisting.,[ 1.3567203 -1.3025     3.2015038 ...  0.5022065 -1.761368   1.5439944],"[ 0.511061   -0.3914681   2.662524   ...  0.23111656 -1.4586233
  1.5795004 ]"
299,The destination was reached.,The destination was arrived at.,"[-0.31221998  2.412808    1.8744259  ... -0.65848255  0.9941791
  2.1452503 ]","[-0.71707124  1.778169    1.9354982  ... -1.2241658   1.0884976
  2.3204947 ]"
300,The goal was in sight.,The goal was visible.,[0.36235192 4.120682   2.0777194  ... 0.03490614 0.73825866 2.724639  ],"[ 0.09395266  2.6909416   1.5129942  ... -0.43048137 -0.25331086
  0.6646935 ]"
301,The future was uncertain.,The future was unpredictable.,"[-1.6278667   0.4760661   2.29419    ... -0.46621665 -0.18218881
  1.8139508 ]","[-1.5734453   0.9313278   2.119474   ... -0.44436464 -0.27887595
  1.3995345 ]"
302,The weather was terrible.,The weather was awful.,"[-0.44730368 -1.0749543   0.00545874 ... -1.5621936  -2.0299726
  2.394693  ]","[-0.50505716 -1.7811038   0.18166137 ... -1.7298046  -2.2054036
  2.0046754 ]"
303,The storm was raging.,The storm was furious.,[-1.2759746  1.7377298  1.4153512 ...  1.3640895 -2.6516118  0.3631598],"[-0.62219715  1.089167    1.7899992  ...  0.4342289  -2.3226073
  1.1722496 ]"
304,The wind howled fiercely.,The wind shrieked fiercely.,"[ 0.18492496  1.9577636  -2.7057288  ... -0.16634244  0.08526155
  0.38206115]","[ 0.60840017  0.63599724 -0.12698507 ... -0.22248562 -0.2390519
  0.5016752 ]"
305,The rain poured down.,The rain plummeted down.,"[-0.53591883  2.664374   -0.79451627 ...  0.79414046 -4.8973403
  0.91440594]","[ 0.3039058   1.3956413  -0.2187448  ... -0.5549312  -3.1585057
  0.27592978]"
306,The sun shone brightly.,The sun blazed brightly.,"[-0.27433774  2.73294     1.4305806  ...  0.06041124 -3.549381
  3.1128137 ]",[-1.1303673  3.217295   0.709584  ...  1.3551534 -3.1045628  3.0187843]
307,The sky was clear and blue.,The sky was cloudless and azure.,"[-0.33496246 -2.729098    3.38007    ... -1.7419034  -3.0469804
  1.1092157 ]","[-0.7184675  -2.4940484   3.6190848  ... -1.5604059  -3.7903435
  0.55606294]"
308,The birds sang sweetly.,The birds warbled sweetly.,"[ 1.6280502   1.907969   -0.75354004 ... -3.1070232  -1.3036145
  0.15671383]","[ 2.0313525   0.9443761  -1.0255717  ... -2.7528007  -0.5064332
  0.51788056]"
309,The flowers bloomed beautifully.,The flowers blossomed beautifully.,"[ 2.0379303   0.8630151  -0.782125   ... -0.20239566 -3.3958664
  2.2094448 ]","[ 2.5629675   0.6270416  -1.0680763  ... -0.32637706 -2.9810503
  2.3152215 ]"
310,The trees swayed gently.,The trees rocked gently.,"[-0.4305061  -0.85655284 -2.162484   ... -0.36205387 -1.0949365
  2.2051914 ]","[ 1.1620785  -0.31341898 -0.7346408  ... -0.5366386   1.051966
  1.7609453 ]"
311,The leaves rustled softly.,The leaves whispered softly.,"[ 1.6504155  -1.4151164  -2.4152122  ...  0.06964452 -2.1669977
  1.2179308 ]","[ 3.7369957  -0.888731   -1.6626062  ... -0.38364947 -2.4239109
  1.7035246 ]"
312,The river flowed calmly.,The river meandered calmly.,[ 3.3305848  1.1468503  1.2797154 ... -0.7850906 -2.2497113  0.7686659],"[ 2.5180137  -3.6669216   0.8795842  ... -1.6747729  -1.7465765
  0.37521023]"
313,The ocean waves crashed powerfully.,The ocean waves pounded powerfully.,[ 1.1641015  3.6735377 -0.2884237 ...  1.0695533 -2.0233808  1.7789018],"[ 0.18405661  3.6041272  -0.6609102  ...  1.2488081  -1.6377661
  1.4871986 ]"
314,The sand was warm and soft.,The sand was toasty and silky.,"[-0.38081527 -0.13040267  3.409335   ... -1.7941046   0.5686225
  1.8158163 ]","[-1.4531924   0.37448016  2.9675756  ... -1.3445659   0.3290274
  1.611729  ]"
315,The beach was crowded.,The beach was thronged.,[ 1.1122038 -3.6960258  4.17822   ...  1.0370458  1.0143373  4.02706  ],[ 1.0563467 -4.351847   3.3878136 ...  1.1674349  1.6709099  3.916124 ]
316,The water was cool and refreshing.,The water was crisp and invigorating.,"[ 0.51966983  0.83816427  1.4092062  ...  0.27694058 -1.7602338
  2.017986  ]","[ 0.7073796   1.4063073   0.8015848  ... -0.23530895 -3.0136964
  0.9798267 ]"
317,The air was fresh and clean.,The air was pure and bracing.,"[ 2.3118901   0.6658144   1.956692   ...  0.05498955 -2.192054
  1.0119922 ]",[ 1.3318765  1.9962451  0.848663  ... -0.8880399 -2.0400238  1.061279 ]
318,The scent was pleasant.,The scent was delightful.,"[ 0.20672122  3.2598412   0.78840965 ...  0.6735675  -1.1660304
  0.14754805]","[-0.78073514  3.729758    0.77074873 ...  0.3781487  -0.97756565
  0.13960609]"
319,The fragrance was sweet.,The fragrance was alluring.,"[ 0.09709682  4.7529225   2.3714557  ...  0.6389129  -1.3581977
  0.2429739 ]","[-2.561194    3.9695847   1.4390168  ...  0.8794427  -0.13117741
  0.12526657]"
320,The aroma was delicious.,The aroma was appetizing.,"[-2.1318612   3.721941    1.0481551  ...  0.78694373 -1.313348
  1.7397074 ]","[-0.70905346  3.668083    0.71140885 ...  0.46867493 -2.5442789
  0.2588641 ]"
321,The taste was exquisite.,The taste was superb.,"[-2.5370345   3.227696    2.8999019  ... -0.28814107 -0.22749713
  0.9254591 ]",[-2.5293663  3.002235   3.061046  ... -0.5230278 -0.2707338  1.2345711]
322,The flavor was unique.,The flavor was distinctive.,"[-1.6446407   1.1708248   2.6157448  ...  1.0167843  -1.2111326
  0.93791944]",[-1.6232458  1.3937209  2.2604632 ...  1.0400702 -1.0840771  0.427241 ]
323,The texture was smooth.,The texture was velvety.,"[-0.9773623   0.48281497  1.9945202  ... -2.652261   -1.0520812
  0.75151056]","[ 0.49706528  0.71804416  2.3553174  ... -3.0693624  -3.886106
  0.5064181 ]"
324,The food was delicious.,The food was delectable.,"[-0.23485553  1.9371402   1.4514526  ...  0.05017326 -0.6093113
  1.4356887 ]","[-1.7478429   2.1640084   1.9587927  ... -0.9999994  -0.15924743
  0.12509035]"
325,The meal was hearty.,The meal was substantial.,"[-1.3154775  -0.64902276  2.5837216  ...  0.11760876 -0.96257687
  1.3148737 ]","[-0.59874004 -1.0563349   2.4725604  ...  0.297821   -0.71883726
  0.94973695]"
326,The dessert was rich.,The dessert was decadent.,[-0.4761722  1.2169647  2.9071107 ... -2.417598   0.9210795  1.539562 ],"[-0.5056142   0.03913075  1.084724   ... -2.4285557   0.38703895
  1.3525203 ]"
327,The drink was refreshing.,The drink was thirst-quenching.,"[-0.41305548  2.30981     2.8837945  ...  0.5010781   1.4372175
  2.0287805 ]","[-0.6147119   2.1511323   1.4118104  ... -1.3623582   1.3966742
  0.95359135]"
328,The coffee was strong and black.,The coffee was potent and dark.,"[-5.6477017   2.0396206   4.211279   ... -1.2984202   0.44717154
  2.3069165 ]","[-4.179779    2.2591927   4.233518   ... -1.0655936   0.20723823
  1.9960272 ]"
329,The tea was fragrant and warm.,The tea was aromatic and comforting.,"[-1.0159065   2.341239    2.3034062  ... -0.68218285 -0.3893858
  2.6347086 ]",[-1.8748955  2.2777612  4.249583  ... -1.0002706  0.5081483  2.4332662]
330,The cake was moist and fluffy.,The cake was damp and light.,"[-0.10461444  1.1176643   1.5234727  ... -0.77321136  0.34422284
  2.7525647 ]","[ 0.99839824 -0.07459466  2.9152806  ...  0.6517006  -0.8590832
  2.0940604 ]"
331,The pie was sweet and tart.,The pie was sugary and acidic.,"[-0.17776175  0.80115455  3.0789158  ... -0.80544233 -0.8610484
  0.58563435]","[-0.5406224   1.6302962   2.2881536  ... -1.1481316  -1.3677365
  0.87282366]"
332,The bread was crusty and golden.,The bread was hard-crusted and bronzed.,"[-2.131233    0.22386679  2.095274   ... -0.26014927 -0.15267606
  1.431957  ]","[-2.5993247  -0.48951626  1.4812422  ... -0.19599415 -0.7537389
  2.2030222 ]"
333,The cheese was sharp and creamy.,The cheese was pungent and rich.,"[-0.6920237   1.894476    4.346116   ... -0.02254638 -1.8213657
 -0.13204792]","[-0.92429394  1.9186777   4.3469887  ... -0.74664044 -1.8061597
 -0.5256146 ]"
334,The wine was dry and fruity.,The wine was crisp and fruity.,[-0.7950047  2.6268592  3.8050869 ...  1.2114449  1.8469223  1.6309131],"[-0.5982575   3.044269    3.2668977  ...  1.5608331   0.24617995
  1.4693052 ]"
335,The beer was cold and refreshing.,The beer was chilled and invigorating.,"[-2.736039    0.44973618  2.0407815  ... -0.9504058   3.5055127
  1.2183168 ]","[-2.2212615   1.3389817   2.5491061  ... -0.8119479   2.0052288
  0.25777707]"
336,The music was lively and upbeat.,The music was spirited and vivacious.,"[-0.4067433  -1.5669101   1.6641995  ... -0.03286345  0.47158343
 -0.45300835]","[ 0.6772386  -0.58514017  0.92314196 ... -0.65924895 -0.63242644
  0.47877753]"
337,The concert was spectacular.,The concert was breathtaking.,"[-0.6426181  -0.20331636  0.4850102  ... -0.7156808  -2.0517955
  2.1750586 ]","[-0.6502245  -0.43097192  0.5715586  ... -0.6035902  -2.0086322
  2.2446666 ]"
338,The performance was outstanding.,The performance was exceptional.,"[-0.32215494  1.2381849  -0.18364954 ... -1.4337913  -1.1290141
  2.057385  ]","[-0.31596154  0.9016533  -0.05990138 ... -1.1975142  -1.0350344
  2.1915474 ]"
339,The actor was superb.,The actor was magnificent.,"[ 0.11650546  3.3855412   1.8721135  ... -0.08024206  0.6224512
  2.6882002 ]","[-0.29263312  4.007327    1.1097696  ...  0.02277126  0.51378703
  2.3839443 ]"
340,The actress was captivating.,The actress was enchanting.,[-0.679547   1.7578655  2.4378572 ...  0.274599  -1.9432032  3.704166 ],"[-0.33431116  0.9035546   1.6772083  ... -0.7002658  -1.8226086
  2.6968696 ]"
341,The movie was gripping.,The movie was enthralling.,"[-1.4151875   1.4938338   2.6228862  ... -0.10072754  0.71664035
  3.4357147 ]","[-0.22901262  0.2435173   0.6247519  ... -0.515206    1.1199762
  1.9055909 ]"
342,The book was fascinating.,The book was captivating.,"[-1.6958545  -0.03424108  2.555188   ... -1.2977506   2.8209236
  2.590732  ]","[-1.7303092   0.1380196   2.3573642  ... -0.64124626  2.9761372
  3.0793083 ]"
343,The story was compelling.,The story was gripping.,"[-1.1748095   0.18280526  2.3618202  ... -0.1085973  -1.2931721
  2.4699817 ]","[-1.4726157   0.26573473  2.4783661  ...  0.28398472 -0.70155483
  2.9327042 ]"
344,The poem was lyrical.,The poem was melodious.,"[ 0.9351585   0.589161    1.040461   ... -1.7414471  -0.86910003
  1.2824972 ]","[ 0.3885789   1.9967823   2.182072   ... -1.6828647  -0.41082653
  1.0770553 ]"
345,The painting was vibrant.,The painting was vivid.,"[-1.5084026  -1.0538621   2.9796624  ... -0.90703535 -3.0895977
  1.9473951 ]",[-2.7193007 -0.7935977  2.4198318 ... -1.7328119 -2.200213   1.4031756]
346,The sculpture was elegant.,The sculpture was graceful.,"[-2.6003728   0.87428343  0.95635587 ... -2.357476    0.02396308
  2.4292126 ]","[-1.6715082   1.297929    1.7699782  ... -2.3676445   0.21907505
  2.1366591 ]"
347,The architecture was stunning.,The architecture was awe-inspiring.,[-2.4470341 -2.3232496  1.2456882 ... -0.888217  -1.1079032  2.5451596],"[-3.4629147  -1.8732969   0.24375032 ... -1.0375355   0.45287126
  1.6612775 ]"
348,The building was imposing.,The building was majestic.,"[-2.9776108  -2.7436593   1.0075699  ...  0.00853646 -2.408608
  2.3128796 ]",[-2.078834  -2.4191837  0.7345427 ... -0.0120201 -1.7516356  2.3416443]
349,The city was vibrant and energetic.,The city was bustling and lively.,"[-0.95836276 -3.626979    2.2799563  ...  1.086034   -2.2806935
  1.9702435 ]","[-1.5689561  -4.824169    1.6399981  ...  1.068962   -0.58264023
  1.1772251 ]"
350,The town was quaint and charming.,The town was picturesque and delightful.,"[ 1.9590634  -7.72849     1.9762592  ...  0.42351484 -1.9035976
  2.891445  ]",[ 1.4544798 -6.4590836  2.051813  ...  0.7737928 -0.4226382  2.394801 ]
351,The countryside was peaceful and serene.,The countryside was tranquil and calm.,[ 1.4291413 -3.6375244  1.5478785 ...  0.5128383  2.4094746  1.7975725],"[ 2.3381555  -3.8379395   1.3020818  ... -0.05534849  1.6499903
  1.9488972 ]"
352,The landscape was breathtaking.,The landscape was spectacular.,[-1.0346644 -3.5249581  2.354134  ... -0.9462532  0.6321879  1.6249666],[-1.4376913 -3.6378245  2.455336  ... -0.769846   0.5445935  1.7936256]
353,The view was panoramic.,The view was sweeping.,"[-1.8871381  -2.8681211   2.9985538  ...  0.04063287 -0.65492594
  2.10712   ]","[-1.4124316  -2.6241822   2.4370213  ...  0.33327904 -0.26487726
  1.0042342 ]"
354,The scenery was idyllic.,The scenery was perfect.,"[ 0.80459726 -4.6126      0.82316643 ... -0.41937527  0.7307206
 -0.5848475 ]","[-0.49192673 -3.7167904   1.3575757  ... -0.59752834  1.4213392
  1.9749992 ]"
355,The sunset was glorious.,The sunset was magnificent.,[-0.5282311 -1.2713921  3.1968803 ...  1.6911529 -2.0316992  2.2285953],"[-0.98536587 -1.3308079   3.3254898  ...  1.5291328  -1.9123399
  1.7406454 ]"
356,The sunrise was radiant.,The sunrise was resplendent.,"[-0.24774191  0.57979363  2.6773257  ...  0.73610336 -3.4572494
  2.9695811 ]","[ 0.03308157 -1.5425459   1.3878939  ...  0.2950404  -2.9514294
  2.1179948 ]"
357,The stars were glittering.,The stars were twinkling.,"[ 0.09720721 -1.6129164   0.45557633 ... -0.14505078 -2.6523447
  1.3468963 ]","[ 0.5401861  -1.8778468   0.21048564 ...  0.40283346 -2.888593
  0.10256109]"
358,The moon was luminous.,The moon was radiant.,"[ 0.3559623  -0.98420507  2.7153637  ... -2.59073    -4.824574
  1.3054495 ]","[ 0.3515519   0.14398551  1.8862731  ... -2.134544   -3.505422
  2.9773452 ]"
